found_taxa,worms_sciname,ncbi_species,gbif_name,rank,gbif_status,query,worms_aphiaid,worms_status,unacceptreason,freshwater_only,kingdom,phylum,class,order,family,genus
Pungitius sp. Brackish type,NA,Pungitius sp. Brackish type,NA,NA,NA,Pungitius sp. Brackish type,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius
Zesticelus ochotensis,Zesticelus ochotensis,Zesticelus ochotensis,Zesticelus ochotensis,species,ACCEPTED,Zesticelus ochotensis,283217,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Zesticelus
Anoplopoma fimbria,Anoplopoma fimbria,Anoplopoma fimbria,Anoplopoma fimbria,species,ACCEPTED,Anoplopoma fimbria,159463,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma
Hexagrammos otakii,Hexagrammos otakii,Hexagrammos otakii,Hexagrammos otakii,species,ACCEPTED,Hexagrammos otakii,279411,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos
Icelus sekii,Icelus sekii,Icelus sekii,Icelus sekii,species,ACCEPTED,Icelus sekii,274385,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelus
Dasycottus setiger,Dasycottus setiger,Dasycottus setiger,Dasycottus setiger,species,ACCEPTED,Dasycottus setiger,280488,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Dasycottus
Oxylebius pictus,Oxylebius pictus,Oxylebius pictus,Oxylebius pictus,species,ACCEPTED,Oxylebius pictus,240743,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Hexagrammidae,Oxylebius
Pontinus macrocephalus,Pontinus macrocephalus,Pontinus macrocephalus,Pontinus macrocephalus,species,ACCEPTED,Pontinus macrocephalus,274689,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pontinus
Scorpaenodes guamensis,Scorpaenodes guamensis,Scorpaenodes guamensis,Scorpaenodes guamensis,species,ACCEPTED,Scorpaenodes guamensis,218094,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes
Pontinus kuhlii,Pontinus kuhlii,Pontinus kuhlii,Pontinus kuhlii,species,ACCEPTED,Pontinus kuhlii,127240,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Pontinus
Scorpaenodes scaber,Scorpaenodes scaber,Scorpaenodes scaber,Scorpaenodes scaber,species,ACCEPTED,Scorpaenodes scaber,218092,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes
Apeltes quadracus,Apeltes quadracus,Apeltes quadracus,Apeltes quadracus,species,ACCEPTED,Apeltes quadracus,159436,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Apeltes
Pristipomoides typus,Pristipomoides typus,Pristipomoides typus,Pristipomoides typus,species,ACCEPTED,Pristipomoides typus,218507,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Pristipomoides
Cephalopholis spiloparaea,Cephalopholis spiloparaea,Cephalopholis spiloparaea,Cephalopholis spiloparaea,species,ACCEPTED,Cephalopholis spiloparaea,218180,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis
Liopropoma erythraeum,Liopropoma erythraeum,Liopropoma erythraeum,Liopropoma erythraeum,species,ACCEPTED,Liopropoma erythraeum,275941,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Liopropoma
Cephalopholis aurantia,Cephalopholis aurantia,Cephalopholis aurantia,Cephalopholis aurantia,species,ACCEPTED,Cephalopholis aurantia,218177,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis
Lateolabrax japonicus,Lateolabrax japonicus,Lateolabrax japonicus,Lateolabrax japonicus,species,ACCEPTED,Lateolabrax japonicus,281275,accepted,NA,0,Animalia,Chordata,Teleostei,Acropomatiformes,Lateolabracidae,Lateolabrax
Aulacocephalus temminckii,Aulacocephalus temminckii,Aulacocephalus temminckii,Aulacocephalus temminckii,species,ACCEPTED,Aulacocephalus temminckii,277111,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Aulacocephalus
Stephanolepis hispida,Stephanolepis hispida,Stephanolepis hispidus,Stephanolepis hispidus,species,ACCEPTED,Stephanolepis hispidus,307126,unaccepted,NA,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Stephanolepis
Odontanthias borbonius,Odontanthias borbonius,Odontanthias borbonius,Odontanthias borbonius,species,ACCEPTED,Odontanthias borbonius,311418,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Odontanthias
Notothenia coriiceps,Notothenia coriiceps,Notothenia coriiceps,Notothenia coriiceps,species,ACCEPTED,Notothenia coriiceps,234679,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Nototheniidae,Notothenia
Anomalops katoptron,Anomalops katoptron,Anomalops katoptron,Anomalops katoptron,species,ACCEPTED,Anomalops katoptron,279629,accepted,NA,0,Animalia,Chordata,Teleostei,Trachichthyiformes,Anomalopidae,Anomalops
Epinephelus latifasciatus,Epinephelus latifasciatus,Epinephelus latifasciatus,Epinephelus latifasciatus,species,ACCEPTED,Epinephelus latifasciatus,218214,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus
Iso hawaiiensis,Iso hawaiiensis,Iso hawaiiensis,Iso hawaiiensis,species,ACCEPTED,Iso hawaiiensis,276752,accepted,NA,0,Animalia,Chordata,Teleostei,Atheriniformes,Isonidae,Iso
Phoxocampus belcheri,Phoxocampus belcheri,Phoxocampus belcheri,Phoxocampus belcheri,species,ACCEPTED,Phoxocampus belcheri,218031,accepted,NA,0,Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Phoxocampus
Anyperodon leucogrammicus,Anyperodon leucogrammicus,Anyperodon leucogrammicus,Anyperodon leucogrammicus,species,ACCEPTED,Anyperodon leucogrammicus,212549,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Anyperodon
Polymixia sazonovi,Polymixia sazonovi,Polymixia sazonovi,Polymixia sazonovi,species,ACCEPTED,Polymixia sazonovi,274323,accepted,NA,0,Animalia,Chordata,Teleostei,Polymixiiformes,Polymixiidae,Polymixia
Remora albescens,Remora albescens,Remorina albescens,Remorina albescens,species,SYNONYM,Remorina albescens,302877,unaccepted,NA,0,Animalia,Chordata,Teleostei,Carangiformes,Echeneidae,Remorina
Chaenomugil proboscideus,Chaenomugil proboscideus,Chaenomugil proboscideus,Chaenomugil proboscideus,species,ACCEPTED,Chaenomugil proboscideus,280101,accepted,NA,0,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Chaenomugil
Polymixia japonica,Polymixia japonica,Polymixia japonica,Polymixia japonica,species,ACCEPTED,Polymixia japonica,274320,accepted,NA,0,Animalia,Chordata,Teleostei,Polymixiiformes,Polymixiidae,Polymixia
Neosebastes multisquamus,Neosebastes multisquamus,Neosebastes multisquamus,Neosebastes multisquamus,species,ACCEPTED,Neosebastes multisquamus,281712,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Neosebastidae,Neosebastes
Pristipomoides multidens,Pristipomoides multidens,Pristipomoides multidens,Pristipomoides multidens,species,ACCEPTED,Pristipomoides multidens,218513,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Pristipomoides
Gastromyzon zebrinus,Gastromyzon zebrinus,Gastromyzon zebrinus,Gastromyzon zebrinus,species,ACCEPTED,Gastromyzon zebrinus,1008890,accepted,NA,1,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Gastromyzon
Pseudorhombus dupliciocellatus,Pseudorhombus dupliciocellatus,Pseudorhombus dupliciocellatus,Pseudorhombus dupliciocellatus,species,ACCEPTED,Pseudorhombus dupliciocellatus,277078,accepted,NA,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Pseudorhombus
Antigonia rubescens,Antigonia rubescens,Antigonia rubescens,Antigonia rubescens,species,ACCEPTED,Antigonia rubescens,217962,accepted,NA,0,Animalia,Chordata,Teleostei,Acanthuriformes,Caproidae,Antigonia
Antigonia capros,Antigonia capros,Antigonia capros,Antigonia capros,species,ACCEPTED,Antigonia capros,127418,accepted,NA,0,Animalia,Chordata,Teleostei,Acanthuriformes,Caproidae,Antigonia
Percina freemanorum,Percina freemanorum,Percina freemanorum,Percina freemanorum,species,ACCEPTED,Percina freemanorum,1536455,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Percina
Mugil curema,Mugil curema,Mugil curema,Mugil curema,species,ACCEPTED,Mugil curema,159416,accepted,NA,0,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil
Antigonia steindachneri,NA,Antigonia steindachneri,Antigonia steindachneri,species,SYNONYM,Antigonia steindachneri,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Acanthuriformes,Caproidae,Antigonia
Mastacembelus mastacembelus,Mastacembelus mastacembelus,Mastacembelus mastacembelus,Mastacembelus mastacembelus,species,ACCEPTED,Mastacembelus mastacembelus,1022996,accepted,NA,1,Animalia,Chordata,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus
Peristedion miniatum,Peristedion miniatum,Peristedion miniatum,Peristedion miniatum,species,ACCEPTED,Peristedion miniatum,159550,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Peristediidae,Peristedion
Artedius fenestralis,Artedius fenestralis,Artedius fenestralis,Artedius fenestralis,species,ACCEPTED,Artedius fenestralis,279700,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Artedius
Artedius lateralis,Artedius lateralis,Artedius lateralis,Artedius lateralis,species,ACCEPTED,Artedius lateralis,279702,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Artedius
Hypomesus pretiosus,Hypomesus pretiosus,Hypomesus pretiosus,Hypomesus pretiosus,species,ACCEPTED,Hypomesus pretiosus,279422,accepted,NA,0,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Hypomesus
Periophthalmus minutus,Periophthalmus minutus,Periophthalmus minutus,Periophthalmus minutus,species,ACCEPTED,Periophthalmus minutus,277977,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Periophthalmus
Dysalotus oligoscolus,Dysalotus oligoscolus,Dysalotus oligoscolus,Dysalotus oligoscolus,species,ACCEPTED,Dysalotus oligoscolus,276360,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Chiasmodontidae,Dysalotus
Allosmerus elongatus,Allosmerus elongatus,Allosmerus elongatus,Allosmerus elongatus,species,ACCEPTED,Allosmerus elongatus,279564,accepted,NA,0,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Allosmerus
Opistognathus sp. BSKU:121417,NA,Opistognathus sp. BSKU:121417,NA,NA,NA,Opistognathus sp. BSKU:121417,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus
Salangichthys microdon,Salangichthys microdon,Salangichthys microdon,Salangichthys microdon,species,ACCEPTED,Salangichthys microdon,282650,accepted,NA,0,Animalia,Chordata,Teleostei,Osmeriformes,Salangidae,Salangichthys
Hypomesus japonicus,Hypomesus japonicus,Hypomesus japonicus,Hypomesus japonicus,species,ACCEPTED,Hypomesus japonicus,279420,accepted,NA,0,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Hypomesus
Osmerus eperlanus,Osmerus eperlanus,Osmerus eperlanus,Osmerus eperlanus,species,ACCEPTED,Osmerus eperlanus,126736,accepted,NA,0,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Osmerus
Scomberomorus niphonius,Scomberomorus niphonius,Scomberomorus niphonius,Scomberomorus niphonius,species,ACCEPTED,Scomberomorus niphonius,273817,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Scomberomorus
Hypomesus olidus,Hypomesus olidus,Hypomesus olidus,Hypomesus olidus,species,ACCEPTED,Hypomesus olidus,254556,accepted,NA,0,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Hypomesus
