found_taxa,worms_sciname,ncbi_species,gbif_name,rank,gbif_status,query,worms_aphiaid,worms_status,unacceptreason,freshwater_only,kingdom,phylum,class,order,family,genus
Cottus asper,Cottus asper,Cottus asper,Cottus asper,species,ACCEPTED,Cottus asper,274368,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus beldingii,Cottus beldingii,Cottus beldingii,Cottus beldingii,species,ACCEPTED,Cottus beldingii,1019570,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Gymnocanthus herzensteini,Gymnocanthus herzensteini,Gymnocanthus herzensteini,Gymnocanthus herzensteini,species,ACCEPTED,Gymnocanthus herzensteini,274373,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Gymnocanthus
Gymnocanthus intermedius,Gymnocanthus intermedius,Gymnocanthus intermedius,Gymnocanthus intermedius,species,ACCEPTED,Gymnocanthus intermedius,274374,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Gymnocanthus
Hypsagonus quadricornis,Hypsagonus quadricornis,Hypsagonus quadricornis,Hypsagonus quadricornis,species,ACCEPTED,Hypsagonus quadricornis,254508,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Hypsagonus
Percis japonica,Percis japonica,Percis japonica,Percis japonica,species,ACCEPTED,Percis japonica,254389,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Percis
Artediellus neyelovi,Artediellus neyelovi,Artediellus neyelovi,Artediellus neyelovi,species,ACCEPTED,Artediellus neyelovi,274363,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Artediellus
Bathyagonus infraspinatus,Bathyagonus infraspinatus,Bathyagonus infraspinatus,Bathyagonus infraspinatus,species,ACCEPTED,Bathyagonus infraspinatus,254504,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Bathyagonus
Bathyagonus alascanus,Bathyagonus alascanus,Bathyagonus alascanus,Bathyagonus alascanus,species,ACCEPTED,Bathyagonus alascanus,254503,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Bathyagonus
Cottus gobio,Cottus gobio,Cottus gobio,Cottus gobio,species,ACCEPTED,Cottus gobio,127196,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus marginatus,Cottus marginatus,Cottus marginatus,Cottus marginatus,species,ACCEPTED,Cottus marginatus,1019995,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus perplexus,Cottus perplexus,Cottus perplexus,Cottus perplexus,species,ACCEPTED,Cottus perplexus,1019368,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus gulosus,Cottus gulosus,Cottus gulosus,Cottus gulosus,species,ACCEPTED,Cottus gulosus,1021621,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Radulinus asprellus,Radulinus asprellus,Radulinus asprellus,Radulinus asprellus,species,ACCEPTED,Radulinus asprellus,282541,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Radulinus
Icelus spiniger,Icelus spiniger,Icelus spiniger,Icelus spiniger,species,ACCEPTED,Icelus spiniger,254525,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Icelus
Batrachocottus baicalensis,Batrachocottus baicalensis,Batrachocottus baicalensis,Batrachocottus baicalensis,species,ACCEPTED,Batrachocottus baicalensis,1020418,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Batrachocottus
Cottocomephorus grewingki,NA,Cottocomephorus grewingki,Cottocomephorus grewingki,species,SYNONYM,Cottocomephorus grewingki,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Cottocomephorus
Gymnocanthus galeatus,Gymnocanthus galeatus,Gymnocanthus galeatus,Gymnocanthus galeatus,species,ACCEPTED,Gymnocanthus galeatus,254514,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Gymnocanthus
Cyclopterus lumpus,Cyclopterus lumpus,Cyclopterus lumpus,Cyclopterus lumpus,species,ACCEPTED,Cyclopterus lumpus,127214,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Cyclopterus
Aspidophoroides olrikii,Aspidophoroides olrikii,Ulcina olrikii,Ulcina olrikii,species,SYNONYM,Ulcina olrikii,309268,unaccepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Ulcina
Sarritor leptorhynchus,Sarritor leptorhynchus,Sarritor leptorhynchus,Sarritor leptorhynchus,species,ACCEPTED,Sarritor leptorhynchus,254376,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Sarritor
Freemanichthys thompsoni,Freemanichthys thompsoni,Freemanichthys thompsoni,Freemanichthys thompsoni,species,ACCEPTED,Freemanichthys thompsoni,280801,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Freemanichthys
Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,species,ACCEPTED,Scorpaenichthys marmoratus,282726,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Scorpaenichthys
Mesocottus haitej,Mesocottus haitej,Mesocottus haitej,Mesocottus haitej,species,ACCEPTED,Mesocottus haitej,1020672,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Mesocottus
Cottus pollux,Cottus pollux,Cottus pollux,Cottus pollux,species,ACCEPTED,Cottus pollux,1020436,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus dzungaricus,Cottus dzungaricus,Cottus dzungaricus,Cottus dzungaricus,species,ACCEPTED,Cottus dzungaricus,1384383,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Pleurogrammus azonus,Pleurogrammus azonus,Pleurogrammus azonus,Pleurogrammus azonus,species,ACCEPTED,Pleurogrammus azonus,282288,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Hexagrammidae,Pleurogrammus
Myoxocephalus aenaeus,Myoxocephalus aenaeus,Myoxocephalus aenaeas,Myoxocephalus aenaeas,species,SYNONYM,Myoxocephalus aenaeas,159519,unaccepted,misspelling,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Cottus ricei,Cottus ricei,Cottus ricei,Cottus ricei,species,ACCEPTED,Cottus ricei,564966,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus cognatus,Cottus cognatus,Cottus cognatus,Cottus cognatus,species,ACCEPTED,Cottus cognatus,159512,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus bairdii,Cottus bairdii,Cottus bairdii,Cottus bairdii,species,ACCEPTED,Cottus bairdii,578660,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Comephorus dybowskii,Comephorus dybowskii,Comephorus dybowskii,Comephorus dybowskii,species,ACCEPTED,Comephorus dybowskii,1018562,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Comephoridae,Comephorus
Cottus rhenanus,Cottus rhenanus,Cottus rhenanus,Cottus rhenanus,species,ACCEPTED,Cottus rhenanus,1009258,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus perifretum,Cottus perifretum,Cottus perifretum,Cottus perifretum,species,ACCEPTED,Cottus perifretum,1009257,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus rhotheus,Cottus rhotheus,Cottus rhotheus,Cottus rhotheus,species,ACCEPTED,Cottus rhotheus,592854,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus hangiongensis,Cottus hangiongensis,Cottus hangiongensis,Cottus hangiongensis,species,ACCEPTED,Cottus hangiongensis,274369,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus volki,Cottus volki,Cottus volki,Cottus volki,species,ACCEPTED,Cottus volki,1015648,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus szanaga,Cottus szanaga,Cottus szanaga,Cottus szanaga,species,ACCEPTED,Cottus szanaga,1020662,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Agonomalus jordani,Agonomalus jordani,Hypsagonus jordani,Hypsagonus jordani,species,SYNONYM,Hypsagonus jordani,367712,unaccepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Hypsagonus
Bathyagonus nigripinnis,Bathyagonus nigripinnis,Bathyagonus nigripinnis,Bathyagonus nigripinnis,species,ACCEPTED,Bathyagonus nigripinnis,254505,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Bathyagonus
Radulinopsis taranetzi,Radulinopsis taranetzi,Radulinopsis taranetzi,Radulinopsis taranetzi,species,ACCEPTED,Radulinopsis taranetzi,282540,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Radulinopsis
Gymnocanthus detrisus,Gymnocanthus detrisus,Gymnocanthus detrisus,Gymnocanthus detrisus,species,ACCEPTED,Gymnocanthus detrisus,274372,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Gymnocanthus
Marukawichthys ambulator,Marukawichthys ambulator,Marukawichthys ambulator,Marukawichthys ambulator,species,ACCEPTED,Marukawichthys ambulator,281525,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Ereuniidae,Marukawichthys
Agonopsis vulsa,Agonopsis vulsa,Agonopsis vulsa,Agonopsis vulsa,species,ACCEPTED,Agonopsis vulsa,279522,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Agonopsis
Xeneretmus leiops,Xeneretmus leiops,Xeneretmus leiops,Xeneretmus leiops,species,ACCEPTED,Xeneretmus leiops,283172,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Xeneretmus
Xeneretmus latifrons,Xeneretmus latifrons,Xeneretmus latifrons,Xeneretmus latifrons,species,ACCEPTED,Xeneretmus latifrons,283171,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Xeneretmus
Cottus aleuticus,Cottus aleuticus,Cottus aleuticus,Cottus aleuticus,species,ACCEPTED,Cottus aleuticus,274366,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Triglops pingelii,Triglops pingelii,Triglops pingelii,Triglops pingelii,species,ACCEPTED,Triglops pingelii,127207,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Triglops
Alcichthys elongatus,Alcichthys elongatus,Alcichthys elongatus,Alcichthys elongatus,species,ACCEPTED,Alcichthys elongatus,279545,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Alcichthys
Cottus pitensis,Cottus pitensis,Cottus pitensis,Cottus pitensis,species,ACCEPTED,Cottus pitensis,1013621,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus confusus,Cottus confusus,Cottus confusus,Cottus confusus,species,ACCEPTED,Cottus confusus,592852,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus bendirei,Cottus bendirei,Cottus bendirei,Cottus bendirei,species,ACCEPTED,Cottus bendirei,1466624,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Cottus koreanus,Cottus koreanus,Cottus koreanus,Cottus koreanus,species,ACCEPTED,Cottus koreanus,1009243,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Jordania zonope,Jordania zonope,Jordania zonope,Jordania zonope,species,ACCEPTED,Jordania zonope,398459,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Jordania
Cottocomephorus inermis,Cottocomephorus inermis,Cottocomephorus inermis,Cottocomephorus inermis,species,ACCEPTED,Cottocomephorus inermis,1018975,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Cottocomephorus
Comephorus baikalensis,Comephorus baikalensis,Comephorus baikalensis,Comephorus baikalensis,species,ACCEPTED,Comephorus baikalensis,1023019,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Comephoridae,Comephorus
Batrachocottus talievi,Batrachocottus talievi,Batrachocottus talievi,Batrachocottus talievi,species,ACCEPTED,Batrachocottus talievi,1010259,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Batrachocottus
Batrachocottus nikolskii,Batrachocottus nikolskii,Batrachocottus nikolskii,Batrachocottus nikolskii,species,ACCEPTED,Batrachocottus nikolskii,1018973,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Batrachocottus
Batrachocottus multiradiatus,Batrachocottus multiradiatus,Batrachocottus multiradiatus,Batrachocottus multiradiatus,species,ACCEPTED,Batrachocottus multiradiatus,1526123,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Batrachocottus
Procottus major,Procottus major,Procottus major,Procottus major,species,ACCEPTED,Procottus major,1525012,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Abyssocottidae,Procottus
Artediellus dydymovi,Artediellus dydymovi,Artediellus dydymovi,Artediellus dydymovi,species,ACCEPTED,Artediellus dydymovi,274358,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Artediellus
Cottiusculus gonez,Cottiusculus gonez,Cottiusculus gonez,Cottiusculus gonez,species,ACCEPTED,Cottiusculus gonez,280406,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottiusculus
Aptocyclus ventricosus,Aptocyclus ventricosus,Aptocyclus ventricosus,Aptocyclus ventricosus,species,ACCEPTED,Aptocyclus ventricosus,254299,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Aptocyclus
Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus scorpius,species,ACCEPTED,Myoxocephalus scorpius,127203,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus quadricornis,species,ACCEPTED,Myoxocephalus quadricornis,254529,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Agonomalus proboscidalis,Agonomalus proboscidalis,Agonomalus proboscidalis,Agonomalus proboscidalis,species,ACCEPTED,Agonomalus proboscidalis,279518,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Agonomalus
Myoxocephalus brandtii,Myoxocephalus brandtii,Myoxocephalus brandtii,Myoxocephalus brandtii,species,ACCEPTED,Myoxocephalus brandtii,274389,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Astrocottus regulus,Astrocottus regulus,Astrocottus regulus,Astrocottus regulus,species,ACCEPTED,Astrocottus regulus,398457,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Astrocottus
Psychrolutes phrictus,Psychrolutes phrictus,Psychrolutes phrictus,Psychrolutes phrictus,species,ACCEPTED,Psychrolutes phrictus,274678,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Psychrolutes
Cottus carolinae,Cottus carolinae,Cottus carolinae,Cottus carolinae,species,ACCEPTED,Cottus carolinae,1044999,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Bathyagonus pentacanthus,Bathyagonus pentacanthus,Bathyagonus pentacanthus,Bathyagonus pentacanthus,species,ACCEPTED,Bathyagonus pentacanthus,254506,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Bathyagonus
Asprocottus pulcher,Asprocottus pulcher,Asprocottus pulcher,Asprocottus pulcher,species,ACCEPTED,Asprocottus pulcher,1014035,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Abyssocottidae,Asprocottus
Paracottus knerii,Paracottus knerii,Paracottus knerii,Paracottus knerii,species,ACCEPTED,Paracottus knerii,1020417,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Paracottus
Leocottus kesslerii,Leocottus kesslerii,Leocottus kesslerii,Leocottus kesslerii,species,ACCEPTED,Leocottus kesslerii,1014045,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Cottocomephoridae,Leocottus
Aspidophoroides monopterygius,Aspidophoroides monopterygius,Aspidophoroides monopterygius,Aspidophoroides monopterygius,species,ACCEPTED,Aspidophoroides monopterygius,159459,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Aspidophoroides
Cottiusculus nihonkaiensis,Cottiusculus nihonkaiensis,Cottiusculus nihonkaiensis,Cottiusculus nihonkaiensis,species,ACCEPTED,Cottiusculus nihonkaiensis,712558,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottiusculus
Stellerina xyosterna,Stellerina xyosterna,Stellerina xyosterna,Stellerina xyosterna,species,ACCEPTED,Stellerina xyosterna,254366,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Stellerina
Microcottus sellaris,Microcottus sellaris,Microcottus sellaris,Microcottus sellaris,species,ACCEPTED,Microcottus sellaris,254404,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Microcottus
Myoxocephalus jaok,Myoxocephalus jaok,Myoxocephalus jaok,Myoxocephalus jaok,species,ACCEPTED,Myoxocephalus jaok,254527,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Cottunculus microps,Cottunculus microps,Cottunculus microps,Cottunculus microps,species,ACCEPTED,Cottunculus microps,127235,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Cottunculus
Cottunculus thomsonii,Cottunculus thomsonii,Cottunculus thomsonii,Cottunculus thomsonii,species,ACCEPTED,Cottunculus thomsonii,127237,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Cottunculus
Psychrolutes sp. MM-2017,NA,Psychrolutes sp. MM-2017,NA,NA,NA,Psychrolutes sp. MM-2017,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Psychrolutes
Myoxocephalus stelleri,Myoxocephalus stelleri,Myoxocephalus stelleri,Myoxocephalus stelleri,species,ACCEPTED,Myoxocephalus stelleri,154570,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Astrocottus matsubarae,Astrocottus matsubarae,Astrocottus matsubarae,Astrocottus matsubarae,species,ACCEPTED,Astrocottus matsubarae,279776,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Astrocottus
Ebinania vermiculata,Ebinania vermiculata,Ebinania vermiculata,Ebinania vermiculata,species,ACCEPTED,Ebinania vermiculata,274672,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Ebinania
Odontopyxis trispinosa,Odontopyxis trispinosa,Odontopyxis trispinosa,Odontopyxis trispinosa,species,ACCEPTED,Odontopyxis trispinosa,281836,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Agonidae,Odontopyxis
Myoxocephalus polyacanthocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus polyacanthocephalus,Myoxocephalus polyacanthocephalus,species,ACCEPTED,Myoxocephalus polyacanthocephalus,254528,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus
Rhamphocottus richardsonii,Rhamphocottus richardsonii,Rhamphocottus richardsonii,Rhamphocottus richardsonii,species,ACCEPTED,Rhamphocottus richardsonii,282578,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Rhamphocottidae,Rhamphocottus
Eumicrotremus spinosus,Eumicrotremus spinosus,Eumicrotremus spinosus,Eumicrotremus spinosus,species,ACCEPTED,Eumicrotremus spinosus,127217,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Cyclopteridae,Eumicrotremus
