asv,lca_rank,lca_taxon,kingdom,phylum,class,order,family,genus,species,method,survey,marker
ASV467,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV468,species,Balaena mysticetus,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Balaena,Balaena mysticetus,best hit,tully,12s
ASV469,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV470,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV471,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV472,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV473,species,Cottus asper,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus asper,best hit,tully,12s
ASV474,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV475,species,Balaena mysticetus,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Balaena,Balaena mysticetus,best hit,tully,12s
ASV476,species,Isopsetta isolepis,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Isopsetta,Isopsetta isolepis,best hit,tully,12s
ASV477,genus,Scomber,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,no identification,lca,tully,12s
ASV478,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV479,species,Hexagrammos decagrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,best hit,tully,12s
ASV480,species,Xiphister atropurpureus,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus,best hit,tully,12s
ASV481,species,Pholis laeta,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis laeta,best hit,tully,12s
ASV482,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV484,species,Rhacochilus vacca,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Rhacochilus,Rhacochilus vacca,best hit,tully,12s
ASV485,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV486,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV487,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV488,species,Leptocottus armatus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,best hit,tully,12s
ASV489,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV490,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV491,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV492,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV493,species,Gadus chalcogrammus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,best hit,tully,12s
ASV494,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV495,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV496,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV497,species,Pholis laeta,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis laeta,best hit,tully,12s
ASV498,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV499,species,Hydrolagus colliei,Eukaryota,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei,best hit,tully,12s
ASV500,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV501,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV502,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV503,species,Clinocottus globiceps,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Clinocottus,Clinocottus globiceps,best hit,tully,12s
ASV504,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV505,species,Oncorhynchus kisutch,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,best hit,tully,12s
ASV506,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV507,species,Artedius harringtoni,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius harringtoni,best hit,tully,12s
ASV508,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV509,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV510,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV511,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV512,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV513,species,Cottus rhenanus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus rhenanus,best hit,tully,12s
ASV514,species,Balaena mysticetus,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Balaena,Balaena mysticetus,best hit,tully,12s
ASV515,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV516,species,Clinocottus acuticeps,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Clinocottus,Clinocottus acuticeps,best hit,tully,12s
ASV517,species,Leptocottus armatus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,best hit,tully,12s
ASV518,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV519,species,Sardinops melanostictus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,Sardinops melanostictus,best hit,tully,12s
ASV520,species,Anarrhichthys ocellatus,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus,best hit,tully,12s
ASV521,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV522,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV523,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV524,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV525,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV526,species,Cottus asper,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus asper,best hit,tully,12s
ASV527,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV528,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV529,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV530,species,Oncorhynchus keta,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,best hit,tully,12s
ASV531,species,Microstomus pacificus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus pacificus,best hit,tully,12s
ASV532,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV533,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV534,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV535,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV536,species,Ophiodon elongatus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,best hit,tully,12s
ASV537,species,Lumpenus sagitta,Eukaryota,Chordata,Actinopteri,Perciformes,Stichaeidae,Lumpenus,Lumpenus sagitta,best hit,tully,12s
ASV538,species,Balaena mysticetus,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenidae,Balaena,Balaena mysticetus,best hit,tully,12s
ASV539,species,Isopsetta isolepis,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Isopsetta,Isopsetta isolepis,best hit,tully,12s
ASV540,species,Cottus asper,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus asper,best hit,tully,12s
ASV541,species,Sebastes caurinus,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes caurinus,best hit,tully,12s
ASV542,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV543,species,Pholis ornata,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis ornata,best hit,tully,12s
ASV544,species,Sebastes caurinus,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes caurinus,best hit,tully,12s
ASV545,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV546,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV548,species,Leptocottus armatus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,best hit,tully,12s
ASV549,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV550,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV551,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV552,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV553,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV554,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV555,species,Hexagrammos agrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos agrammus,best hit,tully,12s
ASV556,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV557,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV558,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV559,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV560,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV561,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV562,species,Brosmophycis marginata,Eukaryota,Chordata,Actinopteri,Ophidiiformes,Bythitidae,Brosmophycis,Brosmophycis marginata,best hit,tully,12s
ASV563,species,Hexagrammos decagrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,best hit,tully,12s
ASV564,species,Pholis ornata,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis ornata,best hit,tully,12s
ASV565,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV566,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV567,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV569,species,Gobiesox maeandricus,Eukaryota,Chordata,Actinopteri,Blenniiformes,Gobiesocidae,Gobiesox,Gobiesox maeandricus,best hit,tully,12s
ASV570,species,Oncorhynchus tshawytscha,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,best hit,tully,12s
ASV571,species,Oncorhynchus nerka,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,best hit,tully,12s
ASV572,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV573,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV574,species,Rhacochilus vacca,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Rhacochilus,Rhacochilus vacca,best hit,tully,12s
ASV575,species,Pleuronichthys coenosus,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys coenosus,best hit,tully,12s
ASV576,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV577,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV578,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV579,species,Hexagrammos decagrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,best hit,tully,12s
ASV580,species,Isopsetta isolepis,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Isopsetta,Isopsetta isolepis,best hit,tully,12s
ASV581,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV582,species,Myoxocephalus jaok,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus jaok,best hit,tully,12s
ASV583,species,Oncorhynchus keta,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,best hit,tully,12s
ASV584,species,Ammodytes marinus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes marinus,best hit,tully,12s
ASV585,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV586,species,Oncorhynchus gorbuscha,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,best hit,tully,12s
ASV587,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV588,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV589,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV590,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV591,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV592,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV593,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV594,species,Clinocottus acuticeps,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Clinocottus,Clinocottus acuticeps,best hit,tully,12s
ASV595,species,Artedius harringtoni,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Artedius,Artedius harringtoni,best hit,tully,12s
ASV596,species,Sebastes baramenuke,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes baramenuke,best hit,tully,12s
ASV597,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV598,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,tully,12s
ASV599,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV600,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV601,species,Oxylebius pictus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Oxylebius,Oxylebius pictus,best hit,tully,12s
ASV602,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV603,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV604,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV605,species,Cymatogaster aggregata,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata,best hit,tully,12s
ASV606,species,Cottus asper,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus asper,best hit,tully,12s
ASV607,species,Clupea pallasii,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit,tully,12s
ASV608,species,Megaptera novaeangliae,Eukaryota,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,Megaptera novaeangliae,best hit,tully,12s
ASV609,species,Cottus cognatus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus cognatus,best hit,tully,12s
ASV610,species,Hexagrammos agrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos agrammus,best hit,tully,12s
ASV611,species,Leptocottus armatus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,best hit,tully,12s
ASV612,species,Ammodytes personatus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes personatus,best hit,tully,12s
ASV613,species,Oligocottus maculosus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Oligocottus,Oligocottus maculosus,best hit,tully,12s
ASV614,species,Ophiodon elongatus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,best hit,tully,12s
ASV615,species,Sebastes caurinus,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes caurinus,best hit,tully,12s
ASV616,species,Hexagrammos decagrammus,Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,best hit,tully,12s
ASV617,species,Sebastes baramenuke,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes baramenuke,best hit,tully,12s
