species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id
Calycopsis simulans,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Calycopsis,TRUE,NA,FALSE,221205,221205,NA,NA
Protiaropsis anonyma,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Protiaropsis,TRUE,NA,NA,221207,221207,NA,NA
Clio andreae,NA,Species,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,TRUE,NA,NA,224426,224426,NA,NA
Prototrygaeus jordanae,NA,Species,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Prototrygaeus,TRUE,FALSE,FALSE,240060,240060,NA,NA
Molpadiodemas atlanticus,NA,Species,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,TRUE,FALSE,FALSE,241347,241347,NA,NA
Ophiopteris papillosa,NA,Species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiopteridae,Ophiopteris,TRUE,FALSE,FALSE,244022,244022,160334,1077063
Ascidia escabanae,NA,Species,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,TRUE,NA,FALSE,249986,249986,NA,NA
Eudistoma diaphanes,NA,Species,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,TRUE,NA,FALSE,250207,250207,NA,NA
Synidotea minuta,NA,Species,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,TRUE,FALSE,FALSE,257403,257403,NA,NA
Portunion conformis,NA,Species,Arthropoda,Malacostraca,Isopoda,Entoniscidae,Portunion,TRUE,FALSE,FALSE,257584,257584,341208,1458135
Siboglinum pusillum,NA,Species,Annelida,Polychaeta,Sabellida,Siboglinidae,Siboglinum,TRUE,FALSE,FALSE,265780,265780,NA,NA
Lamellisabella coronata,NA,Species,Annelida,Polychaeta,Sabellida,Siboglinidae,Lamellisabella,TRUE,FALSE,FALSE,265796,265796,NA,NA
Aglaophenia octocarpa,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,TRUE,NA,NA,284039,284039,NA,NA
Garveia gracilis,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Garveia,TRUE,NA,NA,284254,284254,NA,NA
Paracyathus montereyensis,NA,Species,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Paracyathus,TRUE,FALSE,FALSE,286824,286824,NA,NA
Chaetozone hartmanae,NA,Species,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,TRUE,FALSE,FALSE,327421,327421,299367,2566103
Parabathynoe brisinga,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Parabathynoe,TRUE,FALSE,FALSE,330262,330262,NA,NA
Streblosoma crassibranchia,NA,Species,Annelida,Polychaeta,Terebellida,Terebellidae,Streblosoma,TRUE,FALSE,FALSE,332328,332328,370490,NA
Bathycatalina filamentosa,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathycatalina,TRUE,FALSE,FALSE,333087,333087,NA,NA
Rhamphochela carinata,NA,Species,Arthropoda,Copepoda,Cyclopoida,Lubbockiidae,Rhamphochela,TRUE,FALSE,FALSE,345269,345269,NA,NA
Haplostoma ambiguum,NA,Species,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostoma,TRUE,FALSE,FALSE,352083,352083,NA,NA
Haplostoma setiferum,NA,Species,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostoma,TRUE,FALSE,FALSE,352087,352087,NA,NA
Lepeophtheirus parvicruris,NA,Species,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,TRUE,TRUE,FALSE,352761,352761,NA,344051
Notodelphys affinis,NA,Species,Arthropoda,Copepoda,Cyclopoida,Notodelphyidae,Notodelphys,TRUE,FALSE,FALSE,353921,353921,NA,NA
Botryllophilus bamfieldensis,NA,Species,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Botryllophilus,TRUE,FALSE,FALSE,361615,361615,NA,NA
Oncaea glabra,NA,Species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,TRUE,FALSE,FALSE,361691,361691,NA,NA
Keenocardium californiense,NA,Species,Mollusca,Bivalvia,Cardiida,Cardiidae,Keenocardium,TRUE,FALSE,FALSE,381989,381989,495434,1421200
Mopalia phorminx,NA,Species,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,TRUE,NA,NA,386354,386354,151456,497302
Vemakylindrus hystricosa,NA,Species,Arthropoda,Malacostraca,Cumacea,Diastylidae,Vemakylindrus,TRUE,TRUE,FALSE,387581,387581,NA,NA
Lyonsiella quaylei,NA,Species,Mollusca,Bivalvia,NA,Lyonsiellidae,Lyonsiella,TRUE,NA,NA,406057,406057,NA,NA
Phascolion (Phascolion) strombus,Phascolion (Phascolion) strombus strombus,Subspecies,Annelida,NA,Sipuncula,Golfingiidae,Phascolion,TRUE,FALSE,FALSE,175043,410749,NA,NA
Hemiproto wigleyi,NA,Species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Hemiproto,TRUE,FALSE,FALSE,421582,421582,NA,NA
Metacaprella anomala,NA,Species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Metacaprella,TRUE,FALSE,FALSE,430958,430958,NA,NA
Rutiderma apex,NA,Species,Arthropoda,Ostracoda,Myodocopida,Rutidermatidae,Rutiderma,TRUE,NA,NA,451282,451282,NA,178865
Rhabdocalyptus mirabilis,NA,Species,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Rhabdocalyptus,TRUE,FALSE,FALSE,465693,465693,NA,NA
Crisia serrulata,NA,Species,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,TRUE,FALSE,FALSE,470760,470760,NA,NA
Tubificoides nerthoides,NA,Species,Annelida,Clitellata,Tubificida,Naididae,Tubificoides,TRUE,NA,NA,476136,476136,NA,NA
Ptychopera alaskana,NA,Species,Platyhelminthes,NA,Rhabdocoela,Trigonostomidae,Ptychopera,FALSE,TRUE,FALSE,481058,481058,NA,NA
Netastoma japonicum,NA,Species,Mollusca,Bivalvia,Myida,Pholadidae,Netastoma,TRUE,NA,NA,507007,507007,NA,NA
Bulla gouldiana,NA,Species,Mollusca,Gastropoda,Cephalaspidea,Bullidae,Bulla,TRUE,NA,NA,510427,510427,33125,114738
Echinometra vanbrunti,NA,Species,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,TRUE,FALSE,FALSE,513244,513244,174133,105362
Crangon handi,NA,Species,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,TRUE,FALSE,FALSE,515548,515548,NA,NA
Epitonium bellastriatum,NA,Species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,TRUE,NA,FALSE,523793,523793,NA,NA
Melphidippa amorita,NA,Species,Arthropoda,Malacostraca,Amphipoda,Melphidippidae,Melphidippa,TRUE,FALSE,FALSE,545446,545446,NA,NA
Rhepoxynius pallidus,NA,Species,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Rhepoxynius,TRUE,FALSE,FALSE,549014,549014,803367,NA
Accedomoera vagor,NA,Species,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Accedomoera,TRUE,FALSE,FALSE,550289,550289,NA,NA
Stenothoides bicoma,NA,Species,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Stenothoides,TRUE,FALSE,FALSE,555327,555327,NA,NA
Paradialychone bimaculata,NA,Species,Annelida,Polychaeta,Sabellida,Sabellidae,Paradialychone,TRUE,FALSE,FALSE,558739,558739,NA,NA
Stauridiosarsia cliffordi,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Stauridiosarsia,TRUE,NA,FALSE,565160,565160,798775,1793162
Cuthona rolleri,NA,Species,Mollusca,Gastropoda,Nudibranchia,Cuthonidae,Cuthona,TRUE,NA,NA,581886,581886,NA,NA
Caulleryaspis fauchaldi,NA,Species,Annelida,Polychaeta,Terebellida,Sternaspidae,Caulleryaspis,TRUE,NA,NA,743969,743969,NA,NA
Mycetomorpha albatrossi,NA,Species,Arthropoda,Thecostraca,NA,Mycetomorphidae,Mycetomorpha,TRUE,FALSE,FALSE,835539,835539,NA,NA
Stenoplax heathiana,NA,Species,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,TRUE,NA,NA,848155,848155,NA,NA
Philinorbis albus,NA,Species,Mollusca,Gastropoda,Cephalaspidea,Philinorbidae,Philinorbis,TRUE,NA,NA,882942,882942,NA,NA
Zelentia pustulata,NA,Species,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Zelentia,TRUE,NA,NA,1036929,1036929,NA,2053712
Pyropelta craigsmithi,NA,Species,Mollusca,Gastropoda,Lepetellida,Pyropeltidae,Pyropelta,TRUE,FALSE,FALSE,1432463,1432463,NA,NA
Pleuromamma gracilis,Pleuromamma gracilis gracilis,Subspecies,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,TRUE,FALSE,FALSE,104639,1436445,NA,NA
Alternatipathes mirabilis,NA,Species,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,TRUE,FALSE,FALSE,1521954,1521954,NA,NA
Bathypathes tiburonae,NA,Species,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,TRUE,FALSE,FALSE,1521956,1521956,NA,NA
Xironogiton victoriensis,NA,Species,Annelida,Clitellata,Oligochaeta incertae sedis,Branchiobdellidae,Xironogiton,NA,NA,TRUE,1608656,1608656,NA,NA
Escharella ventricosa,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Escharellidae,Escharella,TRUE,FALSE,FALSE,111496,111496,NA,NA
Ectinosoma melaniceps,NA,Species,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Ectinosoma,TRUE,FALSE,FALSE,116041,116041,808553,2172730
Obelia geniculata,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,TRUE,NA,NA,117388,117388,27177,185004
Primnoa resedaeformis,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Primnoa,TRUE,NA,FALSE,125411,125411,514258,328424
Micromaldane ornithochaeta,NA,Species,Annelida,Polychaeta,NA,Maldanidae,Micromaldane,TRUE,FALSE,FALSE,130310,130310,NA,NA
Pseudosuberites montiniger,NA,Species,Porifera,Demospongiae,Suberitida,Suberitidae,Pseudosuberites,TRUE,FALSE,FALSE,134257,134257,NA,NA
Amphicaryon ernesti,NA,Species,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Amphicaryon,TRUE,FALSE,FALSE,135455,135455,461346,NA
Anatoma crispata,NA,Species,Mollusca,Gastropoda,Lepetellida,Anatomidae,Anatoma,TRUE,FALSE,FALSE,141417,141417,887462,NA
Hediste diversicolor,NA,Species,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,TRUE,TRUE,TRUE,152302,152302,200112,126592
Ericthonius tolli,NA,Species,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,TRUE,NA,NA,158088,158088,NA,NA
Haliclona (Halichoclona) gellindra,NA,Species,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,TRUE,FALSE,FALSE,166580,166580,NA,NA
Artemisina stipitata,NA,Species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Artemisina,TRUE,FALSE,FALSE,167903,167903,NA,NA
Mycale (Aegogropila) bamfieldensis,NA,Species,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,TRUE,FALSE,FALSE,168524,168524,NA,NA
Mycale (Carmia) richardsoni,NA,Species,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,TRUE,FALSE,FALSE,168601,168601,NA,NA
Plocamiancora igzo,NA,Species,Porifera,Demospongiae,Poecilosclerida,Myxillidae,Plocamiancora,TRUE,FALSE,FALSE,169499,169499,NA,NA
Euchaetomeropsis pacifica,NA,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Euchaetomeropsis,TRUE,NA,FALSE,226794,226794,NA,NA
Ophioncus granulosus,NA,Species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthida incertae sedis,Ophioncus,TRUE,FALSE,FALSE,243866,243866,NA,NA
Munna stephenseni,NA,Species,Arthropoda,Malacostraca,Isopoda,Munnidae,Munna,TRUE,FALSE,FALSE,256244,256244,NA,NA
Synidotea pallida,NA,Species,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,TRUE,FALSE,FALSE,257411,257411,NA,NA
Sertularella tanneri,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella,TRUE,FALSE,FALSE,285563,285563,NA,NA
Manania distincta,NA,Species,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,Manania,TRUE,FALSE,FALSE,287218,287218,NA,NA
Distichopora borealis,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Distichopora,TRUE,NA,FALSE,288320,288320,NA,520311
Anobothrus paleatus,NA,Species,Annelida,Polychaeta,Terebellida,Ampharetidae,Anobothrus,TRUE,FALSE,FALSE,326462,326462,NA,NA
Eurysyllis spicum,NA,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Eurysyllis,TRUE,FALSE,FALSE,327910,327910,NA,NA
Harmothoe gordae,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,TRUE,FALSE,FALSE,328244,328244,NA,NA
Phyllodoce pettiboneae,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,TRUE,FALSE,FALSE,330622,330622,NA,NA
Protula pacifica,NA,Species,Annelida,Polychaeta,Sabellida,Serpulidae,Protula,TRUE,FALSE,FALSE,331350,331350,160495,868046
Spio maciolekae,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Spio,TRUE,FALSE,FALSE,332058,332058,NA,NA
Streptosyllis latipalpa,NA,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Streptosyllis,TRUE,FALSE,FALSE,332355,332355,NA,NA
Vampiropolynoe embleyi,NA,Species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Vampiropolynoe,TRUE,FALSE,FALSE,332669,332669,NA,NA
Phyllodoce maculata,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,TRUE,FALSE,FALSE,334510,334510,214521,NA
Oncaea macilenta,NA,Species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,TRUE,FALSE,FALSE,344722,344722,NA,NA
Paraeuchaeta sesquipedalis,NA,Species,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,TRUE,FALSE,FALSE,359877,359877,NA,NA
Lethasterias nanimensis,Lethasterias nanimensis chelifera,Subspecies,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Lethasterias,TRUE,FALSE,FALSE,254499,369076,NA,NA
Marsipobdella sacculata,NA,Species,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Marsipobdella,TRUE,NA,NA,370638,370638,NA,NA
Lepidozona scrobiculata,NA,Species,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Lepidozona,TRUE,FALSE,FALSE,386056,386056,NA,NA
Tonicella lokii,NA,Species,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,TRUE,NA,NA,386442,386442,600794,1503219
Triconia thoresoni,NA,Species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,TRUE,FALSE,FALSE,387246,387246,NA,NA
Micrura chlorapardalis,NA,Species,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Micrura,TRUE,NA,NA,389673,389673,NA,328824
Celleporaria brunnea,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Celleporaria,TRUE,FALSE,FALSE,394868,394868,400029,991037
Modiolus americanus,NA,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,TRUE,NA,NA,420705,420705,NA,114967
Pseudoliropus vanus,NA,Species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Pseudoliropus,TRUE,FALSE,FALSE,431074,431074,NA,NA
Pinnotheres pugettensis,NA,Species,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheres,TRUE,FALSE,FALSE,445218,445218,804552,NA
Lepetodrilus ovalis,NA,Species,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Lepetodrilus,TRUE,NA,NA,449977,449977,26559,57054
Leuroleberis sharpei,NA,Species,Arthropoda,Ostracoda,Myodocopida,Cylindroleberididae,Leuroleberis,TRUE,FALSE,FALSE,451061,451061,370411,NA
Xylopholas crooki,NA,Species,Mollusca,Bivalvia,Myida,Xylophagaidae,Xylopholas,TRUE,NA,NA,458582,458582,NA,2584332
Fenestrulina blaggae,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,TRUE,FALSE,FALSE,470024,470024,NA,NA
Notocomplana litoricola,NA,Species,Platyhelminthes,NA,Polycladida,Notocomplanidae,Notocomplana,TRUE,NA,NA,483512,483512,NA,NA
Atylus borealis,NA,Species,Arthropoda,Malacostraca,Amphipoda,Atylidae,Atylus,TRUE,NA,NA,488902,488902,NA,NA
Musculus pygmaeus,NA,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,TRUE,NA,NA,506144,506144,NA,NA
Spiromoelleria quadrae,NA,Species,Mollusca,Gastropoda,Trochida,Colloniidae,Spiromoelleria,TRUE,FALSE,FALSE,528087,528087,NA,NA
Ampelisciphotis podophthalma,NA,Species,Arthropoda,Malacostraca,Amphipoda,Photidae,Ampelisciphotis,TRUE,FALSE,FALSE,548512,548512,NA,NA
Xylophaga pacifica,NA,Species,Mollusca,Bivalvia,Myida,Xylophagaidae,Xylophaga,TRUE,NA,NA,555975,555975,NA,NA
Ventiella sulfuris,NA,Species,Arthropoda,Malacostraca,Amphipoda,Uristidae,Ventiella,TRUE,FALSE,FALSE,557720,557720,33364,58362
Valettiopsis concava,NA,Species,Arthropoda,Malacostraca,Amphipoda,Valettiopsidae,Valettiopsis,TRUE,FALSE,FALSE,557823,557823,NA,NA
Eulithidium pulloides,NA,Species,Mollusca,Gastropoda,Trochida,Phasianellidae,Eulithidium,TRUE,NA,NA,767148,767148,801297,NA
Zelentia fulgens,NA,Species,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Zelentia,TRUE,NA,NA,1036939,1036939,NA,NA
Scoletoma laurentiana,NA,Species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma,TRUE,FALSE,FALSE,1491000,1491000,NA,NA
Scina spinosa,NA,Species,Arthropoda,Malacostraca,Amphipoda,Scinidae,Scina,TRUE,FALSE,FALSE,103284,103284,777719,NA
Styela rustica,NA,Species,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,TRUE,NA,FALSE,103937,103937,559744,1155209
Pseudeuchaeta brevicauda,NA,Species,Arthropoda,Copepoda,Calanoida,Aetideidae,Pseudeuchaeta,TRUE,FALSE,FALSE,104324,104324,NA,NA
Conchoderma auritum,NA,Species,Arthropoda,Thecostraca,Scalpellomorpha,Lepadidae,Conchoderma,TRUE,NA,NA,106146,106146,722663,479127
Doropygopsis longicauda,NA,Species,Arthropoda,Copepoda,Cyclopoida,Notodelphyidae,Doropygopsis,TRUE,FALSE,FALSE,106607,106607,NA,NA
Pandalus montagui,NA,Species,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,TRUE,FALSE,FALSE,107651,107651,88713,397978
Thysanopoda cornuta,NA,Species,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanopoda,TRUE,NA,NA,110714,110714,NA,2060207
Aetea ligulata,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Aeteidae,Aetea,TRUE,FALSE,FALSE,111064,111064,NA,NA
Pandea rubra,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Pandea,TRUE,NA,NA,117799,117799,516114,NA
Paradoneis lyra,NA,Species,Annelida,Polychaeta,NA,Paraonidae,Paradoneis,TRUE,FALSE,FALSE,130585,130585,378443,2042164
Syllides longocirratus,NA,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllides,TRUE,FALSE,FALSE,131411,131411,600001,NA
Halistemma rubrum,NA,Species,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Halistemma,TRUE,FALSE,FALSE,135490,135490,24323,316183
Pseudopolinices nanus,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Pseudopolinices,TRUE,NA,NA,140551,140551,NA,NA
Thyasira gouldii,NA,Species,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,TRUE,FALSE,FALSE,141663,141663,495479,NA
Pelagonemertes brinkmanni,NA,Species,Nemertea,Hoplonemertea,Polystilifera,Pelagonemertidae,Pelagonemertes,TRUE,NA,FALSE,148261,148261,NA,NA
Coryne eximia,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,TRUE,NA,NA,151860,151860,762944,264117
Americanaplana fernaldi,NA,Species,Platyhelminthes,NA,Proseriata,Otoplanidae,Americanaplana,TRUE,NA,NA,154608,154608,NA,NA
Orthoplana sewardensis,NA,Species,Platyhelminthes,NA,Proseriata,Otoplanidae,Orthoplana,TRUE,NA,NA,154772,154772,NA,NA
Heterolaophonte discophora,NA,Species,Arthropoda,Copepoda,Harpacticoida,Laophontidae,Heterolaophonte,TRUE,FALSE,FALSE,157695,157695,NA,NA
Clathria (Microciona) primitiva,NA,Species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,TRUE,FALSE,FALSE,167677,167677,NA,NA
Polymastia pacifica,NA,Species,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,TRUE,FALSE,FALSE,170653,170653,239932,NA
Rhabdocalyptus tenuis,NA,Species,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Rhabdocalyptus,TRUE,FALSE,FALSE,178291,178291,NA,NA
Prometor grandis,NA,Species,Annelida,Polychaeta,Echiuroidea,Bonelliidae,Prometor,TRUE,FALSE,FALSE,234509,234509,NA,NA
Santia hirsuta,NA,Species,Arthropoda,Malacostraca,Isopoda,Santiidae,Santia,TRUE,FALSE,FALSE,258435,258435,NA,NA
Idarcturus allelomorphus,NA,Species,Arthropoda,Malacostraca,Isopoda,Arcturidae,Idarcturus,TRUE,FALSE,FALSE,260738,260738,NA,NA
Pentidotea schmitti,NA,Species,Arthropoda,Malacostraca,Isopoda,Idoteidae,Pentidotea,TRUE,FALSE,FALSE,261980,261980,804549,NA
Joeropsis dubia,Joeropsis dubia paucispinis,Subspecies,Arthropoda,Malacostraca,Isopoda,Joeropsididae,Joeropsis,TRUE,FALSE,FALSE,256048,264267,NA,NA
Abietinaria kincaidi,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,TRUE,NA,NA,285370,285370,NA,NA
Ophryotrocha akessoni,NA,Species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,TRUE,FALSE,FALSE,330194,330194,NA,NA
Chone aurantiaca,NA,Species,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,TRUE,FALSE,FALSE,332678,332678,807892,2172682
Aphrodita refulgida,NA,Species,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,TRUE,FALSE,FALSE,333001,333001,293151,2566090
Ceratocephale pacifica,NA,Species,Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratocephale,TRUE,FALSE,FALSE,333191,333191,NA,NA
Chirimia biceps,Chirimia biceps biceps,Subspecies,Annelida,Polychaeta,NA,Maldanidae,Chirimia,TRUE,FALSE,FALSE,130277,341077,NA,NA
Haplostomella oceanica,NA,Species,Arthropoda,Copepoda,Cyclopoida,Botryllophilidae,Haplostomella,TRUE,FALSE,FALSE,352092,352092,NA,NA
Harpacticus compressus,NA,Species,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Harpacticus,TRUE,FALSE,FALSE,352108,352108,NA,NA
Ceramaster leptoceramus,NA,Species,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,TRUE,FALSE,FALSE,368810,368810,NA,NA
Cyanoplax berryana,NA,Species,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Cyanoplax,TRUE,NA,NA,386412,386412,105251,413414
Cyanoplax caverna,NA,Species,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Cyanoplax,TRUE,NA,NA,386413,386413,708361,1503210
Munidopsis scotti,NA,Species,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,TRUE,FALSE,FALSE,392602,392602,103640,394281
Halicardia perplicata,NA,Species,Mollusca,Bivalvia,NA,Verticordiidae,Halicardia,TRUE,NA,NA,405861,405861,NA,NA
Tritella tenuissima,NA,Species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Tritella,TRUE,FALSE,FALSE,431101,431101,NA,NA
Cribrilaria radiata,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Cribrilaria,TRUE,FALSE,FALSE,471844,471844,NA,NA
Allorchestes bellabella,NA,Species,Arthropoda,Malacostraca,Amphipoda,Dogielinotidae,Allorchestes,TRUE,FALSE,FALSE,489544,489544,NA,NA
Sphenia luticola,NA,Species,Mollusca,Bivalvia,Myida,Myidae,Sphenia,TRUE,NA,NA,505905,505905,NA,NA
Liljeborgia cota,NA,Species,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae,Liljeborgia,TRUE,FALSE,FALSE,510540,510540,NA,NA
Pseudostichopus peripatus,NA,Species,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,TRUE,FALSE,FALSE,529641,529641,279046,NA
Tegula aureotincta,NA,Species,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,TRUE,FALSE,FALSE,534186,534186,NA,80344
Cephalophoxoides homilis,NA,Species,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Cephalophoxoides,TRUE,FALSE,FALSE,549041,549041,499253,NA
Gnathopleustes simplex,NA,Species,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Gnathopleustes,TRUE,FALSE,FALSE,549347,549347,804543,NA
Puncturella rothi,NA,Species,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Puncturella,TRUE,NA,NA,694616,694616,NA,NA
Kulamanamana haumeaae,NA,Species,Cnidaria,Anthozoa,Zoantharia,Parazoanthidae,Kulamanamana,TRUE,FALSE,FALSE,715097,715097,671298,1285675
Cryptolepas rhachianecti,NA,Species,Arthropoda,Thecostraca,Balanomorpha,Coronulidae,Cryptolepas,TRUE,NA,NA,718598,718598,NA,1194749
Pleuromamma robusta,Pleuromamma robusta robusta,Subspecies,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,TRUE,FALSE,FALSE,104642,746007,NA,NA
Lycopodina occidentalis,NA,Species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Lycopodina,TRUE,FALSE,FALSE,863532,863532,NA,NA
Rhynchelmis (Sutroa) klamathensis,NA,Species,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Rhynchelmis,FALSE,NA,TRUE,1040425,1040425,NA,NA
Catablema vesicarium,Catablema vesicarium nodulosum,Subspecies,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Catablema,TRUE,FALSE,FALSE,117784,1245272,NA,2176022
Subeucalanus monachus,NA,Species,Arthropoda,Copepoda,Calanoida,Subeucalanidae,Subeucalanus,TRUE,FALSE,FALSE,104545,104545,656189,248755
