found_taxa,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,region
Brama brama,Brama brama,accepted,Brama brama,NA,species,Actinopteri,Scombriformes,Bramidae,Brama,TRUE,FALSE,FALSE,126783,126783,13301,349651,Northern California
Remora remora,Remora remora,accepted,Remora remora,NA,species,Actinopteri,Carangiformes,Echeneidae,Remora,TRUE,FALSE,FALSE,126853,126853,76470,305631,Northern California
Sternoptyx pseudobscura,Sternoptyx pseudobscura,accepted,Sternoptyx pseudobscura,NA,species,Actinopteri,Stomiiformes,Sternoptychidae,Sternoptyx,TRUE,FALSE,FALSE,127315,127315,125544,320404,Northern California
Photonectes margarita,Photonectes margarita,accepted,Photonectes margarita,NA,species,Actinopteri,Stomiiformes,Stomiidae,Photonectes,TRUE,FALSE,FALSE,127370,127370,140686,882859,Northern California
Hypsoblennius gentilis,Hypsoblennius gentilis,accepted,Hypsoblennius gentilis,NA,species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,TRUE,FALSE,276323,276323,71622,57811,Northern California
Hyporthodus niveatus,Hyporthodus niveatus,accepted,Hyporthodus niveatus,NA,species,Actinopteri,Perciformes,Serranidae,Hyporthodus,TRUE,FALSE,FALSE,475101,475101,669732,160726,Northern California
Scopelarchus analis,Scopelarchus analis,accepted,Scopelarchus analis,NA,species,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,TRUE,FALSE,FALSE,126367,126367,263463,436885,Northern California
Caulophryne jordani,Caulophryne jordani,accepted,Caulophryne jordani,NA,species,Actinopteri,Lophiiformes,Caulophrynidae,Caulophryne,TRUE,FALSE,FALSE,126534,126534,747350,717990,Northern California
Ammodytes tobianus,Ammodytes tobianus,accepted,Ammodytes tobianus,NA,species,Actinopteri,Perciformes,Ammodytidae,Ammodytes,TRUE,TRUE,FALSE,126752,126752,77448,84621,Northern California
Auxis rochei,Auxis rochei,accepted,Auxis rochei,NA,species,Actinopteri,Scombriformes,Scombridae,Auxis,TRUE,TRUE,FALSE,127015,127015,30198,217026,Northern California
Trichiurus lepturus,Trichiurus lepturus,accepted,Trichiurus lepturus,NA,species,Actinopteri,Scombriformes,Trichiuridae,Trichiurus,TRUE,TRUE,FALSE,127089,127089,11590,13733,Northern California
Cyclothone alba,Cyclothone alba,accepted,Cyclothone alba,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127283,127283,359542,48442,Northern California
Barbourisia rufa,Barbourisia rufa,accepted,Barbourisia rufa,NA,species,Actinopteri,Beryciformes,Barbourisiidae,Barbourisia,TRUE,FALSE,FALSE,159425,159425,91727,88660,Northern California
Kali indica,Kali indica,accepted,Kali indica,NA,species,Actinopteri,Scombriformes,Chiasmodontidae,Kali,TRUE,FALSE,FALSE,159666,159666,59484,473314,Northern California
Pegasus volitans,Pegasus volitans,accepted,Pegasus volitans,NA,species,Actinopteri,Dactylopteriformes,Pegasidae,Pegasus,TRUE,TRUE,FALSE,218163,218163,103430,215342,Northern California
Priolepis eugenius,Priolepis eugenius,accepted,Priolepis eugenius,NA,species,Actinopteri,Gobiiformes,Gobiidae,Priolepis,TRUE,FALSE,FALSE,219553,219553,53764,166758,Northern California
Lactoria diaphana,Lactoria diaphana,accepted,Lactoria diaphana,NA,species,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,TRUE,TRUE,FALSE,219903,219903,125493,319757,Northern California
Gadus macrocephalus,Gadus macrocephalus,accepted,Gadus macrocephalus,NA,species,Actinopteri,Gadiformes,Gadidae,Gadus,TRUE,TRUE,FALSE,254538,254538,19837,80720,Northern California
Bathyraja aleutica,Bathyraja aleutica,accepted,Bathyraja aleutica,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271506,271506,80066,341243,Northern California
Sebastes gilli,Sebastes gilli,accepted,Sebastes gilli,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274796,274796,NA,72077,Northern California
Sebastes reedi,Sebastes reedi,accepted,Sebastes reedi,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274840,274840,10787,394704,Northern California
Calamus brachysomus,Calamus brachysomus,accepted,Calamus brachysomus,NA,species,Actinopteri,Eupercaria incertae sedis,Sparidae,Calamus,TRUE,FALSE,FALSE,275967,275967,11684,320621,Northern California
Anoplarchus insignis,Anoplarchus insignis,accepted,Anoplarchus insignis,NA,species,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,TRUE,FALSE,FALSE,279632,279632,125605,1225888,Northern California
Trachinops noarlungae,Trachinops noarlungae,accepted,Trachinops noarlungae,NA,species,Actinopteri,Ovalentaria incertae sedis,Plesiopidae,Trachinops,TRUE,FALSE,FALSE,283031,283031,878886,NA,Northern California
Xystreurys liolepis,Xystreurys liolepis,accepted,Xystreurys liolepis,NA,species,Actinopteri,Pleuronectiformes,Paralichthyidae,Xystreurys,TRUE,FALSE,FALSE,283199,283199,125500,195660,Northern California
Careproctus kamikawai,Careproctus kamikawai,accepted,Careproctus kamikawai,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,834998,834998,NA,NA,Northern California
Kyphosus azureus,Kyphosus azureus,accepted,Kyphosus azureus,NA,species,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,1019728,1019728,758036,NA,Northern California
Mayaheros beani,Mayaheros beani,accepted,Mayaheros beani,NA,species,Actinopteri,Cichliformes,Cichlidae,Mayaheros,FALSE,TRUE,TRUE,1467672,1467672,NA,NA,Northern California
Thunnus thynnus,Thunnus thynnus,accepted,Thunnus thynnus,NA,species,Actinopteri,Scombriformes,Scombridae,Thunnus,TRUE,TRUE,FALSE,127029,127029,20666,8237,Northern California
Gigantura indica,Gigantura indica,accepted,Gigantura indica,NA,species,Actinopteri,Aulopiformes,Giganturidae,Gigantura,TRUE,FALSE,FALSE,158858,158858,56046,172117,Northern California
Gigantactis macronema,Gigantactis macronema,accepted,Gigantactis macronema,NA,species,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,159156,159156,NA,NA,Northern California
Cubiceps capensis,Cubiceps capensis,accepted,Cubiceps capensis,NA,species,Actinopteri,Scombriformes,Nomeidae,Cubiceps,TRUE,FALSE,FALSE,159423,159423,124097,1003719,Northern California
Kyphosus vaigiensis,Kyphosus vaigiensis,accepted,Kyphosus vaigiensis,NA,species,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,218706,218706,11344,163143,Northern California
Bathyagonus infraspinatus,Bathyagonus infraspinatus,accepted,Bathyagonus infraspinatus,NA,species,Actinopteri,Perciformes,Agonidae,Bathyagonus,TRUE,FALSE,FALSE,254504,254504,34013,557335,Northern California
Facciolella equatorialis,Facciolella equatorialis,accepted,Facciolella equatorialis,NA,species,Actinopteri,Anguilliformes,Nettastomatidae,Facciolella,TRUE,FALSE,FALSE,271907,271907,NA,2488690,Northern California
Anotopterus nikparini,Anotopterus nikparini,accepted,Anotopterus nikparini,NA,species,Actinopteri,Aulopiformes,Anotopteridae,Anotopterus,TRUE,FALSE,FALSE,272040,272040,33973,557333,Northern California
Diaphus anderseni,Diaphus anderseni,accepted,Diaphus anderseni,NA,species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,272657,272657,209330,1074458,Northern California
Bajacalifornia erimoensis,Bajacalifornia erimoensis,accepted,Bajacalifornia erimoensis,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,272858,272858,NA,NA,Northern California
Decapterus scombrinus,Decapterus scombrinus,accepted,Decapterus scombrinus,NA,species,Actinopteri,Carangiformes,Carangidae,Decapterus,TRUE,FALSE,FALSE,273280,273280,NA,NA,Northern California
Sebastes macdonaldi,Sebastes macdonaldi,accepted,Sebastes macdonaldi,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274814,274814,160609,394693,Northern California
Lampanyctus hawaiiensis,Lampanyctus hawaiiensis,unaccepted,Nannobrachium hawaiiensis,NA,species,Actinopteri,Myctophiformes,Myctophidae,Nannobrachium,TRUE,FALSE,FALSE,275863,275863,NA,1519991,Northern California
Gobiosoma paradoxum,Gobiosoma paradoxum,accepted,Gobiosoma paradoxum,NA,species,Actinopteri,Gobiiformes,Gobiidae,Gobiosoma,TRUE,TRUE,FALSE,276513,276513,798563,203310,Northern California
Bathygobius ramosus,Bathygobius ramosus,accepted,Bathygobius ramosus,NA,species,Actinopteri,Gobiiformes,Gobiidae,Bathygobius,TRUE,FALSE,FALSE,277636,277636,92689,863441,Northern California
Paricelinus hopliticus,Paricelinus hopliticus,accepted,Paricelinus hopliticus,NA,species,Actinopteri,Perciformes,Cottidae,Paricelinus,TRUE,FALSE,FALSE,282147,282147,395152,NA,Northern California
Radulinus boleoides,Radulinus boleoides,accepted,Radulinus boleoides,NA,species,Actinopteri,Perciformes,Cottidae,Radulinus,TRUE,FALSE,FALSE,282542,282542,148340,980343,Northern California
Tarletonbeania taylori,Tarletonbeania taylori,accepted,Tarletonbeania taylori,NA,species,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,TRUE,FALSE,FALSE,282928,282928,NA,123347,Northern California
Typhlogobius californiensis,Typhlogobius californiensis,accepted,Typhlogobius californiensis,NA,species,Actinopteri,Gobiiformes,Gobiidae,Typhlogobius,TRUE,FALSE,FALSE,283075,283075,53792,166768,Northern California
Hydrolagus melanophasma,Hydrolagus melanophasma,accepted,Hydrolagus melanophasma,NA,species,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,TRUE,FALSE,FALSE,474893,474893,723000,1111163,Northern California
Paracaristius nudarcus,Paracaristius nudarcus,accepted,Paracaristius nudarcus,NA,species,Actinopteri,Scombriformes,Caristiidae,Paracaristius,TRUE,FALSE,FALSE,712726,712726,783583,NA,Northern California
Mobula mobular,Mobula mobular,accepted,Mobula mobular,NA,species,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,TRUE,FALSE,FALSE,105858,105858,305532,1579277,Northern California
Antimora rostrata,Antimora rostrata,accepted,Antimora rostrata,NA,species,Actinopteri,Gadiformes,Moridae,Antimora,TRUE,FALSE,FALSE,126486,126486,54209,473346,Northern California
Loweina rara,Loweina rara,accepted,Loweina rara,NA,species,Actinopteri,Myctophiformes,Myctophidae,Loweina,TRUE,FALSE,FALSE,126625,126625,325330,1519984,Northern California
Mallotus villosus,Mallotus villosus,accepted,Mallotus villosus,NA,species,Actinopteri,Osmeriformes,Osmeridae,Mallotus,TRUE,TRUE,TRUE,126735,126735,34580,30960,Northern California
Taractes asper,Taractes asper,accepted,Taractes asper,NA,species,Actinopteri,Scombriformes,Bramidae,Taractes,TRUE,FALSE,FALSE,126786,126786,71909,302046,Northern California
Naucrates ductor,Naucrates ductor,accepted,Naucrates ductor,NA,species,Actinopteri,Carangiformes,Carangidae,Naucrates,TRUE,FALSE,FALSE,126811,126811,52933,875791,Northern California
Ruvettus pretiosus,Ruvettus pretiosus,accepted,Ruvettus pretiosus,NA,species,Actinopteri,Scombriformes,Gempylidae,Ruvettus,TRUE,FALSE,FALSE,126867,126867,52776,13662,Northern California
Lagocephalus lagocephalus,Lagocephalus lagocephalus,accepted,Lagocephalus lagocephalus,NA,species,Actinopteri,Tetraodontiformes,Tetraodontidae,Lagocephalus,TRUE,FALSE,FALSE,127414,127414,456450,546522,Northern California
Seriola lalandi,Seriola lalandi,accepted,Seriola lalandi,NA,species,Actinopteri,Carangiformes,Carangidae,Seriola,TRUE,TRUE,FALSE,218436,218436,11519,302047,Northern California
Oncorhynchus nerka,Oncorhynchus nerka,accepted,Oncorhynchus nerka,NA,species,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,254569,254569,88747,8023,Northern California
Ophichthus triserialis,Ophichthus triserialis,accepted,Ophichthus triserialis,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,TRUE,FALSE,FALSE,271987,271987,452594,875770,Northern California
Lampanyctus steinbecki,Lampanyctus steinbecki,accepted,Lampanyctus steinbecki,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,272717,272717,NA,NA,Northern California
Dolichopteryx parini,Dolichopteryx parini,accepted,Dolichopteryx parini,NA,species,Actinopteri,Argentiniformes,Opisthoproctidae,Dolichopteryx,TRUE,FALSE,FALSE,272937,272937,887731,NA,Northern California
Sebastes nigrocinctus,Sebastes nigrocinctus,accepted,Sebastes nigrocinctus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274825,274825,160601,72089,Northern California
Sebastes umbrosus,Sebastes umbrosus,accepted,Sebastes umbrosus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274862,274862,160598,72105,Northern California
Ictalurus furcatus,Ictalurus furcatus,accepted,Ictalurus furcatus,NA,species,Actinopteri,Siluriformes,Ictaluridae,Ictalurus,FALSE,TRUE,TRUE,275329,275329,30848,66913,Northern California
Gobiesox papillifer,Gobiesox papillifer,accepted,Gobiesox papillifer,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275676,275676,NA,NA,Northern California
Menticirrhus undulatus,Menticirrhus undulatus,accepted,Menticirrhus undulatus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,TRUE,FALSE,FALSE,276150,276150,125527,320396,Northern California
Dormitator latifrons,Dormitator latifrons,accepted,Dormitator latifrons,NA,species,Actinopteri,Gobiiformes,Eleotridae,Dormitator,TRUE,TRUE,TRUE,276408,276408,53874,308079,Northern California
Coelorinchus scaphopsis,Coelorinchus scaphopsis,accepted,Coelorinchus scaphopsis,NA,species,Actinopteri,Gadiformes,Macrouridae,Coelorinchus,TRUE,FALSE,FALSE,280334,280334,125469,319433,Northern California
Paramisgurnus dabryanus,Paramisgurnus dabryanus,accepted,Paramisgurnus dabryanus,NA,species,Actinopteri,Cypriniformes,Cobitidae,Paramisgurnus,FALSE,TRUE,TRUE,1020151,1020151,503792,90735,Northern California
Stylephorus chordatus,Stylephorus chordatus,accepted,Stylephorus chordatus,NA,species,Actinopteri,Stylephoriformes,Stylephoridae,Stylephorus,TRUE,FALSE,FALSE,126526,126526,140702,409996,Northern California
Dolopichthys longicornis,Dolopichthys longicornis,accepted,Dolopichthys longicornis,NA,species,Actinopteri,Lophiiformes,Oneirodidae,Dolopichthys,TRUE,FALSE,FALSE,126565,126565,59455,NA,Northern California
Mugil cephalus,Mugil cephalus,accepted,Mugil cephalus,NA,species,Actinopteri,Mugiliformes,Mugilidae,Mugil,TRUE,TRUE,TRUE,126983,126983,11398,48193,Northern California
Xiphias gladius,Xiphias gladius,accepted,Xiphias gladius,NA,species,Actinopteri,Carangiformes,Xiphiidae,Xiphias,TRUE,FALSE,FALSE,127094,127094,11091,8245,Northern California
Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,accepted,Reinhardtius hippoglossoides,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Reinhardtius,TRUE,FALSE,FALSE,127144,127144,34619,111784,Northern California
Scopeloberyx robustus,Scopeloberyx robustus,accepted,Scopeloberyx robustus,NA,species,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,TRUE,FALSE,FALSE,127276,127276,70933,94934,Northern California
Isistius brasiliensis,Isistius brasiliensis,accepted,Isistius brasiliensis,NA,species,Elasmobranchii,Squaliformes,Dalatiidae,Isistius,TRUE,FALSE,FALSE,215612,215612,108142,862898,Northern California
Scopelosaurus adleri,Scopelosaurus adleri,accepted,Scopelosaurus adleri,NA,species,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,TRUE,FALSE,FALSE,254552,254552,NA,NA,Northern California
Centroscyllium nigrum,Centroscyllium nigrum,accepted,Centroscyllium nigrum,NA,species,Elasmobranchii,Squaliformes,Etmopteridae,Centroscyllium,TRUE,FALSE,FALSE,271623,271623,722995,862823,Northern California
Himantolophus sagamius,Himantolophus sagamius,accepted,Himantolophus sagamius,NA,species,Actinopteri,Lophiiformes,Himantolophidae,Himantolophus,TRUE,FALSE,FALSE,272586,272586,76505,314234,Northern California
Bajacalifornia burragei,Bajacalifornia burragei,accepted,Bajacalifornia burragei,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,272857,272857,125591,740690,Northern California
Mycteroperca xenarcha,Mycteroperca xenarcha,accepted,Mycteroperca xenarcha,NA,species,Actinopteri,Perciformes,Serranidae,Mycteroperca,TRUE,TRUE,FALSE,273886,273886,125534,320403,Northern California
Sphyraena argentea,Sphyraena argentea,accepted,Sphyraena argentea,NA,species,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,TRUE,FALSE,FALSE,273978,273978,52786,55125,Northern California
Paraliparis nassarum,Paraliparis nassarum,accepted,Paraliparis nassarum,NA,species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274601,274601,NA,NA,Northern California
Zenopsis nebulosa,Zenopsis nebulosa,accepted,Zenopsis nebulosa,NA,species,Actinopteri,Zeiformes,Zeidae,Zenopsis,TRUE,FALSE,FALSE,275302,275302,59152,94939,Northern California
Strongylura exilis,Strongylura exilis,accepted,Strongylura exilis,NA,species,Actinopteri,Beloniformes,Belonidae,Strongylura,TRUE,TRUE,TRUE,275978,275978,NA,129062,Northern California
Lophiodes caulinaris,Lophiodes caulinaris,accepted,Lophiodes caulinaris,NA,species,Actinopteri,Lophiiformes,Lophiidae,Lophiodes,TRUE,FALSE,FALSE,278525,278525,125466,314249,Northern California
Atractoscion nobilis,Atractoscion nobilis,accepted,Atractoscion nobilis,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Atractoscion,TRUE,FALSE,FALSE,278535,278535,125521,259703,Northern California
Poromitra curilensis,Poromitra curilensis,accepted,Poromitra curilensis,NA,species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,474945,474945,NA,1828457,Northern California
Diaphus brachycephalus,Diaphus brachycephalus,accepted,Diaphus brachycephalus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,126589,126589,142457,885007,Northern California
Taaningichthys paurolychnus,Taaningichthys paurolychnus,accepted,Taaningichthys paurolychnus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Taaningichthys,TRUE,FALSE,FALSE,126633,126633,759825,2420062,Northern California
Narcetes stomias,Narcetes stomias,accepted,Narcetes stomias,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Narcetes,TRUE,FALSE,FALSE,126706,126706,95925,492032,Northern California
Holtbyrnia macrops,Holtbyrnia macrops,accepted,Holtbyrnia macrops,NA,species,Actinopteri,Alepocephaliformes,Platytroctidae,Holtbyrnia,TRUE,FALSE,FALSE,126740,126740,59471,473372,Northern California
Melamphaes longivelis,Melamphaes longivelis,accepted,Melamphaes longivelis,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,127267,127267,202063,NA,Northern California
Melamphaes suborbitalis,Melamphaes suborbitalis,accepted,Melamphaes suborbitalis,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,TRUE,FALSE,127270,127270,140666,700637,Northern California
Valenciennellus tripunctulatus,Valenciennellus tripunctulatus,accepted,Valenciennellus tripunctulatus,NA,species,Actinopteri,Stomiiformes,Sternoptychidae,Valenciennellus,TRUE,FALSE,FALSE,127316,127316,140505,882895,Northern California
Bathophilus brevis,Bathophilus brevis,accepted,Bathophilus brevis,NA,species,Actinopteri,Stomiiformes,Stomiidae,Bathophilus,TRUE,FALSE,FALSE,127329,127329,759365,1074457,Northern California
Neonesthes capensis,Neonesthes capensis,accepted,Neonesthes capensis,NA,species,Actinopteri,Stomiiformes,Stomiidae,Neonesthes,TRUE,FALSE,FALSE,127366,127366,141096,882844,Northern California
Venefica procera,Venefica procera,accepted,Venefica procera,NA,species,Actinopteri,Anguilliformes,Nettastomatidae,Venefica,TRUE,FALSE,FALSE,158593,158593,140894,1232747,Northern California
Aphanopus intermedius,Aphanopus intermedius,accepted,Aphanopus intermedius,NA,species,Actinopteri,Scombriformes,Trichiuridae,Aphanopus,TRUE,FALSE,FALSE,159833,159833,125641,375204,Northern California
Benthalbella linguidens,Benthalbella linguidens,accepted,Benthalbella linguidens,NA,species,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,TRUE,FALSE,FALSE,272103,272103,228185,1154594,Northern California
Bassozetus levistomatus,Bassozetus levistomatus,accepted,Bassozetus levistomatus,NA,species,Actinopteri,Ophidiiformes,Ophidiidae,Bassozetus,TRUE,FALSE,FALSE,272790,272790,NA,NA,Northern California
Mentodus eubranchus,Mentodus eubranchus,accepted,Mentodus eubranchus,NA,species,Actinopteri,Alepocephaliformes,Platytroctidae,Mentodus,TRUE,FALSE,FALSE,272950,272950,NA,NA,Northern California
Benthodesmus pacificus,Benthodesmus pacificus,accepted,Benthodesmus pacificus,NA,species,Actinopteri,Scombriformes,Trichiuridae,Benthodesmus,TRUE,FALSE,FALSE,274013,274013,NA,1738883,Northern California
Lutjanus colorado,Lutjanus colorado,accepted,Lutjanus colorado,NA,species,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,TRUE,FALSE,276529,276529,34506,697225,Northern California
Clidoderma asperrimum,Clidoderma asperrimum,accepted,Clidoderma asperrimum,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Clidoderma,TRUE,FALSE,FALSE,280216,280216,125505,255560,Northern California
Hyporthodus niphobles,Hyporthodus niphobles,accepted,Hyporthodus niphobles,NA,species,Actinopteri,Perciformes,Serranidae,Hyporthodus,TRUE,FALSE,FALSE,475078,475078,495833,160725,Northern California
Lampanyctus festivus,Lampanyctus festivus,accepted,Lampanyctus festivus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,126614,126614,142463,717803,Northern California
Salmo salar,Salmo salar,accepted,Salmo salar,NA,species,Actinopteri,Salmoniformes,Salmonidae,Salmo,TRUE,TRUE,TRUE,127186,127186,30453,8030,Northern California
Ctenopharyngodon idella,Ctenopharyngodon idella,accepted,Ctenopharyngodon idella,NA,species,Actinopteri,Cypriniformes,Cyprinidae,Ctenopharyngodon,FALSE,TRUE,TRUE,154314,154314,56083,7959,Northern California
Menidia beryllina,Menidia beryllina,accepted,Menidia beryllina,NA,species,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,TRUE,TRUE,TRUE,159227,159227,140402,269057,Northern California
Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,accepted,Myoxocephalus octodecemspinosus,NA,species,Actinopteri,Perciformes,Cottidae,Myoxocephalus,TRUE,TRUE,FALSE,159520,159520,34576,68557,Northern California
Echinorhinus cookei,Echinorhinus cookei,accepted,Echinorhinus cookei,NA,species,Elasmobranchii,Echinorhiniformes,Echinorhinidae,Echinorhinus,TRUE,FALSE,FALSE,271656,271656,72431,7834,Northern California
Nezumia convergens,Nezumia convergens,accepted,Nezumia convergens,NA,species,Actinopteri,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,272404,272404,722972,2048750,Northern California
Gigantactis microdontis,Gigantactis microdontis,accepted,Gigantactis microdontis,NA,species,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,272567,272567,759823,NA,Northern California
Centrobranchus andreae,Centrobranchus andreae,accepted,Centrobranchus andreae,NA,species,Actinopteri,Myctophiformes,Myctophidae,Centrobranchus,TRUE,FALSE,FALSE,272653,272653,716980,1519957,Northern California
Diaphus pacificus,Diaphus pacificus,accepted,Diaphus pacificus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,272684,272684,730400,NA,Northern California
Melamphaes acanthomus,Melamphaes acanthomus,accepted,Melamphaes acanthomus,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274924,274924,NA,NA,Northern California
Macroramphosus gracilis,Macroramphosus gracilis,accepted,Macroramphosus gracilis,NA,species,Actinopteri,Syngnathiformes,Centriscidae,Macroramphosus,TRUE,FALSE,FALSE,275181,275181,53742,1311459,Northern California
Peprilus medius,Peprilus medius,accepted,Peprilus medius,NA,species,Actinopteri,Perciformes,Stromateidae,Peprilus,TRUE,FALSE,FALSE,276561,276561,79700,316146,Northern California
Cherublemma emmelas,Cherublemma emmelas,accepted,Cherublemma emmelas,NA,species,Actinopteri,Ophidiiformes,Ophidiidae,Cherublemma,TRUE,FALSE,FALSE,280144,280144,767283,2048773,Northern California
Gasterosteus aculeatus williamsoni,Gasterosteus aculeatus williamsoni,accepted,Gasterosteus aculeatus,Gasterosteus aculeatus williamsoni,subspecies,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,TRUE,TRUE,TRUE,126505,293602,NA,481462,Northern California
Pentaceros wheeleri,Pentaceros wheeleri,accepted,Pentaceros wheeleri,NA,species,Actinopteri,Acropomatiformes,Pentacerotidae,Pentaceros,TRUE,FALSE,FALSE,313241,313241,779513,257887,Northern California
Caulophryne polynema,Caulophryne polynema,accepted,Caulophryne polynema,NA,species,Actinopteri,Lophiiformes,Caulophrynidae,Caulophryne,TRUE,FALSE,FALSE,126535,126535,806119,2546099,Northern California
Bathylaco nigricans,Bathylaco nigricans,accepted,Bathylaco nigricans,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathylaco,TRUE,FALSE,FALSE,126688,126688,164333,466962,Northern California
Opisthoproctus soleatus,Opisthoproctus soleatus,accepted,Opisthoproctus soleatus,NA,species,Actinopteri,Argentiniformes,Opisthoproctidae,Opisthoproctus,TRUE,FALSE,FALSE,126733,126733,30295,170206,Northern California
Cyclothone braueri,Cyclothone braueri,accepted,Cyclothone braueri,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127284,127284,59441,48444,Northern California
Idiacanthus fasciola,Idiacanthus fasciola,accepted,Idiacanthus fasciola,NA,species,Actinopteri,Stomiiformes,Stomiidae,Idiacanthus,TRUE,FALSE,FALSE,127354,127354,140633,882817,Northern California
Lycenchelys monstrosa,Lycenchelys monstrosa,accepted,Lycenchelys monstrosa,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274074,274074,NA,NA,Northern California
Cyclothone parapallida,Cyclothone parapallida,accepted,Cyclothone parapallida,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,274946,274946,509433,48450,Northern California
Porichthys myriaster,Porichthys myriaster,accepted,Porichthys myriaster,NA,species,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,TRUE,FALSE,FALSE,275657,275657,25258,262771,Northern California
Citharichthys fragilis,Citharichthys fragilis,accepted,Citharichthys fragilis,NA,species,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275687,275687,NA,NA,Northern California
Dysalotus oligoscolus,Dysalotus oligoscolus,accepted,Dysalotus oligoscolus,NA,species,Actinopteri,Scombriformes,Chiasmodontidae,Dysalotus,TRUE,FALSE,FALSE,276360,276360,281848,2578276,Northern California
