found_taxa,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,region
Poecilia latipinna,Poecilia latipinna,accepted,Poecilia latipinna,NA,species,Actinopteri,Cyprinodontiformes,Poeciliidae,Poecilia,TRUE,TRUE,TRUE,275348,275348,140668,48699,Southern California Bight
Prionotus stephanophrys,Prionotus stephanophrys,accepted,Prionotus stephanophrys,NA,species,Actinopteri,Perciformes,Triglidae,Prionotus,TRUE,TRUE,FALSE,276291,276291,NA,320588,Southern California Bight
Icichthys lockingtoni,Icichthys lockingtoni,accepted,Icichthys lockingtoni,NA,species,Actinopteri,Scombriformes,Centrolophidae,Icichthys,TRUE,FALSE,FALSE,279354,279354,59165,302051,Southern California Bight
Cottus asper,Cottus asper,accepted,Cottus asper,NA,species,Actinopteri,Perciformes,Cottidae,Cottus,TRUE,TRUE,TRUE,274368,274368,88721,214916,Southern California Bight
Lepidogobius lepidus,Lepidogobius lepidus,accepted,Lepidogobius lepidus,NA,species,Actinopteri,Gobiiformes,Gobiidae,Lepidogobius,TRUE,FALSE,FALSE,281292,281292,125624,185746,Southern California Bight
Micrometrus aurora,Micrometrus aurora,accepted,Micrometrus aurora,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Micrometrus,TRUE,FALSE,FALSE,281561,281561,NA,1634945,Southern California Bight
Sebastes eos,Sebastes eos,accepted,Sebastes eos,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274792,274792,160610,72074,Southern California Bight
Borostomias panamensis,Borostomias panamensis,accepted,Borostomias panamensis,NA,species,Actinopteri,Stomiiformes,Stomiidae,Borostomias,TRUE,FALSE,FALSE,275052,275052,125609,740691,Southern California Bight
Anoplogaster cornuta,Anoplogaster cornuta,accepted,Anoplogaster cornuta,NA,species,Actinopteri,Trachichthyiformes,Anoplogastridae,Anoplogaster,TRUE,FALSE,FALSE,126393,126393,28698,88656,Southern California Bight
Careproctus melanurus,Careproctus melanurus,accepted,Careproctus melanurus,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,254549,254549,33941,274785,Southern California Bight
Roncador stearnsii,Roncador stearnsii,accepted,Roncador stearnsii,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Roncador,TRUE,FALSE,FALSE,282628,282628,52774,320398,Southern California Bight
Lycodes cortezianus,Lycodes cortezianus,accepted,Lycodes cortezianus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,274097,274097,11374,57818,Southern California Bight
Seriola lalandi,Seriola lalandi,accepted,Seriola lalandi,NA,species,Actinopteri,Carangiformes,Carangidae,Seriola,TRUE,TRUE,FALSE,218436,218436,11519,302047,Southern California Bight
Macroramphosus gracilis,Macroramphosus gracilis,accepted,Macroramphosus gracilis,NA,species,Actinopteri,Syngnathiformes,Centriscidae,Macroramphosus,TRUE,FALSE,FALSE,275181,275181,53742,1311459,Southern California Bight
Cyclothone atraria,Cyclothone atraria,accepted,Cyclothone atraria,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,274943,274943,34009,48443,Southern California Bight
Squatina californica,Squatina californica,accepted,Squatina californica,NA,species,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,TRUE,FALSE,FALSE,271667,271667,92270,170825,Southern California Bight
Lepidopus fitchi,Lepidopus fitchi,accepted,Lepidopus fitchi,NA,species,Actinopteri,Scombriformes,Trichiuridae,Lepidopus,TRUE,FALSE,FALSE,274018,274018,125625,515182,Southern California Bight
Icelinus tenuis,Icelinus tenuis,accepted,Icelinus tenuis,NA,species,Actinopteri,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281142,281142,125620,433394,Southern California Bight
Diogenichthys laternatus,Diogenichthys laternatus,accepted,Diogenichthys laternatus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Diogenichthys,TRUE,FALSE,FALSE,272701,272701,452588,880958,Southern California Bight
Sebastes rufus,Sebastes rufus,accepted,Sebastes rufus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274847,274847,160605,72100,Southern California Bight
Bathophilus flemingi,Bathophilus flemingi,accepted,Bathophilus flemingi,NA,species,Actinopteri,Stomiiformes,Stomiidae,Bathophilus,TRUE,FALSE,FALSE,275046,275046,125474,319449,Southern California Bight
Kathetostoma averruncus,Kathetostoma averruncus,accepted,Kathetostoma averruncus,NA,species,Actinopteri,Perciformes,Uranoscopidae,Kathetostoma,TRUE,FALSE,FALSE,275989,275989,125655,348051,Southern California Bight
Cyclothone pseudopallida,Cyclothone pseudopallida,accepted,Cyclothone pseudopallida,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127289,127289,76496,48451,Southern California Bight
Galeorhinus galeus,Galeorhinus galeus,accepted,Galeorhinus galeus,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,TRUE,FALSE,FALSE,105820,105820,12791,86063,Southern California Bight
Gymnura marmorata,Gymnura marmorata,accepted,Gymnura marmorata,NA,species,Elasmobranchii,Myliobatiformes,Gymnuridae,Gymnura,TRUE,FALSE,FALSE,271479,271479,76498,86361,Southern California Bight
Hexagrammos decagrammus,Hexagrammos decagrammus,accepted,Hexagrammos decagrammus,NA,species,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,TRUE,FALSE,FALSE,240732,240732,33916,274741,Southern California Bight
Mustelus henlei,Mustelus henlei,accepted,Mustelus henlei,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,FALSE,FALSE,271386,271386,92273,376658,Southern California Bight
Gasterosteus aculeatus williamsoni,Gasterosteus aculeatus williamsoni,accepted,Gasterosteus aculeatus,Gasterosteus aculeatus williamsoni,subspecies,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,TRUE,TRUE,TRUE,126505,293602,NA,481462,Southern California Bight
Brachygenys californiensis,Brachygenys californiensis,accepted,Brachygenys californiensis,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Brachygenys,TRUE,FALSE,FALSE,1577329,1577329,NA,NA,Southern California Bight
Oreochromis mossambicus,Oreochromis mossambicus,accepted,Oreochromis mossambicus,NA,species,Actinopteri,Cichliformes,Cichlidae,Oreochromis,FALSE,TRUE,TRUE,218777,218777,24807,8127,Southern California Bight
Sebastes aurora,Sebastes aurora,accepted,Sebastes aurora,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274774,274774,33926,72058,Southern California Bight
Entosphenus tridentatus,Entosphenus tridentatus,accepted,Entosphenus tridentatus,NA,species,Petromyzonti,Petromyzontiformes,Petromyzontidae,Entosphenus,TRUE,TRUE,TRUE,314348,314348,82408,245074,Southern California Bight
Bathylagus pacificus,Bathylagus pacificus,accepted,Bathylagus pacificus,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Bathylagus,TRUE,FALSE,FALSE,272919,272919,91472,557336,Southern California Bight
Xiphister atropurpureus,Xiphister atropurpureus,accepted,Xiphister atropurpureus,NA,species,Actinopteri,Perciformes,Stichaeidae,Xiphister,TRUE,FALSE,FALSE,283194,283194,125640,283024,Southern California Bight
Carcharodon carcharias,Carcharodon carcharias,accepted,Carcharodon carcharias,NA,species,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,TRUE,TRUE,FALSE,105838,105838,16843,13397,Southern California Bight
Cheilopogon californicus,Cheilopogon californicus,accepted,Cheilopogon californicus,NA,species,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,TRUE,FALSE,FALSE,300136,300136,NA,NA,Southern California Bight
Melamphaes parvus,Melamphaes parvus,accepted,Melamphaes parvus,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274935,274935,NA,880960,Southern California Bight
Scopelengys tristis,Scopelengys tristis,accepted,Scopelengys tristis,NA,species,Actinopteri,Myctophiformes,Neoscopelidae,Scopelengys,TRUE,FALSE,FALSE,126636,126636,228187,123230,Southern California Bight
Serrivomer sector,Serrivomer sector,accepted,Serrivomer sector,NA,species,Actinopteri,Anguilliformes,Serrivomeridae,Serrivomer,TRUE,FALSE,FALSE,272005,272005,125664,290102,Southern California Bight
Syngnathus auliscus,Syngnathus auliscus,accepted,Syngnathus auliscus,NA,species,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,TRUE,TRUE,FALSE,275217,275217,503707,362380,Southern California Bight
Eptatretus deani,Eptatretus deani,accepted,Eptatretus deani,NA,species,Myxini,Myxiniformes,Myxinidae,Eptatretus,TRUE,FALSE,FALSE,279277,279277,33925,418109,Southern California Bight
Alepocephalus tenebrosus,Alepocephalus tenebrosus,accepted,Alepocephalus tenebrosus,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Alepocephalus,TRUE,FALSE,FALSE,272849,272849,30297,170189,Southern California Bight
Sebastes crameri,Sebastes crameri,accepted,Sebastes crameri,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274785,274785,10788,72067,Southern California Bight
Nannobrachium regale,Nannobrachium regale,accepted,Nannobrachium regale,NA,species,Actinopteri,Myctophiformes,Myctophidae,Nannobrachium,TRUE,FALSE,FALSE,275869,275869,34559,91654,Southern California Bight
Alopias vulpinus,Alopias vulpinus,accepted,Alopias vulpinus,NA,species,Elasmobranchii,Lamniformes,Alopiidae,Alopias,TRUE,FALSE,FALSE,105836,105836,17605,7852,Southern California Bight
Sebastes macdonaldi,Sebastes macdonaldi,accepted,Sebastes macdonaldi,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274814,274814,160609,394693,Southern California Bight
Eopsetta jordani,Eopsetta jordani,accepted,Eopsetta jordani,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Eopsetta,TRUE,FALSE,FALSE,280690,280690,11822,195609,Southern California Bight
Sternoptyx pseudobscura,Sternoptyx pseudobscura,accepted,Sternoptyx pseudobscura,NA,species,Actinopteri,Stomiiformes,Sternoptychidae,Sternoptyx,TRUE,FALSE,FALSE,127315,127315,125544,320404,Southern California Bight
Cyclothone pallida,Cyclothone pallida,accepted,Cyclothone pallida,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127288,127288,59443,48449,Southern California Bight
Sebastes melanops,Sebastes melanops,accepted,Sebastes melanops,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274817,274817,10711,72085,Southern California Bight
Artedius notospilotus,Artedius notospilotus,accepted,Artedius notospilotus,NA,species,Actinopteri,Perciformes,Cottidae,Artedius,TRUE,FALSE,FALSE,279703,279703,76454,305505,Southern California Bight
Cosmocampus arctus,Cosmocampus arctus,accepted,Cosmocampus arctus,NA,species,Actinopteri,Syngnathiformes,Syngnathidae,Cosmocampus,TRUE,FALSE,FALSE,293571,293571,466712,1972140,Southern California Bight
Pteroplatytrygon violacea,Pteroplatytrygon violacea,accepted,Pteroplatytrygon violacea,NA,species,Elasmobranchii,Myliobatiformes,Dasyatidae,Pteroplatytrygon,TRUE,FALSE,FALSE,158540,158540,125593,651723,Southern California Bight
Icelinus filamentosus,Icelinus filamentosus,accepted,Icelinus filamentosus,NA,species,Actinopteri,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281136,281136,20499,274762,Southern California Bight
Xeneretmus triacanthus,Xeneretmus triacanthus,accepted,Xeneretmus triacanthus,NA,species,Actinopteri,Perciformes,Agonidae,Xeneretmus,TRUE,FALSE,FALSE,283174,283174,NA,NA,Southern California Bight
Beringraja rhina,Beringraja rhina,accepted,Beringraja rhina,NA,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1461133,1461133,NA,NA,Southern California Bight
Remora remora,Remora remora,accepted,Remora remora,NA,species,Actinopteri,Carangiformes,Echeneidae,Remora,TRUE,FALSE,FALSE,126853,126853,76470,305631,Southern California Bight
Pseudobathylagus milleri,Pseudobathylagus milleri,accepted,Pseudobathylagus milleri,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Pseudobathylagus,TRUE,FALSE,FALSE,282406,282406,34556,301820,Southern California Bight
Albula vulpes,Albula vulpes,accepted,Albula vulpes,NA,species,Actinopteri,Albuliformes,Albulidae,Albula,TRUE,TRUE,FALSE,212256,212256,10470,54909,Southern California Bight
Decapterus muroadsi,Decapterus muroadsi,accepted,Decapterus muroadsi,NA,species,Actinopteri,Carangiformes,Carangidae,Decapterus,TRUE,FALSE,FALSE,273279,273279,59236,492021,Southern California Bight
Lampanyctus regalis,Lampanyctus regalis,accepted,Lampanyctus regalis,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,301545,301545,NA,91654,Southern California Bight
Paraclinus walkeri,Paraclinus walkeri,accepted,Paraclinus walkeri,NA,species,Actinopteri,Blenniiformes,Labrisomidae,Paraclinus,TRUE,FALSE,FALSE,282037,282037,NA,NA,Southern California Bight
Melamphaes acanthomus,Melamphaes acanthomus,accepted,Melamphaes acanthomus,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274924,274924,NA,NA,Southern California Bight
Tetragonurus cuvieri,Tetragonurus cuvieri,accepted,Tetragonurus cuvieri,NA,species,Actinopteri,Scombriformes,Tetragonuridae,Tetragonurus,TRUE,FALSE,FALSE,127080,127080,18112,316150,Southern California Bight
Lyconema barbatum,Lyconema barbatum,accepted,Lyconema barbatum,NA,species,Actinopteri,Perciformes,Zoarcidae,Lyconema,TRUE,FALSE,FALSE,281449,281449,125565,320593,Southern California Bight
Ophichthus zophochir,Ophichthus zophochir,accepted,Ophichthus zophochir,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,TRUE,FALSE,FALSE,271991,271991,125490,319751,Southern California Bight
Notolychnus valdiviae,Notolychnus valdiviae,accepted,Notolychnus valdiviae,NA,species,Actinopteri,Myctophiformes,Myctophidae,Notolychnus,TRUE,FALSE,FALSE,126629,126629,125479,123232,Southern California Bight
Benthalbella dentata,Benthalbella dentata,accepted,Benthalbella dentata,NA,species,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,TRUE,FALSE,FALSE,254572,254572,NA,433385,Southern California Bight
Gnathophis cinctus,Gnathophis cinctus,accepted,Gnathophis cinctus,NA,species,Actinopteri,Anguilliformes,Congridae,Gnathophis,TRUE,FALSE,FALSE,271755,271755,NA,NA,Southern California Bight
Gobiesox eugrammus,Gobiesox eugrammus,accepted,Gobiesox eugrammus,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275669,275669,NA,NA,Southern California Bight
Bajacalifornia burragei,Bajacalifornia burragei,accepted,Bajacalifornia burragei,NA,species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,272857,272857,125591,740690,Southern California Bight
Labrisomus xanti,Labrisomus xanti,accepted,Labrisomus xanti,NA,species,Actinopteri,Blenniiformes,Labrisomidae,Labrisomus,TRUE,FALSE,FALSE,281266,281266,181223,57817,Southern California Bight
Balistes polylepis,Balistes polylepis,accepted,Balistes polylepis,NA,species,Actinopteri,Tetraodontiformes,Balistidae,Balistes,TRUE,FALSE,FALSE,275234,275234,11002,303686,Southern California Bight
Nezumia stelgidolepis,Nezumia stelgidolepis,accepted,Nezumia stelgidolepis,NA,species,Actinopteri,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,272428,272428,160590,1154598,Southern California Bight
Agonopsis sterletus,Agonopsis sterletus,accepted,Agonopsis sterletus,NA,species,Actinopteri,Perciformes,Agonidae,Agonopsis,TRUE,FALSE,FALSE,279521,279521,125578,740689,Southern California Bight
Liparis mucosus,Liparis mucosus,accepted,Liparis mucosus,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274527,274527,76464,274786,Southern California Bight
Cynoscion xanthulus,Cynoscion xanthulus,accepted,Cynoscion xanthulus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Cynoscion,TRUE,TRUE,FALSE,276095,276095,759860,666531,Southern California Bight
Brachyistius aletes,Brachyistius aletes,accepted,Brachyistius aletes,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,TRUE,FALSE,FALSE,279408,279408,NA,1634944,Southern California Bight
Neoclinus uninotatus,Neoclinus uninotatus,accepted,Neoclinus uninotatus,NA,species,Actinopteri,Blenniiformes,Chaenopsidae,Neoclinus,TRUE,FALSE,FALSE,281687,281687,NA,NA,Southern California Bight
Lactoria diaphana,Lactoria diaphana,accepted,Lactoria diaphana,NA,species,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,TRUE,TRUE,FALSE,219903,219903,125493,319757,Southern California Bight
Tetronarce californica,Tetronarce californica,accepted,Tetronarce californica,NA,species,Elasmobranchii,Torpediniformes,Torpedinidae,Tetronarce,TRUE,FALSE,FALSE,845703,845703,NA,7787,Southern California Bight
Remora brachyptera,Remora brachyptera,accepted,Remora brachyptera,NA,species,Actinopteri,Carangiformes,Echeneidae,Remora,TRUE,FALSE,FALSE,126851,126851,125586,641292,Southern California Bight
Anarrhichthys ocellatus,Anarrhichthys ocellatus,accepted,Anarrhichthys ocellatus,NA,species,Actinopteri,Perciformes,Anarhichadidae,Anarrhichthys,TRUE,FALSE,FALSE,279605,279605,NA,433405,Southern California Bight
Centroscyllium nigrum,Centroscyllium nigrum,accepted,Centroscyllium nigrum,NA,species,Elasmobranchii,Squaliformes,Etmopteridae,Centroscyllium,TRUE,FALSE,FALSE,271623,271623,722995,862823,Southern California Bight
Nezumia liolepis,Nezumia liolepis,accepted,Nezumia liolepis,NA,species,Actinopteri,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,272416,272416,125595,630687,Southern California Bight
Plectobranchus evides,Plectobranchus evides,accepted,Plectobranchus evides,NA,species,Actinopteri,Perciformes,Stichaeidae,Plectobranchus,TRUE,FALSE,FALSE,282283,282283,14733,57849,Southern California Bight
Carassius auratus,Carassius auratus,accepted,Carassius auratus,NA,species,Actinopteri,Cypriniformes,Cyprinidae,Carassius,FALSE,TRUE,TRUE,154298,154298,10846,7957,Southern California Bight
Lethops connectens,Lethops connectens,accepted,Lethops connectens,NA,species,Actinopteri,Gobiiformes,Gobiidae,Lethops,TRUE,FALSE,FALSE,240723,240723,76490,314005,Southern California Bight
Coelorinchus scaphopsis,Coelorinchus scaphopsis,accepted,Coelorinchus scaphopsis,NA,species,Actinopteri,Gadiformes,Macrouridae,Coelorinchus,TRUE,FALSE,FALSE,280334,280334,125469,319433,Southern California Bight
Facciolella equatorialis,Facciolella equatorialis,accepted,Facciolella equatorialis,NA,species,Actinopteri,Anguilliformes,Nettastomatidae,Facciolella,TRUE,FALSE,FALSE,271907,271907,NA,2488690,Southern California Bight
Lampadena urophaos,Lampadena urophaos,accepted,Lampadena urophaos,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampadena,TRUE,FALSE,FALSE,126609,126609,59490,319455,Southern California Bight
Sebastes flavidus,Sebastes flavidus,accepted,Sebastes flavidus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274795,274795,10709,72076,Southern California Bight
Chiasmodon niger,Chiasmodon niger,accepted,Chiasmodon niger,NA,species,Actinopteri,Scombriformes,Chiasmodontidae,Chiasmodon,TRUE,FALSE,FALSE,126840,126840,54201,1154619,Southern California Bight
Pronotogrammus multifasciatus,Pronotogrammus multifasciatus,accepted,Pronotogrammus multifasciatus,NA,species,Actinopteri,Perciformes,Serranidae,Pronotogrammus,TRUE,FALSE,FALSE,282366,282366,125540,160740,Southern California Bight
Antimora microlepis,Antimora microlepis,accepted,Antimora microlepis,NA,species,Actinopteri,Gadiformes,Moridae,Antimora,TRUE,FALSE,FALSE,272460,272460,33886,497157,Southern California Bight
