species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id
Thalassoma lucasanum,NA,Species,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,TRUE,FALSE,FALSE,273584,273584,11491,239048
Sphoeroides nephelus,NA,Species,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,TRUE,TRUE,FALSE,275280,275280,57896,39110
Calamus brachysomus,NA,Species,Actinopteri,Eupercaria incertae sedis,Sparidae,Calamus,TRUE,FALSE,FALSE,275967,275967,11684,320621
Labrisomus xanti,NA,Species,Actinopteri,Blenniiformes,Labrisomidae,Labrisomus,TRUE,FALSE,FALSE,281266,281266,181223,57817
Diretmoides pauciradiatus,NA,Species,Actinopteri,Trachichthyiformes,Diretmidae,Diretmoides,TRUE,FALSE,FALSE,126397,126397,NA,1415272
Gigantactis macronema,NA,Species,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,159156,159156,NA,NA
Kyphosus vaigiensis,NA,Species,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,TRUE,FALSE,FALSE,218706,218706,11344,163143
Stemonosudis elegans,NA,Species,Actinopteri,Aulopiformes,Paralepididae,Stemonosudis,TRUE,FALSE,FALSE,220335,220335,NA,NA
Echinorhinus cookei,NA,Species,Elasmobranchii,Echinorhiniformes,Echinorhinidae,Echinorhinus,TRUE,FALSE,FALSE,271656,271656,72431,7834
Gigantactis microdontis,NA,Species,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,272567,272567,759823,NA
Bassozetus elongatus,NA,Species,Actinopteri,Ophidiiformes,Ophidiidae,Bassozetus,TRUE,FALSE,FALSE,272788,272788,NA,NA
Bassozetus zenkevitchi,NA,Species,Actinopteri,Ophidiiformes,Ophidiidae,Bassozetus,TRUE,FALSE,FALSE,272795,272795,28693,181397
Decapterus scombrinus,NA,Species,Actinopteri,Carangiformes,Carangidae,Decapterus,TRUE,FALSE,FALSE,273280,273280,NA,NA
Symphurus orientalis,NA,Species,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,FALSE,FALSE,274266,274266,509724,665865
Ichthyococcus elongatus,NA,Species,Actinopteri,Stomiiformes,Phosichthyidae,Ichthyococcus,TRUE,FALSE,FALSE,274952,274952,NA,1633427
Bathygobius ramosus,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Bathygobius,TRUE,FALSE,FALSE,277636,277636,92689,863441
Lepidopsetta mochigarei,NA,Species,Actinopteri,Pleuronectiformes,Pleuronectidae,Lepidopsetta,TRUE,FALSE,FALSE,281306,281306,799325,255558
Sarda lineolata,NA,Species,Actinopteri,Scombriformes,Scombridae,Sarda,TRUE,FALSE,FALSE,304449,304449,NA,NA
Genioliparis ferox,NA,Species,Actinopteri,Perciformes,Liparidae,Genioliparis,TRUE,FALSE,FALSE,398466,398466,NA,NA
Hydrolagus melanophasma,NA,Species,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,TRUE,FALSE,FALSE,474893,474893,723000,1111163
Mustelus dorsalis,NA,Species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,FALSE,FALSE,271382,271382,NA,NA
Lampetra fluviatilis,NA,Species,Petromyzonti,Petromyzontiformes,Petromyzontidae,Lampetra,TRUE,TRUE,TRUE,101172,101172,26126,7748
Ditropichthys storeri,NA,Species,Actinopteri,Beryciformes,Cetomimidae,Ditropichthys,TRUE,FALSE,FALSE,126407,126407,52985,114854
Ruvettus pretiosus,NA,Species,Actinopteri,Scombriformes,Gempylidae,Ruvettus,TRUE,FALSE,FALSE,126867,126867,52776,13662
Gymnocanthus tricuspis,NA,Species,Actinopteri,Perciformes,Cottidae,Gymnocanthus,TRUE,FALSE,FALSE,127198,127198,59622,980329
Ranzania laevis,NA,Species,Actinopteri,Tetraodontiformes,Molidae,Ranzania,TRUE,FALSE,FALSE,127406,127406,319401,215407
Pteroplatytrygon violacea,NA,Species,Elasmobranchii,Myliobatiformes,Dasyatidae,Pteroplatytrygon,TRUE,FALSE,FALSE,158540,158540,125593,651723
Bathophilus indicus,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Bathophilus,TRUE,FALSE,FALSE,217612,217612,NA,NA
Ellochelon vaigiensis,NA,Species,Actinopteri,Mugiliformes,Mugilidae,Ellochelon,TRUE,TRUE,TRUE,218878,218878,89283,1111475
Hemilepidotus papilio,NA,Species,Actinopteri,Perciformes,Cottidae,Hemilepidotus,TRUE,FALSE,FALSE,254523,254523,110739,470226
Gobiesox papillifer,NA,Species,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275676,275676,NA,NA
Sigmistes caulias,NA,Species,Actinopteri,Perciformes,Cottidae,Sigmistes,TRUE,FALSE,FALSE,282788,282788,717321,1638740
Paramisgurnus dabryanus,NA,Species,Actinopteri,Cypriniformes,Cobitidae,Paramisgurnus,FALSE,TRUE,TRUE,1020151,1020151,503792,90735
Hippocampus ingens,NA,Species,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,TRUE,FALSE,FALSE,275197,275197,66241,109285
Sciadonus pedicellaris,NA,Species,Actinopteri,Ophidiiformes,Aphyonidae,Sciadonus,TRUE,FALSE,FALSE,126653,126653,805615,NA
Sternoptyx pseudobscura,NA,Species,Actinopteri,Stomiiformes,Sternoptychidae,Sternoptyx,TRUE,FALSE,FALSE,127315,127315,125544,320404
Notoscopelus japonicus,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Notoscopelus,TRUE,FALSE,FALSE,272727,272727,665811,1069386
Mycteroperca xenarcha,NA,Species,Actinopteri,Perciformes,Serranidae,Mycteroperca,TRUE,TRUE,FALSE,273886,273886,125534,320403
Dentex tumifrons,NA,Species,Actinopteri,Eupercaria incertae sedis,Sparidae,Dentex,TRUE,FALSE,FALSE,273967,273967,NA,119711
Liparis catharus,NA,Species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274506,274506,NA,NA
Cetichthys parini,NA,Species,Actinopteri,Beryciformes,Cetomimidae,Cetichthys,TRUE,FALSE,FALSE,277899,277899,NA,NA
Krusensterniella multispinosa,NA,Species,Actinopteri,Perciformes,Zoarcidae,Krusensterniella,TRUE,FALSE,FALSE,281230,281230,NA,1354032
Etrumeus acuminatus,NA,Species,Actinopteri,Clupeiformes,Dussumieriidae,Etrumeus,TRUE,FALSE,FALSE,308314,308314,NA,1147041
Hygophum hygomii,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Hygophum,TRUE,FALSE,FALSE,126603,126603,59475,81366
Lepidophanes guentheri,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lepidophanes,TRUE,FALSE,FALSE,126621,126621,140511,123253
Auxis rochei,NA,Species,Actinopteri,Scombriformes,Scombridae,Auxis,TRUE,TRUE,FALSE,127015,127015,30198,217026
Trichiurus lepturus,NA,Species,Actinopteri,Scombriformes,Trichiuridae,Trichiurus,TRUE,TRUE,FALSE,127089,127089,11590,13733
Melamphaes simus,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,127269,127269,731095,1077867
Lycenchelys paxillus,NA,Species,Actinopteri,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,159257,159257,72131,1266876
Lactoria diaphana,NA,Species,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,TRUE,TRUE,FALSE,219903,219903,125493,319757
Gymnocanthus herzensteini,NA,Species,Actinopteri,Perciformes,Cottidae,Gymnocanthus,TRUE,FALSE,FALSE,274373,274373,NA,255555
Triglops xenostethus,NA,Species,Actinopteri,Perciformes,Cottidae,Triglops,TRUE,FALSE,FALSE,274401,274401,NA,NA
Lycengraulis grossidens,NA,Species,Actinopteri,Clupeiformes,Engraulidae,Lycengraulis,TRUE,TRUE,TRUE,281446,281446,88602,458582
Paraclinus integripinnis,NA,Species,Actinopteri,Blenniiformes,Labrisomidae,Paraclinus,TRUE,FALSE,FALSE,282025,282025,125590,57845
Paraclinus monophthalmus,NA,Species,Actinopteri,Blenniiformes,Labrisomidae,Paraclinus,TRUE,FALSE,FALSE,282029,282029,NA,NA
Xystreurys liolepis,NA,Species,Actinopteri,Pleuronectiformes,Paralichthyidae,Xystreurys,TRUE,FALSE,FALSE,283199,283199,125500,195660
Careproctus kamikawai,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,834998,834998,NA,NA
Mayaheros beani,NA,Species,Actinopteri,Cichliformes,Cichlidae,Mayaheros,FALSE,TRUE,TRUE,1467672,1467672,NA,NA
Mustelus canis,NA,Species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,TRUE,FALSE,158518,158518,89130,7812
Kajikia audax,NA,Species,Actinopteri,Carangiformes,Istiophoridae,Kajikia,TRUE,FALSE,FALSE,712907,712907,102996,13721
Molva molva,NA,Species,Actinopteri,Gadiformes,Lotidae,Molva,TRUE,FALSE,FALSE,126461,126461,78488,163112
Neoscopelus macrolepidotus,NA,Species,Actinopteri,Myctophiformes,Neoscopelidae,Neoscopelus,TRUE,FALSE,FALSE,126634,126634,56047,88701
Bajacalifornia megalops,NA,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,126687,126687,59413,492034
Acanthostracion quadricornis,NA,Species,Actinopteri,Tetraodontiformes,Ostraciidae,Acanthostracion,TRUE,FALSE,FALSE,158920,158920,55464,587042
Cubiceps capensis,NA,Species,Actinopteri,Scombriformes,Nomeidae,Cubiceps,TRUE,FALSE,FALSE,159423,159423,124097,1003719
Coregonus laurettae,NA,Species,Actinopteri,Salmoniformes,Salmonidae,Coregonus,TRUE,TRUE,TRUE,254567,254567,88740,480039
Lycodes turneri,NA,Species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,254599,254599,11373,1042649
Muraena lentiginosa,NA,Species,Actinopteri,Anguilliformes,Muraenidae,Muraena,TRUE,FALSE,FALSE,271900,271900,402073,1232744
Bajacalifornia erimoensis,NA,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,272858,272858,NA,NA
Pontinus rhodochrous,NA,Species,Actinopteri,Perciformes,Scorpaenidae,Pontinus,TRUE,FALSE,FALSE,274692,274692,91602,1868311
Gobiosoma paradoxum,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Gobiosoma,TRUE,TRUE,FALSE,276513,276513,798563,203310
Polydactylus approximans,NA,Species,Actinopteri,Carangaria incertae sedis,Polynemidae,Polydactylus,TRUE,TRUE,FALSE,276587,276587,71610,320382
Oplegnathus fasciatus,NA,Species,Actinopteri,Centrarchiformes,Oplegnathidae,Oplegnathus,TRUE,FALSE,FALSE,277892,277892,105120,163134
Tomicodon humeralis,NA,Species,Actinopteri,Gobiesociformes,Gobiesocidae,Tomicodon,TRUE,FALSE,FALSE,282994,282994,794738,879895
Paracaristius nudarcus,NA,Species,Actinopteri,Scombriformes,Caristiidae,Paracaristius,TRUE,FALSE,FALSE,712726,712726,783583,NA
Pungitius sinensis,NA,Species,Actinopteri,Perciformes,Gasterosteidae,Pungitius,TRUE,TRUE,TRUE,272522,272522,462450,497904
Mobula mobular,NA,Species,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,TRUE,FALSE,FALSE,105858,105858,305532,1579277
Lestidiops sphyrenoides,NA,Species,Actinopteri,Aulopiformes,Paralepididae,Lestidiops,TRUE,FALSE,FALSE,126355,126355,NA,NA
Dolichopteryx longipes,NA,Species,Actinopteri,Argentiniformes,Opisthoproctidae,Dolichopteryx,TRUE,FALSE,FALSE,126731,126731,59454,1311437
Leptostomias gladiator,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Leptostomias,TRUE,FALSE,FALSE,127355,127355,141130,882839
Stomias longibarbatus,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Stomias,TRUE,FALSE,FALSE,127376,127376,359569,2420061
Synaphobranchus affinis,NA,Species,Actinopteri,Anguilliformes,Synaphobranchidae,Synaphobranchus,TRUE,FALSE,FALSE,158665,158665,59401,189923
Inimicus japonicus,NA,Species,Actinopteri,Perciformes,Synanceiidae,Inimicus,TRUE,FALSE,FALSE,212577,212577,465590,652442
Diaphus fulgens,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,217692,217692,209331,1519963
Glossogobius giuris,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Glossogobius,TRUE,TRUE,TRUE,219471,219471,64253,205127
Paraliparis operculosus,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,234806,234806,269915,NA
Hoplostethus crassispinus,NA,Species,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,TRUE,FALSE,FALSE,272225,272225,196049,935256
Caulophryne pelagica,NA,Species,Actinopteri,Lophiiformes,Caulophrynidae,Caulophryne,TRUE,FALSE,FALSE,272546,272546,30027,181422
Holcomycteronus profundissimus,NA,Species,Actinopteri,Ophidiiformes,Ophidiidae,Holcomycteronus,TRUE,FALSE,FALSE,272800,272800,NA,NA
Halichoeres semicinctus,NA,Species,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,TRUE,FALSE,FALSE,275798,275798,24968,239038
Dormitator latifrons,NA,Species,Actinopteri,Gobiiformes,Eleotridae,Dormitator,TRUE,TRUE,TRUE,276408,276408,53874,308079
Opistognathus punctatus,NA,Species,Actinopteri,Ovalentaria incertae sedis,Opistognathidae,Opistognathus,TRUE,FALSE,FALSE,276471,276471,NA,586836
Exerpes asper,NA,Species,Actinopteri,Blenniiformes,Labrisomidae,Exerpes,TRUE,FALSE,FALSE,280769,280769,NA,57799
Gobiomorus maculatus,NA,Species,Actinopteri,Gobiiformes,Eleotridae,Gobiomorus,FALSE,TRUE,TRUE,280897,280897,53887,308072
Polyacanthonotus challengeri,NA,Species,Actinopteri,Notacanthiformes,Notacanthidae,Polyacanthonotus,TRUE,FALSE,FALSE,126644,126644,70980,473327
Conocara salmoneum,NA,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,Conocara,TRUE,FALSE,FALSE,126698,126698,802952,1126216
Diplophos taenia,NA,Species,Actinopteri,Stomiiformes,Gonostomatidae,Diplophos,TRUE,FALSE,FALSE,127292,127292,30423,91975
Fenestraja plutonia,NA,Species,Elasmobranchii,Rajiformes,Rajidae,Fenestraja,TRUE,FALSE,FALSE,158550,158550,NA,NA
Trinectes maculatus,NA,Species,Actinopteri,Pleuronectiformes,Achiridae,Trinectes,TRUE,TRUE,TRUE,159271,159271,124434,195658
Pogonias cromis,NA,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Pogonias,TRUE,TRUE,FALSE,159333,159333,52772,329431
Gymnomuraena zebra,NA,Species,Actinopteri,Anguilliformes,Muraenidae,Gymnomuraena,TRUE,FALSE,FALSE,217476,217476,177957,876649
Epinephelus areolatus,NA,Species,Actinopteri,Perciformes,Serranidae,Epinephelus,TRUE,FALSE,FALSE,218204,218204,11665,160715
Sigmops elongatus,NA,Species,Actinopteri,Stomiiformes,Gonostomatidae,Sigmops,TRUE,FALSE,FALSE,221512,221512,717978,91970
Pholis nebulosa,NA,Species,Actinopteri,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,273691,273691,110860,283027
Stephanolepis cirrhifer,NA,Species,Actinopteri,Tetraodontiformes,Monacanthidae,Stephanolepis,TRUE,FALSE,FALSE,275247,275247,30360,143348
Strongylura exilis,NA,Species,Actinopteri,Beloniformes,Belonidae,Strongylura,TRUE,TRUE,TRUE,275978,275978,NA,129062
Rhinogobius brunneus,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Rhinogobius,TRUE,TRUE,TRUE,282581,282581,503721,933223
Triplophos hemingi,NA,Species,Actinopteri,Stomiiformes,Gonostomatidae,Triplophos,TRUE,FALSE,FALSE,283054,283054,203122,882892
Careproctus faunus,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,398463,398463,804242,1696837
Chaenophryne draco,NA,Species,Actinopteri,Lophiiformes,Oneirodidae,Chaenophryne,TRUE,FALSE,FALSE,126559,126559,47369,443685
Trachurus picturatus,NA,Species,Actinopteri,Carangiformes,Carangidae,Trachurus,TRUE,FALSE,FALSE,126821,126821,11629,189389
Valenciennellus tripunctulatus,NA,Species,Actinopteri,Stomiiformes,Sternoptychidae,Valenciennellus,TRUE,FALSE,FALSE,127316,127316,140505,882895
Bathophilus brevis,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Bathophilus,TRUE,FALSE,FALSE,127329,127329,759365,1074457
Anchoa hepsetus,NA,Species,Actinopteri,Clupeiformes,Engraulidae,Anchoa,TRUE,TRUE,FALSE,158698,158698,71693,411572
Fistularia petimba,NA,Species,Actinopteri,Syngnathiformes,Fistulariidae,Fistularia,TRUE,TRUE,FALSE,159439,159439,86884,206154
Alectis ciliaris,NA,Species,Actinopteri,Carangiformes,Carangidae,Alectis,TRUE,FALSE,FALSE,159629,159629,11579,179359
Lutjanus fulvus,NA,Species,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,TRUE,TRUE,218475,218475,78601,260524
Pholis picta,NA,Species,Actinopteri,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,254560,254560,509474,283026
Chirolophis tarsodes,NA,Species,Actinopteri,Perciformes,Stichaeidae,Chirolophis,TRUE,FALSE,FALSE,273991,273991,NA,NA
Paraliparis melanobranchus,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274596,274596,750794,557358
Sebastes inermis,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274803,274803,52667,160818
Sebastes thompsoni,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274860,274860,465585,105747
Lepidotrigla microptera,NA,Species,Actinopteri,Perciformes,Triglidae,Lepidotrigla,TRUE,FALSE,FALSE,274905,274905,706304,255557
Cyclopsetta panamensis,NA,Species,Actinopteri,Pleuronectiformes,Paralichthyidae,Cyclopsetta,TRUE,TRUE,FALSE,275702,275702,11799,1247398
Takifugu pardalis,NA,Species,Actinopteri,Tetraodontiformes,Tetraodontidae,Takifugu,TRUE,FALSE,FALSE,278422,278422,149698,98921
Hexagrammos otakii,NA,Species,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,TRUE,FALSE,FALSE,279411,279411,465595,72450
Sebastes fasciatus,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,127252,127252,59621,394691
Thunnus orientalis,NA,Species,Actinopteri,Scombriformes,Scombridae,Thunnus,TRUE,TRUE,FALSE,273823,273823,14899,8238
Leptacanthichthys gracilispinis,NA,Species,Actinopteri,Lophiiformes,Oneirodidae,Leptacanthichthys,TRUE,FALSE,FALSE,126566,126566,806120,2499219
Diaphus dumerilii,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,126590,126590,140794,125812
Myctophum obtusirostre,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Myctophum,TRUE,FALSE,FALSE,158904,158904,300257,1519986
Menidia beryllina,NA,Species,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,TRUE,TRUE,TRUE,159227,159227,140402,269057
Diaphus parri,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,217695,217695,209329,1519969
Protomyctophum normani,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,TRUE,FALSE,FALSE,234727,234727,177845,NA
Conger myriaster,NA,Species,Actinopteri,Anguilliformes,Congridae,Conger,TRUE,FALSE,FALSE,271745,271745,30341,7943
Chlorophthalmus albatrossis,NA,Species,Actinopteri,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,TRUE,FALSE,FALSE,272051,272051,104044,197544
Nezumia convergens,NA,Species,Actinopteri,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,272404,272404,722972,2048750
Diaphus anderseni,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,272657,272657,209330,1074458
Diaphus chrysorhynchus,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,272662,272662,665806,1069381
Diaphus pacificus,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,272684,272684,730400,NA
Cubiceps paradoxus,NA,Species,Actinopteri,Scombriformes,Nomeidae,Cubiceps,TRUE,FALSE,FALSE,273679,273679,83449,316137
Pseudopleuronectes yokohamae,NA,Species,Actinopteri,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,TRUE,FALSE,FALSE,275360,275360,95311,245875
Anchoa delicatissima,NA,Species,Actinopteri,Clupeiformes,Engraulidae,Anchoa,TRUE,TRUE,FALSE,275515,275515,76480,332922
Myripristis leiognathus,NA,Species,Actinopteri,Holocentriformes,Holocentridae,Myripristis,TRUE,FALSE,FALSE,276199,276199,18045,1223605
Neoclinus bryope,NA,Species,Actinopteri,Blenniiformes,Chaenopsidae,Neoclinus,TRUE,FALSE,FALSE,281680,281680,NA,270548
Pseudoblennius marmoratus,NA,Species,Actinopteri,Perciformes,Cottidae,Pseudoblennius,TRUE,FALSE,FALSE,282409,282409,NA,1802969
Plecoglossus altivelis,NA,Species,Actinopteri,Osmeriformes,Plecoglossidae,Plecoglossus,TRUE,TRUE,TRUE,293715,293715,27919,61084
Scopeloberyx malayanus,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,TRUE,FALSE,FALSE,390569,390569,NA,NA
Pseudorasbora parva,NA,Species,Actinopteri,Cypriniformes,Cyprinidae,Pseudorasbora,FALSE,TRUE,TRUE,465541,465541,71186,51549
Hippocampus erectus,NA,Species,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,TRUE,FALSE,FALSE,159445,159445,66233,109281
Bathylaco nigricans,NA,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathylaco,TRUE,FALSE,FALSE,126688,126688,164333,466962
Osmerus eperlanus,NA,Species,Actinopteri,Osmeriformes,Osmeridae,Osmerus,TRUE,TRUE,TRUE,126736,126736,200839,29151
Synchiropus phaeton,NA,Species,Actinopteri,Callionymiformes,Callionymidae,Synchiropus,TRUE,FALSE,FALSE,126798,126798,53733,1176751
Chauliodus sloani,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Chauliodus,TRUE,FALSE,FALSE,127338,127338,25745,68509
Idiacanthus fasciola,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Idiacanthus,TRUE,FALSE,FALSE,127354,127354,140633,882817
Parupeneus heptacanthus,NA,Species,Actinopteri,Mulliformes,Mullidae,Parupeneus,TRUE,TRUE,FALSE,218657,218657,11214,334900
Engraulis japonicus,NA,Species,Actinopteri,Clupeiformes,Engraulidae,Engraulis,TRUE,FALSE,FALSE,219984,219984,17930,42892
Venefica tentaculata,NA,Species,Actinopteri,Anguilliformes,Nettastomatidae,Venefica,TRUE,FALSE,FALSE,271922,271922,471115,2048766
Pseudupeneus grandisquamis,NA,Species,Actinopteri,Mulliformes,Mullidae,Pseudupeneus,TRUE,FALSE,FALSE,273662,273662,125475,319454
Sebastes vulpes,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274866,274866,683134,201710
Neobythites pallidus,NA,Species,Actinopteri,Ophidiiformes,Ophidiidae,Neobythites,TRUE,FALSE,FALSE,276634,276634,NA,NA
Paramonacanthus sulcatus,NA,Species,Actinopteri,Tetraodontiformes,Monacanthidae,Paramonacanthus,TRUE,FALSE,FALSE,278929,278929,92230,435130
Leucoraja erinaceus,NA,Species,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,TRUE,FALSE,FALSE,1577339,1577339,NA,NA
Lamna nasus,NA,Species,Elasmobranchii,Lamniformes,Lamnidae,Lamna,TRUE,FALSE,FALSE,105841,105841,89093,7849
Dolopichthys danae,NA,Species,Actinopteri,Lophiiformes,Oneirodidae,Dolopichthys,TRUE,FALSE,FALSE,126563,126563,NA,1738862
Upeneus asymmetricus,NA,Species,Actinopteri,Mulliformes,Mullidae,Upeneus,TRUE,FALSE,FALSE,126988,126988,251642,2578363
Benthodesmus simonyi,NA,Species,Actinopteri,Scombriformes,Trichiuridae,Benthodesmus,TRUE,FALSE,FALSE,127087,127087,71685,499859
Glyptocephalus cynoglossus,NA,Species,Actinopteri,Pleuronectiformes,Pleuronectidae,Glyptocephalus,TRUE,FALSE,FALSE,127136,127136,34606,34819
Zenopsis conchifer,NA,Species,Actinopteri,Zeiformes,Zeidae,Zenopsis,TRUE,FALSE,FALSE,127426,127426,316852,245696
Kuhlia mugil,NA,Species,Actinopteri,Centrarchiformes,Kuhliidae,Kuhlia,TRUE,TRUE,FALSE,218355,218355,13765,163137
Abyssobrotula galatheae,NA,Species,Actinopteri,Ophidiiformes,Ophidiidae,Abyssobrotula,TRUE,FALSE,FALSE,236126,236126,NA,NA
Hymenocephalus longibarbis,NA,Species,Actinopteri,Gadiformes,Macrouridae,Hymenocephalus,TRUE,FALSE,FALSE,272378,272378,751896,NA
Lophotus capellei,NA,Species,Actinopteri,Lampriformes,Lophotidae,Lophotus,TRUE,FALSE,FALSE,272528,272528,125468,81373
Himantolophus nigricornis,NA,Species,Actinopteri,Lophiiformes,Himantolophidae,Himantolophus,TRUE,FALSE,FALSE,272583,272583,NA,NA
Pseudotolithus elongatus,NA,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Pseudotolithus,TRUE,TRUE,TRUE,273784,273784,86811,432167
Sphyraena pinguis,NA,Species,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,TRUE,FALSE,FALSE,273985,273985,59223,392540
Sebastes eos,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274792,274792,160610,72074
Rexea solandri,NA,Species,Actinopteri,Scombriformes,Gempylidae,Rexea,TRUE,FALSE,FALSE,276890,276890,52919,59946
Malacanthus plumieri,NA,Species,Actinopteri,Eupercaria incertae sedis,Malacanthidae,Malacanthus,TRUE,FALSE,FALSE,277261,277261,71612,1182015
Coelorinchus bollonsi,NA,Species,Actinopteri,Gadiformes,Macrouridae,Coelorinchus,TRUE,FALSE,FALSE,280256,280256,265874,630656
Dictyosoma rubrimaculatum,NA,Species,Actinopteri,Perciformes,Stichaeidae,Dictyosoma,TRUE,FALSE,FALSE,280547,280547,799415,999932
Konosirus punctatus,NA,Species,Actinopteri,Clupeiformes,Clupeidae,Konosirus,TRUE,TRUE,FALSE,281225,281225,95292,365056
Labracoglossa argenteiventris,NA,Species,Actinopteri,Centrarchiformes,Kyphosidae,Labracoglossa,TRUE,FALSE,FALSE,281245,281245,750768,163139
Parvilux boschmai,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Parvilux,TRUE,FALSE,FALSE,282177,282177,NA,NA
Pennahia argentata,NA,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Pennahia,TRUE,FALSE,FALSE,282196,282196,95315,118565
Bathyraja spinicauda,NA,Species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,105868,105868,84630,557337
Ginglymostoma cirratum,NA,Species,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,TRUE,TRUE,FALSE,105846,105846,179803,7801
