species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id
Sternoptyx obscura,NA,Species,Actinopteri,Stomiiformes,Sternoptychidae,Sternoptyx,TRUE,FALSE,FALSE,275004,275004,59296,81875
Sander vitreus,NA,Species,Actinopteri,Perciformes,Percidae,Sander,FALSE,TRUE,TRUE,275311,275311,50251,283036
Lampanyctus fernae,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,301517,301517,NA,1519990
Congriscus megastoma,NA,Species,Actinopteri,Anguilliformes,Congridae,Congriscus,TRUE,FALSE,FALSE,280374,280374,754716,1604600
Oneirodes thompsoni,NA,Species,Actinopteri,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,254554,254554,78113,412658
Cyema atrum,NA,Species,Actinopteri,Saccopharyngiformes,Cyematidae,Cyema,TRUE,FALSE,FALSE,127164,127164,78120,556252
Lycodapus parviceps,NA,Species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279393,279393,NA,1772030
Chiasmodon niger,NA,Species,Actinopteri,Scombriformes,Chiasmodontidae,Chiasmodon,TRUE,FALSE,FALSE,126840,126840,54201,1154619
Tinca tinca,NA,Species,Actinopteri,Cypriniformes,Cyprinidae,Tinca,FALSE,TRUE,TRUE,154343,154343,47342,27717
Careproctus oregonensis,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274452,274452,NA,NA
Lamprogrammus niger,NA,Species,Actinopteri,Ophidiiformes,Ophidiidae,Lamprogrammus,TRUE,FALSE,FALSE,126672,126672,31559,228346
Enophrys taurina,NA,Species,Actinopteri,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,275356,275356,125600,740695
Hypsopsetta guttulata,NA,Species,Actinopteri,Pleuronectiformes,Pleuronectidae,Hypsopsetta,TRUE,TRUE,FALSE,281128,281128,125507,320378
Sebastes rubrivinctus,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274845,274845,140740,72099
Amphistichus koelzi,NA,Species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Amphistichus,TRUE,FALSE,FALSE,279595,279595,NA,1045555
Gillichthys mirabilis,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Gillichthys,TRUE,TRUE,FALSE,280851,280851,53785,8222
Serrivomer sector,NA,Species,Actinopteri,Anguilliformes,Serrivomeridae,Serrivomer,TRUE,FALSE,FALSE,272005,272005,125664,290102
Lycodapus pachysoma,NA,Species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,234603,234603,33987,557351
Bathymaster caeruleofasciatus,NA,Species,Actinopteri,Perciformes,Bathymasteridae,Bathymaster,TRUE,FALSE,FALSE,279415,279415,NA,1188226
Paralichthys californicus,NA,Species,Actinopteri,Pleuronectiformes,Paralichthyidae,Paralichthys,TRUE,TRUE,FALSE,275809,275809,72408,319776
Lampanyctus jordani,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,272712,272712,717150,517134
Melanonus zugmayeri,NA,Species,Actinopteri,Gadiformes,Melanonidae,Melanonus,TRUE,FALSE,FALSE,126483,126483,28691,181410
Rathbunella alleni,NA,Species,Actinopteri,Perciformes,Bathymasteridae,Rathbunella,TRUE,FALSE,FALSE,282555,282555,NA,NA
Tridentiger trigonocephalus,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Tridentiger,TRUE,TRUE,TRUE,283049,283049,148396,55557
Microcottus sellaris,NA,Species,Actinopteri,Perciformes,Cottidae,Microcottus,TRUE,FALSE,FALSE,254404,254404,122199,274766
Scopelosaurus adleri,NA,Species,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,TRUE,FALSE,FALSE,254552,254552,NA,NA
Sebastes constellatus,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274783,274783,160591,72066
Enophrys diceraus,NA,Species,Actinopteri,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,154784,154784,101096,980326
Lucania parva,NA,Species,Actinopteri,Cyprinodontiformes,Fundulidae,Lucania,TRUE,TRUE,TRUE,159310,159310,94784,722640
Anotopterus pharao,NA,Species,Actinopteri,Aulopiformes,Anotopteridae,Anotopterus,TRUE,FALSE,FALSE,126334,126334,56038,172142
Neoclinus uninotatus,NA,Species,Actinopteri,Blenniiformes,Chaenopsidae,Neoclinus,TRUE,FALSE,FALSE,281687,281687,NA,NA
Sigmops gracilis,NA,Species,Actinopteri,Stomiiformes,Gonostomatidae,Sigmops,TRUE,FALSE,FALSE,279336,279336,172443,48457
Zaniolepis frenata,NA,Species,Actinopteri,Perciformes,Hexagrammidae,Zaniolepis,TRUE,FALSE,FALSE,283208,283208,125563,274743
Osmerus dentex,NA,Species,Actinopteri,Osmeriformes,Osmeridae,Osmerus,TRUE,TRUE,TRUE,254557,254557,360472,476919
Paraliparis latifrons,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274591,274591,NA,NA
Microstoma microstoma,NA,Species,Actinopteri,Argentiniformes,Microstomatidae,Microstoma,TRUE,FALSE,FALSE,126724,126724,573829,880961
Coregonus pidschian,NA,Species,Actinopteri,Salmoniformes,Salmonidae,Coregonus,TRUE,TRUE,TRUE,254568,254568,152140,480040
Myoxocephalus verrucosus,NA,Species,Actinopteri,Perciformes,Cottidae,Myoxocephalus,TRUE,FALSE,FALSE,274395,274395,NA,NA
Notorynchus cepedianus,NA,Species,Elasmobranchii,Hexanchiformes,Hexanchidae,Notorynchus,TRUE,TRUE,FALSE,217628,217628,54189,7857
Caristius macropus,NA,Species,Actinopteri,Scombriformes,Caristiidae,Caristius,TRUE,FALSE,FALSE,126824,126824,125643,740692
Parvilux ingens,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Parvilux,TRUE,FALSE,FALSE,282178,282178,503634,717805
Halargyreus johnsonii,NA,Species,Actinopteri,Gadiformes,Moridae,Halargyreus,TRUE,FALSE,FALSE,126489,126489,33964,319453
Aphanopus arigato,NA,Species,Actinopteri,Scombriformes,Trichiuridae,Aphanopus,TRUE,FALSE,FALSE,274008,274008,228189,1154592
Careproctus filamentosus,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274428,274428,NA,NA
Icelinus fimbriatus,NA,Species,Actinopteri,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281137,281137,125571,320611
Icelinus oculatus,NA,Species,Actinopteri,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281139,281139,76458,305509
Asemichthys taylori,NA,Species,Actinopteri,Perciformes,Cottidae,Asemichthys,TRUE,FALSE,FALSE,316433,316433,716933,1638735
Aphanopus carbo,NA,Species,Actinopteri,Scombriformes,Trichiuridae,Aphanopus,TRUE,FALSE,FALSE,127085,127085,86774,268865
Artediellus pacificus,NA,Species,Actinopteri,Perciformes,Cottidae,Artediellus,TRUE,FALSE,FALSE,254517,254517,723457,NA
Sternoptyx diaphana,NA,Species,Actinopteri,Stomiiformes,Sternoptychidae,Sternoptyx,TRUE,FALSE,FALSE,127314,127314,70955,81873
Soldatovia polyactocephala,NA,Species,Actinopteri,Perciformes,Stichaeidae,Soldatovia,TRUE,FALSE,FALSE,282820,282820,NA,NA
Anarhichas orientalis,NA,Species,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,TRUE,FALSE,FALSE,254511,254511,110732,479980
Chaenophryne melanorhabdus,NA,Species,Actinopteri,Lophiiformes,Oneirodidae,Chaenophryne,TRUE,FALSE,FALSE,272616,272616,125611,412639
Coregonus nasus,NA,Species,Actinopteri,Salmoniformes,Salmonidae,Coregonus,FALSE,TRUE,TRUE,274342,274342,88741,348707
Diogenichthys atlanticus,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Diogenichthys,TRUE,FALSE,FALSE,126599,126599,263446,123333
Careproctus phasma,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274460,274460,140427,1311423
Taranetzella lyoderma,NA,Species,Actinopteri,Perciformes,Zoarcidae,Taranetzella,TRUE,FALSE,FALSE,282925,282925,NA,NA
Amblyraja hyperborea,NA,Species,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,TRUE,FALSE,FALSE,105863,105863,72317,315322
Scopelogadus bispinosus,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Scopelogadus,TRUE,FALSE,FALSE,306621,306621,151697,319445
Pachycara lepinium,NA,Species,Actinopteri,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,274141,274141,78117,557356
Lampris guttatus,NA,Species,Actinopteri,Lampriformes,Lampridae,Lampris,TRUE,FALSE,FALSE,126522,126522,10508,81370
Crystallichthys cyclospilus,NA,Species,Actinopteri,Perciformes,Liparidae,Crystallichthys,TRUE,FALSE,FALSE,280451,280451,NA,446810
Nautichthys pribilovius,NA,Species,NA,Scorpaeniformes,Hemitripteridae,Nautichthys,TRUE,FALSE,FALSE,254543,254543,110745,274772
Anotopterus nikparini,NA,Species,Actinopteri,Aulopiformes,Anotopteridae,Anotopterus,TRUE,FALSE,FALSE,272040,272040,33973,557333
Platyrhinoidis triseriata,NA,Species,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Platyrhinoidis,TRUE,FALSE,FALSE,282280,282280,125519,740705
Tridentiger bifasciatus,NA,Species,Actinopteri,Gobiiformes,Gobiidae,Tridentiger,TRUE,TRUE,TRUE,283045,283045,462479,55553
Alopias vulpinus,NA,Species,Elasmobranchii,Lamniformes,Alopiidae,Alopias,TRUE,FALSE,FALSE,105836,105836,17605,7852
Scopelengys tristis,NA,Species,Actinopteri,Myctophiformes,Neoscopelidae,Scopelengys,TRUE,FALSE,FALSE,126636,126636,228187,123230
Paraliparis mento,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274597,274597,NA,NA
Radulinus boleoides,NA,Species,Actinopteri,Perciformes,Cottidae,Radulinus,TRUE,FALSE,FALSE,282542,282542,148340,980343
Nansenia crassa,NA,Species,Actinopteri,Argentiniformes,Microstomatidae,Nansenia,TRUE,FALSE,FALSE,272927,272927,NA,NA
Leuresthes tenuis,NA,Species,Actinopteri,Atheriniformes,Atherinidae,Leuresthes,TRUE,FALSE,FALSE,281344,281344,125583,355514
Cetorhinus maximus,NA,Species,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,TRUE,FALSE,FALSE,105837,105837,92314,57982
Pseudobatos productus,NA,Species,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,TRUE,TRUE,FALSE,1043469,1043469,NA,170824
Brama brama,NA,Species,Actinopteri,Scombriformes,Bramidae,Brama,TRUE,FALSE,FALSE,126783,126783,13301,349651
Polypera greeni,NA,Species,Actinopteri,Perciformes,Liparidae,Polypera,TRUE,FALSE,FALSE,315311,315311,NA,1562383
Melanocetus johnsonii,NA,Species,Actinopteri,Lophiiformes,Melanocetidae,Melanocetus,TRUE,FALSE,FALSE,126556,126556,52860,242962
Bathyraja lindbergi,NA,Species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271517,271517,80067,341245
Zesticelus profundorum,NA,Species,Actinopteri,Perciformes,Cottidae,Zesticelus,TRUE,FALSE,FALSE,283218,283218,125667,740938
Careproctus microstomus,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274446,274446,NA,NA
Paraliparis paucidens,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274603,274603,78114,557359
Nemichthys larseni,NA,Species,Actinopteri,Anguilliformes,Nemichthyidae,Nemichthys,TRUE,FALSE,FALSE,271905,271905,78140,557354
Eumicrotremus asperrimus,NA,Species,Actinopteri,Perciformes,Cyclopteridae,Eumicrotremus,TRUE,FALSE,FALSE,254533,254533,717070,1302273
Rhinoliparis barbulifer,NA,Species,Actinopteri,Perciformes,Liparidae,Rhinoliparis,TRUE,FALSE,FALSE,282585,282585,125663,446837
Sebastes dallii,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274786,274786,160599,394690
Pholis clemensi,NA,Species,Actinopteri,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,273686,273686,125635,740703
Paraliparis megalopus,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274595,274595,NA,NA
Neoclinus blanchardi,NA,Species,Actinopteri,Blenniiformes,Chaenopsidae,Neoclinus,TRUE,FALSE,FALSE,281679,281679,76445,57830
Liopsetta glacialis,NA,Species,Actinopteri,Pleuronectiformes,Pleuronectidae,Liopsetta,TRUE,TRUE,TRUE,275844,275844,495937,1402070
Phanerodon atripes,NA,Species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Phanerodon,TRUE,FALSE,FALSE,279409,279409,76478,305784
Icelus spatula,NA,Species,Actinopteri,Perciformes,Cottidae,Icelus,TRUE,FALSE,FALSE,127200,127200,59609,980331
Platax teira,NA,Species,Actinopteri,Acanthuriformes,Ephippidae,Platax,TRUE,FALSE,FALSE,218710,218710,13775,334891
Careproctus ovigerus,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274454,274454,NA,NA
Chaenophryne longiceps,NA,Species,Actinopteri,Lophiiformes,Oneirodidae,Chaenophryne,TRUE,FALSE,FALSE,126560,126560,125610,740694
Mustelus californicus,NA,Species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,FALSE,FALSE,271381,271381,122046,320419
Lampadena yaquinae,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lampadena,TRUE,FALSE,FALSE,272708,272708,665814,1069388
Ruscarius creaseri,NA,Species,Actinopteri,Perciformes,Cottidae,Ruscarius,TRUE,FALSE,FALSE,282636,282636,125567,320607
Dajaus monticola,NA,Species,Actinopteri,Mugiliformes,Mugilidae,Dajaus,TRUE,TRUE,TRUE,1042835,1042835,783412,661228
Cryptopsaras couesii,NA,Species,Actinopteri,Lophiiformes,Ceratiidae,Cryptopsaras,TRUE,FALSE,FALSE,126538,126538,52859,412659
Magnisudis atlantica,NA,Species,Actinopteri,Aulopiformes,Paralepididae,Magnisudis,TRUE,FALSE,FALSE,126359,126359,72899,319769
Lampanyctus tenuiformis,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,158898,158898,125477,319540
Symphurus atricaudus,NA,Species,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,FALSE,FALSE,274234,274234,NA,305513
Coregonus artedi,NA,Species,Actinopteri,Salmoniformes,Salmonidae,Coregonus,TRUE,TRUE,TRUE,158725,158725,85584,36181
Medialuna californiensis,NA,Species,Actinopteri,Centrarchiformes,Kyphosidae,Medialuna,TRUE,FALSE,FALSE,281541,281541,125460,314243
Sebastes ensifer,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274790,274790,160592,72072
Pachycara gymninium,NA,Species,Actinopteri,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,274140,274140,162659,557355
Erilepis zonifer,NA,Species,Actinopteri,Perciformes,Anoplopomatidae,Erilepis,TRUE,FALSE,FALSE,280700,280700,NA,270543
Agonomalus mozinoi,NA,Species,Actinopteri,Perciformes,Agonidae,Agonomalus,TRUE,FALSE,FALSE,279517,279517,NA,NA
Squatina californica,NA,Species,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,TRUE,FALSE,FALSE,271667,271667,92270,170825
Serrivomer jesperseni,NA,Species,Actinopteri,Anguilliformes,Serrivomeridae,Serrivomer,TRUE,FALSE,FALSE,272002,272002,33970,557366
Liparis adiastolus,NA,Species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274498,274498,NA,NA
Careproctus spectrum,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274477,274477,NA,NA
Hippoglossoides robustus,NA,Species,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossoides,TRUE,FALSE,FALSE,254561,254561,110725,382953
Stomias atriventer,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Stomias,TRUE,FALSE,FALSE,275178,275178,125549,320411
Gambusia holbrooki,NA,Species,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,FALSE,TRUE,TRUE,276134,276134,141885,37273
Thunnus alalunga,NA,Species,Actinopteri,Scombriformes,Scombridae,Thunnus,TRUE,FALSE,FALSE,127026,127026,15068,NA
Plagiogrammus hopkinsii,NA,Species,Actinopteri,Perciformes,Stichaeidae,Plagiogrammus,TRUE,FALSE,FALSE,282265,282265,NA,NA
Physiculus rastrelliger,NA,Species,Actinopteri,Gadiformes,Moridae,Physiculus,TRUE,FALSE,FALSE,272510,272510,125603,740704
Bryozoichthys lysimus,NA,Species,Actinopteri,Perciformes,Stichaeidae,Bryozoichthys,TRUE,FALSE,FALSE,279418,279418,519679,1317002
Anguilla anguilla,NA,Species,Actinopteri,Anguilliformes,Anguillidae,Anguilla,TRUE,TRUE,TRUE,126281,126281,27617,7936
Heterostichus rostratus,NA,Species,Actinopteri,Blenniiformes,Clinidae,Heterostichus,TRUE,FALSE,FALSE,281075,281075,76449,57809
Careproctus furcellus,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,254548,254548,33958,557342
Acantholiparis opercularis,NA,Species,Actinopteri,Perciformes,Liparidae,Acantholiparis,TRUE,FALSE,FALSE,279480,279480,78145,557403
Urobatis halleri,NA,Species,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis,TRUE,FALSE,FALSE,283085,283085,754144,86675
Fundulus diaphanus,NA,Species,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,FALSE,TRUE,TRUE,159296,159296,50262,54267
Liparis bristolensis,NA,Species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,254546,254546,723458,NA
Rastrinus scutiger,NA,Species,Actinopteri,Perciformes,Cottidae,Rastrinus,TRUE,FALSE,FALSE,282552,282552,NA,1311559
Bathymaster leurolepis,NA,Species,Actinopteri,Perciformes,Bathymasteridae,Bathymaster,TRUE,FALSE,FALSE,254512,254512,191450,641271
Notacanthus chemnitzii,NA,Species,Actinopteri,Notacanthiformes,Notacanthidae,Notacanthus,TRUE,FALSE,FALSE,126643,126643,30271,143895
Maulisia argipalla,NA,Species,Actinopteri,Alepocephaliformes,Platytroctidae,Maulisia,TRUE,FALSE,FALSE,126741,126741,70938,473320
Holtbyrnia latifrons,NA,Species,Actinopteri,Alepocephaliformes,Platytroctidae,Holtbyrnia,TRUE,FALSE,FALSE,272944,272944,125596,740696
Lycenchelys pearcyi,NA,Species,Actinopteri,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274076,274076,NA,NA
Boreogadus saida,NA,Species,Actinopteri,Gadiformes,Gadidae,Boreogadus,TRUE,TRUE,FALSE,126433,126433,11747,44932
Amphiprion frenatus,NA,Species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Amphiprion,TRUE,FALSE,FALSE,278394,278394,47194,80971
Atractoscion nobilis,NA,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Atractoscion,TRUE,FALSE,FALSE,278535,278535,125521,259703
Coryphaenoides yaquinae,NA,Species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272358,272358,125572,83387
Barbourisia rufa,NA,Species,Actinopteri,Beryciformes,Barbourisiidae,Barbourisia,TRUE,FALSE,FALSE,159425,159425,91727,88660
Careproctus rastrinus,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274464,274464,59182,446788
Stenodus leucichthys,NA,Species,Actinopteri,Salmoniformes,Salmonidae,Stenodus,TRUE,TRUE,TRUE,127189,127189,88752,59296
Bertella idiomorpha,NA,Species,Actinopteri,Lophiiformes,Oneirodidae,Bertella,TRUE,FALSE,FALSE,279907,279907,125607,242940
Careproctus scottae,NA,Species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274470,274470,794622,1837949
Menticirrhus undulatus,NA,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,TRUE,FALSE,FALSE,276150,276150,125527,320396
Pentaceros richardsoni,NA,Species,Actinopteri,Acropomatiformes,Pentacerotidae,Pentaceros,TRUE,FALSE,FALSE,313240,313240,779512,334885
Ammodytes tobianus,NA,Species,Actinopteri,Perciformes,Ammodytidae,Ammodytes,TRUE,TRUE,FALSE,126752,126752,77448,84621
Kathetostoma averruncus,NA,Species,Actinopteri,Perciformes,Uranoscopidae,Kathetostoma,TRUE,FALSE,FALSE,275989,275989,125655,348051
Citharichthys xanthostigma,NA,Species,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275699,275699,125499,195600
Seriphus politus,NA,Species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Seriphus,TRUE,FALSE,FALSE,282761,282761,125529,515231
Myctophum nitidulum,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Myctophum,TRUE,FALSE,FALSE,126626,126626,125634,123340
Remora remora,NA,Species,Actinopteri,Carangiformes,Echeneidae,Remora,TRUE,FALSE,FALSE,126853,126853,76470,305631
Balistes polylepis,NA,Species,Actinopteri,Tetraodontiformes,Balistidae,Balistes,TRUE,FALSE,FALSE,275234,275234,11002,303686
Clidoderma asperrimum,NA,Species,Actinopteri,Pleuronectiformes,Pleuronectidae,Clidoderma,TRUE,FALSE,FALSE,280216,280216,125505,255560
Kali kerberti,NA,Species,Actinopteri,Scombriformes,Chiasmodontidae,Kali,TRUE,FALSE,FALSE,302801,302801,495861,1311455
Scopelogadus mizolepis,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Scopelogadus,TRUE,FALSE,FALSE,127279,127279,30367,143333
Borostomias panamensis,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Borostomias,TRUE,FALSE,FALSE,275052,275052,125609,740691
Prionotus stephanophrys,NA,Species,Actinopteri,Perciformes,Triglidae,Prionotus,TRUE,TRUE,FALSE,276291,276291,NA,320588
Sphyraena argentea,NA,Species,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,TRUE,FALSE,FALSE,273978,273978,52786,55125
Mirorictus taningi,NA,Species,Actinopteri,Alepocephaliformes,Platytroctidae,Mirorictus,TRUE,FALSE,FALSE,281579,281579,125631,740930
Paraliparis ulochir,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274612,274612,804237,NA
Liparis ochotensis,NA,Species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274529,274529,705138,1642177
Stereolepis gigas,NA,Species,Actinopteri,Acropomatiformes,Polyprionidae,Stereolepis,TRUE,FALSE,FALSE,282884,282884,125511,184449
Pholis fasciata,NA,Species,Actinopteri,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,159846,159846,191452,980340
Chirolophis japonicus,NA,Species,Actinopteri,Perciformes,Stichaeidae,Chirolophis,TRUE,FALSE,FALSE,273989,273989,110859,476915
Pallasina aix,NA,Species,Actinopteri,Perciformes,Agonidae,Pallasina,TRUE,FALSE,FALSE,313558,313558,NA,NA
Megalocottus platycephalus,NA,Species,Actinopteri,Perciformes,Cottidae,Megalocottus,TRUE,FALSE,FALSE,254411,254411,509595,476925
Lycenchelys callista,NA,Species,Actinopteri,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274060,274060,NA,NA
Icelus euryops,NA,Species,Actinopteri,Perciformes,Cottidae,Icelus,TRUE,FALSE,FALSE,274379,274379,NA,NA
Vinciguerria poweriae,NA,Species,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,TRUE,FALSE,FALSE,127304,127304,70970,473336
Nautichthys robustus,NA,Species,NA,Scorpaeniformes,Hemitripteridae,Nautichthys,TRUE,FALSE,FALSE,254401,254401,101138,557353
Bathyraja minispinosa,NA,Species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271524,271524,80069,341248
Allocareproctus jordani,NA,Species,Actinopteri,Perciformes,Liparidae,Allocareproctus,TRUE,FALSE,FALSE,279555,279555,879080,1696904
Icelus bicornis,NA,Species,Actinopteri,Perciformes,Cottidae,Icelus,TRUE,FALSE,FALSE,127199,127199,89107,1266872
Cephaloscyllium ventriosum,NA,Species,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,TRUE,FALSE,FALSE,277105,277105,92272,740693
Amphiprion perideraion,NA,Species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Amphiprion,TRUE,TRUE,FALSE,278403,278403,47207,80973
Pentaceros wheeleri,NA,Species,Actinopteri,Acropomatiformes,Pentacerotidae,Pentaceros,TRUE,FALSE,FALSE,313241,313241,779513,257887
Paraliparis albescens,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274547,274547,NA,NA
Pristigenys serrula,NA,Species,Actinopteri,Eupercaria incertae sedis,Priacanthidae,Pristigenys,TRUE,FALSE,FALSE,276037,276037,14249,184447
Myoxocephalus stelleri,NA,Species,Actinopteri,Perciformes,Cottidae,Myoxocephalus,TRUE,TRUE,FALSE,154570,154570,110853,239743
Notoscopelus resplendens,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Notoscopelus,TRUE,FALSE,FALSE,158916,158916,142466,123257
Poromitra curilensis,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,474945,474945,NA,1828457
Dialarchus snyderi,NA,Species,Actinopteri,Perciformes,Psychrolutidae,Dialarchus,TRUE,FALSE,FALSE,1594786,1594786,NA,NA
Oneirodes acanthias,NA,Species,Actinopteri,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,272620,272620,78115,242955
Porichthys porosissimus,NA,Species,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,TRUE,FALSE,FALSE,275662,275662,157433,1154660
Taractes asper,NA,Species,Actinopteri,Scombriformes,Bramidae,Taractes,TRUE,FALSE,FALSE,126786,126786,71909,302046
Myoxocephalus scorpioides,NA,Species,Actinopteri,Perciformes,Cottidae,Myoxocephalus,TRUE,TRUE,FALSE,127202,127202,11385,1911260
Coryphaenoides liocephalus,NA,Species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272334,272334,NA,NA
Desmodema lorum,NA,Species,Actinopteri,Lampriformes,Trachipteridae,Desmodema,TRUE,FALSE,FALSE,275872,275872,125555,320418
Kasatkia seigeli,NA,Species,Actinopteri,Perciformes,Stichaeidae,Kasatkia,TRUE,FALSE,FALSE,281215,281215,125548,320408
Cetostoma regani,NA,Species,Actinopteri,Beryciformes,Cetomimidae,Cetostoma,TRUE,FALSE,FALSE,126406,126406,28697,88671
Lumpenus lampretaeformis,NA,Species,Actinopteri,Perciformes,Stichaeidae,Lumpenus,TRUE,FALSE,FALSE,154675,154675,59599,1266874
Vinciguerria lucetia,NA,Species,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,TRUE,FALSE,FALSE,274961,274961,452597,875782
Cosmocampus arctus,NA,Species,Actinopteri,Syngnathiformes,Syngnathidae,Cosmocampus,TRUE,FALSE,FALSE,293571,293571,466712,1972140
