"","accepted_name","verbatim_species","taxonomic_status","species","subspecies","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","region","fishbase_name"
"118","Diaphus theta","Diaphus theta","accepted","Diaphus theta",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Diaphus",TRUE,FALSE,FALSE,272694,91653,"Aleutian Islands","Diaphus theta"
"119","Melamphaes lugubris","Melamphaes lugubris","accepted","Melamphaes lugubris",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Melamphaes",TRUE,FALSE,FALSE,274932,319444,"Aleutian Islands","Melamphaes lugubris"
"120","Careproctus cypselurus","Careproctus cypselurus","accepted","Careproctus cypselurus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274421,433400,"Aleutian Islands","Careproctus cypselurus"
"121","Sebastolobus altivelis","Sebastolobus altivelis","accepted","Sebastolobus altivelis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastolobus",TRUE,FALSE,FALSE,282741,8110,"Aleutian Islands","Sebastolobus altivelis"
"122","Lampanyctus jordani","Lampanyctus jordani","accepted","Lampanyctus jordani",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,272712,517134,"Aleutian Islands","Lampanyctus jordani"
"123","Aspidophoroides monopterygius","Aspidophoroides monopterygius","accepted","Aspidophoroides monopterygius",NA,"species","Actinopteri","Perciformes","Agonidae","Aspidophoroides",TRUE,FALSE,FALSE,159459,255537,"Aleutian Islands","Aspidophoroides monopterygius"
"124","Ruscarius meanyi","Ruscarius meanyi","accepted","Ruscarius meanyi",NA,"species","Actinopteri","Perciformes","Cottidae","Ruscarius",TRUE,FALSE,FALSE,282637,459053,"Aleutian Islands","Ruscarius meanyi"
"125","Lumpenella longirostris","Lumpenella longirostris","accepted","Lumpenella longirostris",NA,"species","Actinopteri","Perciformes","Stichaeidae","Lumpenella",TRUE,FALSE,FALSE,254351,557408,"Aleutian Islands","Lumpenella longirostris"
"126","Triglops pingelii","Triglops pingelii","accepted","Triglops pingelii",NA,"species","Actinopteri","Perciformes","Cottidae","Triglops",TRUE,FALSE,FALSE,127207,433391,"Aleutian Islands","Triglops pingelii"
"127","Liparis gibbus","Liparis gibbus","accepted","Liparis gibbus",NA,"species","Actinopteri","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,159526,255718,"Aleutian Islands","Liparis gibbus"
"128","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","accepted","Oncorhynchus gorbuscha",NA,"species","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",TRUE,TRUE,TRUE,127182,8017,"Aleutian Islands","Oncorhynchus gorbuscha"
"129","Oneirodes thompsoni","Oneirodes thompsoni","accepted","Oneirodes thompsoni",NA,"species","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",TRUE,FALSE,FALSE,254554,412658,"Aleutian Islands","Oneirodes thompsoni"
"130","Mallotus villosus","Mallotus villosus","accepted","Mallotus villosus",NA,"species","Actinopteri","Osmeriformes","Osmeridae","Mallotus",TRUE,TRUE,TRUE,126735,30960,"Aleutian Islands","Mallotus villosus"
"131","Elassodiscus caudatus","Elassodiscus caudatus","accepted","Elassodiscus caudatus",NA,"species","Actinopteri","Perciformes","Liparidae","Elassodiscus",TRUE,FALSE,FALSE,280629,446812,"Aleutian Islands","Elassodiscus caudatus"
"132","Bathyraja trachura","Bathyraja trachura","accepted","Bathyraja trachura",NA,"species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja",TRUE,FALSE,FALSE,271538,341251,"Aleutian Islands","Bathyraja trachura"
"133","Triglops metopias","Triglops metopias","accepted","Triglops metopias",NA,"species","Actinopteri","Perciformes","Cottidae","Triglops",TRUE,FALSE,FALSE,274400,NA,"Aleutian Islands","Triglops metopias"
"134","Oneirodes bulbosus","Oneirodes bulbosus","accepted","Oneirodes bulbosus",NA,"species","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",TRUE,FALSE,FALSE,254553,1154599,"Aleutian Islands","Oneirodes bulbosus"
"135","Lycodes palearis","Lycodes palearis","accepted","Lycodes palearis",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodes",TRUE,FALSE,FALSE,254585,215425,"Aleutian Islands","Lycodes palearis"
"136","Bathyraja lindbergi","Bathyraja lindbergi","accepted","Bathyraja lindbergi",NA,"species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja",TRUE,FALSE,FALSE,271517,341245,"Aleutian Islands","Bathyraja lindbergi"
"137","Triglops macellus","Triglops macellus","accepted","Triglops macellus",NA,"species","Actinopteri","Perciformes","Cottidae","Triglops",TRUE,FALSE,FALSE,274399,433386,"Aleutian Islands","Triglops macellus"
"138","Coryphaenoides acrolepis","Coryphaenoides acrolepis","accepted","Coryphaenoides acrolepis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides",TRUE,FALSE,FALSE,272313,83390,"Aleutian Islands","Coryphaenoides acrolepis"
"139","Sigmops gracilis","Sigmops gracilis","accepted","Sigmops gracilis",NA,"species","Actinopteri","Stomiiformes","Gonostomatidae","Sigmops",TRUE,FALSE,FALSE,279336,48457,"Aleutian Islands","Sigmops gracilis"
"140","Careproctus melanurus","Careproctus melanurus","accepted","Careproctus melanurus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,254549,274785,"Aleutian Islands","Careproctus melanurus"
"141","Leuroglossus stilbius","Leuroglossus stilbius","accepted","Leuroglossus stilbius",NA,"species","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",TRUE,FALSE,FALSE,313514,301819,"Aleutian Islands","Leuroglossus stilbius"
"142","Allocyttus folletti","Allocyttus folletti","accepted","Allocyttus folletti",NA,"species","Actinopteri","Zeiformes","Oreosomatidae","Allocyttus",TRUE,FALSE,FALSE,254555,319752,"Aleutian Islands","Allocyttus folletti"
"143","Sebastes melanostictus","Sebastes melanostictus","accepted","Sebastes melanostictus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,1015496,394695,"Aleutian Islands","Sebastes melanostictus"
"144","Bathyraja mariposa","Bathyraja mariposa","accepted","Bathyraja mariposa",NA,"species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja",TRUE,FALSE,FALSE,271522,341247,"Aleutian Islands","Bathyraja mariposa"
"145","Parophrys vetulus","Parophrys vetulus","accepted","Parophrys vetulus",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Parophrys",TRUE,FALSE,FALSE,254393,172659,"Aleutian Islands","Parophrys vetulus"
"146","Radulinus asprellus","Radulinus asprellus","accepted","Radulinus asprellus",NA,"species","Actinopteri","Perciformes","Cottidae","Radulinus",TRUE,FALSE,FALSE,282541,274768,"Aleutian Islands","Radulinus asprellus"
"147","Anarhichas orientalis","Anarhichas orientalis","accepted","Anarhichas orientalis",NA,"species","Actinopteri","Perciformes","Anarhichadidae","Anarhichas",TRUE,FALSE,FALSE,254511,479980,"Aleutian Islands","Anarhichas orientalis"
"148","Oncorhynchus kisutch","Oncorhynchus kisutch","accepted","Oncorhynchus kisutch",NA,"species","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",TRUE,TRUE,TRUE,127184,8019,"Aleutian Islands","Oncorhynchus kisutch"
"149","Eumicrotremus barbatus","Eumicrotremus barbatus","accepted","Eumicrotremus barbatus",NA,"species","Actinopteri","Perciformes","Cyclopteridae","Eumicrotremus",TRUE,FALSE,FALSE,254534,1482670,"Aleutian Islands","Eumicrotremus barbatus"
"150","Beringraja binoculata","Beringraja binoculata","accepted","Beringraja binoculata",NA,"species","Elasmobranchii","Rajiformes","Rajidae","Beringraja",TRUE,FALSE,FALSE,1021330,NA,"Aleutian Islands","Beringraja binoculata"
"151","Sebastes jordani","Sebastes jordani","accepted","Sebastes jordani",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274806,72081,"Aleutian Islands","Sebastes jordani"
"152","Psychrolutes phrictus","Psychrolutes phrictus","accepted","Psychrolutes phrictus",NA,"species","Actinopteri","Perciformes","Psychrolutidae","Psychrolutes",TRUE,FALSE,FALSE,274678,320385,"Aleutian Islands","Psychrolutes phrictus"
"153","Lycodes brevipes","Lycodes brevipes","accepted","Lycodes brevipes",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodes",TRUE,FALSE,FALSE,254595,433387,"Aleutian Islands","Lycodes brevipes"
"154","Anarrhichthys ocellatus","Anarrhichthys ocellatus","accepted","Anarrhichthys ocellatus",NA,"species","Actinopteri","Perciformes","Anarhichadidae","Anarrhichthys",TRUE,FALSE,FALSE,279605,433405,"Aleutian Islands","Anarrhichthys ocellatus"
"155","Sebastes brevispinis","Sebastes brevispinis","accepted","Sebastes brevispinis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274778,72060,"Aleutian Islands","Sebastes brevispinis"
"156","Poromitra crassiceps","Poromitra crassiceps","accepted","Poromitra crassiceps",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Poromitra",TRUE,FALSE,FALSE,127273,88708,"Aleutian Islands","Poromitra crassiceps"
"157","Paraliparis ulochir","Paraliparis ulochir","accepted","Paraliparis ulochir",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274612,NA,"Aleutian Islands","Paraliparis ulochir"
"158","Rhinoliparis attenuatus","Rhinoliparis attenuatus","accepted","Rhinoliparis attenuatus",NA,"species","Actinopteri","Perciformes","Liparidae","Rhinoliparis",TRUE,FALSE,FALSE,282584,557365,"Aleutian Islands","Rhinoliparis attenuatus"
"159","Trichodon trichodon","Trichodon trichodon","accepted","Trichodon trichodon",NA,"species","Actinopteri","Perciformes","Trichodontidae","Trichodon",TRUE,FALSE,FALSE,283043,209541,"Aleutian Islands","Trichodon trichodon"
"160","Halargyreus johnsonii","Halargyreus johnsonii","accepted","Halargyreus johnsonii",NA,"species","Actinopteri","Gadiformes","Moridae","Halargyreus",TRUE,FALSE,FALSE,126489,319453,"Aleutian Islands","Halargyreus johnsonii"
"161","Bathyraja violacea","Bathyraja violacea","accepted","Bathyraja violacea",NA,"species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja",TRUE,FALSE,FALSE,271540,392425,"Aleutian Islands","Bathyraja violacea"
"162","Nautichthys pribilovius","Nautichthys pribilovius","accepted","Nautichthys pribilovius",NA,"species",NA,"Scorpaeniformes","Hemitripteridae","Nautichthys",TRUE,FALSE,FALSE,254543,274772,"Aleutian Islands","Nautichthys pribilovius"
"163","Lycodes akuugun","Lycodes akuugun","accepted","Lycodes akuugun",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodes",TRUE,FALSE,FALSE,274091,NA,"Aleutian Islands","Lycodes akuugun"
"164","Triglops xenostethus","Triglops xenostethus","accepted","Triglops xenostethus",NA,"species","Actinopteri","Perciformes","Cottidae","Triglops",TRUE,FALSE,FALSE,274401,NA,"Aleutian Islands","Triglops xenostethus"
"165","Sarritor leptorhynchus","Sarritor leptorhynchus","accepted","Sarritor leptorhynchus",NA,"species","Actinopteri","Perciformes","Agonidae","Sarritor",TRUE,FALSE,FALSE,254376,255539,"Aleutian Islands","Sarritor leptorhynchus"
"166","Bothrocara nyx","Bothrocara nyx","accepted","Bothrocara nyx",NA,"species","Actinopteri","Perciformes","Zoarcidae","Bothrocara",TRUE,FALSE,FALSE,254582,1920304,"Aleutian Islands","Bothrocara nyx"
"167","Benthalbella dentata","Benthalbella dentata","accepted","Benthalbella dentata",NA,"species","Actinopteri","Aulopiformes","Scopelarchidae","Benthalbella",TRUE,FALSE,FALSE,254572,433385,"Aleutian Islands","Benthalbella dentata"
"168","Lipariscus nanus","Lipariscus nanus","accepted","Lipariscus nanus",NA,"species","Actinopteri","Perciformes","Liparidae","Lipariscus",TRUE,FALSE,FALSE,281365,557405,"Aleutian Islands","Lipariscus nanus"
"169","Gymnelus hemifasciatus","Gymnelus hemifasciatus","accepted","Gymnelus hemifasciatus",NA,"species","Actinopteri","Perciformes","Zoarcidae","Gymnelus",TRUE,FALSE,FALSE,254583,932718,"Aleutian Islands","Gymnelus hemifasciatus"
"170","Archistes biseriatus","Archistes biseriatus","accepted","Archistes biseriatus",NA,"species","Actinopteri","Perciformes","Cottidae","Archistes",TRUE,FALSE,FALSE,279679,NA,"Aleutian Islands","Archistes biseriatus"
"171","Icelus canaliculatus","Icelus canaliculatus","accepted","Icelus canaliculatus",NA,"species","Actinopteri","Perciformes","Cottidae","Icelus",TRUE,FALSE,FALSE,254524,NA,"Aleutian Islands","Icelus canaliculatus"
"172","Beringraja rhina","Beringraja rhina","accepted","Beringraja rhina",NA,"species","Elasmobranchii","Rajiformes","Rajidae","Beringraja",TRUE,FALSE,FALSE,1461133,NA,"Aleutian Islands","Beringraja rhina"
"173","Malacocottus aleuticus","Malacocottus aleuticus","accepted","Malacocottus aleuticus",NA,"species","Actinopteri","Perciformes","Psychrolutidae","Malacocottus",TRUE,FALSE,FALSE,279440,NA,"Aleutian Islands","Malacocottus aleuticus"
"174","Bathyagonus infraspinatus","Bathyagonus infraspinatus","accepted","Bathyagonus infraspinatus",NA,"species","Actinopteri","Perciformes","Agonidae","Bathyagonus",TRUE,FALSE,FALSE,254504,557335,"Aleutian Islands","Bathyagonus infraspinatus"
"175","Pholis laeta","Pholis laeta","accepted","Pholis laeta",NA,"species","Actinopteri","Perciformes","Pholidae","Pholis",TRUE,FALSE,FALSE,273689,283367,"Aleutian Islands","Pholis laeta"
"176","Anisarchus medius","Anisarchus medius","accepted","Anisarchus medius",NA,"species","Actinopteri","Perciformes","Stichaeidae","Anisarchus",TRUE,FALSE,FALSE,127070,980385,"Aleutian Islands","Anisarchus medius"
"177","Ammodytes personatus","Ammodytes personatus","accepted","Ammodytes personatus",NA,"species","Actinopteri","Perciformes","Ammodytidae","Ammodytes",TRUE,FALSE,FALSE,272967,215382,"Aleutian Islands","Ammodytes personatus"
"178","Clinocottus acuticeps","Clinocottus acuticeps","accepted","Clinocottus acuticeps",NA,"species","Actinopteri","Perciformes","Cottidae","Clinocottus",TRUE,TRUE,TRUE,280218,459045,"Aleutian Islands","Clinocottus acuticeps"
"179","Clinocottus embryum","Clinocottus embryum","accepted","Clinocottus embryum",NA,"species","Actinopteri","Perciformes","Cottidae","Clinocottus",TRUE,FALSE,FALSE,280220,459046,"Aleutian Islands","Clinocottus embryum"
"180","Enophrys lucasi","Enophrys lucasi","accepted","Enophrys lucasi",NA,"species","Actinopteri","Perciformes","Cottidae","Enophrys",TRUE,FALSE,FALSE,254518,980327,"Aleutian Islands","Enophrys lucasi"
"181","Lumpenus sagitta","Lumpenus sagitta","accepted","Lumpenus sagitta",NA,"species","Actinopteri","Perciformes","Stichaeidae","Lumpenus",TRUE,FALSE,FALSE,254579,428036,"Aleutian Islands","Lumpenus sagitta"
"182","Blepsias bilobus","Blepsias bilobus","accepted","Blepsias bilobus",NA,"species",NA,"Scorpaeniformes","Hemitripteridae","Blepsias",TRUE,FALSE,FALSE,254540,980325,"Aleutian Islands","Blepsias bilobus"
"183","Anoplagonus inermis","Anoplagonus inermis","accepted","Anoplagonus inermis",NA,"species","Actinopteri","Perciformes","Agonidae","Anoplagonus",TRUE,FALSE,FALSE,279630,1154603,"Aleutian Islands","Anoplagonus inermis"
"184","Lycodapus fierasfer","Lycodapus fierasfer","accepted","Lycodapus fierasfer",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodapus",TRUE,FALSE,FALSE,279389,433411,"Aleutian Islands","Lycodapus fierasfer"
"185","Bothrocara pusillum","Bothrocara pusillum","accepted","Bothrocara pusillum",NA,"species","Actinopteri","Perciformes","Zoarcidae","Bothrocara",TRUE,FALSE,FALSE,279400,2048771,"Aleutian Islands","Bothrocara pusillum"
"186","Avocettina infans","Avocettina infans","accepted","Avocettina infans",NA,"species","Actinopteri","Anguilliformes","Nemichthyidae","Avocettina",TRUE,FALSE,FALSE,126304,121280,"Aleutian Islands","Avocettina infans"
"187","Anoplarchus purpurescens","Anoplarchus purpurescens","accepted","Anoplarchus purpurescens",NA,"species","Actinopteri","Perciformes","Stichaeidae","Anoplarchus",TRUE,FALSE,FALSE,279633,320623,"Aleutian Islands","Anoplarchus purpurescens"
"188","Tactostoma macropus","Tactostoma macropus","accepted","Tactostoma macropus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Tactostoma",TRUE,FALSE,FALSE,282922,319451,"Aleutian Islands","Tactostoma macropus"
"189","Zesticelus profundorum","Zesticelus profundorum","accepted","Zesticelus profundorum",NA,"species","Actinopteri","Perciformes","Cottidae","Zesticelus",TRUE,FALSE,FALSE,283218,740938,"Aleutian Islands","Zesticelus profundorum"
"190","Allocareproctus tanix","Allocareproctus tanix","accepted","Allocareproctus tanix",NA,"species","Actinopteri","Perciformes","Liparidae","Allocareproctus",TRUE,FALSE,FALSE,279557,NA,"Aleutian Islands","Allocareproctus tanix"
"191","Liparis fucensis","Liparis fucensis","accepted","Liparis fucensis",NA,"species","Actinopteri","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274515,433401,"Aleutian Islands","Liparis fucensis"
"192","Lestidiops ringens","Lestidiops ringens","accepted","Lestidiops ringens",NA,"species","Actinopteri","Aulopiformes","Paralepididae","Lestidiops",TRUE,FALSE,FALSE,272096,319759,"Aleutian Islands","Lestidiops ringens"
"193","Lycodes concolor","Lycodes concolor","accepted","Lycodes concolor",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodes",TRUE,FALSE,FALSE,367289,NA,"Aleutian Islands","Lycodes concolor"
"194","Clidoderma asperrimum","Clidoderma asperrimum","accepted","Clidoderma asperrimum",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Clidoderma",TRUE,FALSE,FALSE,280216,255560,"Aleutian Islands","Clidoderma asperrimum"
"195","Magnisudis atlantica","Magnisudis atlantica","accepted","Magnisudis atlantica",NA,"species","Actinopteri","Aulopiformes","Paralepididae","Magnisudis",TRUE,FALSE,FALSE,126359,319769,"Aleutian Islands","Magnisudis atlantica"
"196","Rhinoliparis barbulifer","Rhinoliparis barbulifer","accepted","Rhinoliparis barbulifer",NA,"species","Actinopteri","Perciformes","Liparidae","Rhinoliparis",TRUE,FALSE,FALSE,282585,446837,"Aleutian Islands","Rhinoliparis barbulifer"
"197","Sigmistes caulias","Sigmistes caulias","accepted","Sigmistes caulias",NA,"species","Actinopteri","Perciformes","Cottidae","Sigmistes",TRUE,FALSE,FALSE,282788,1638740,"Aleutian Islands","Sigmistes caulias"
"198","Salvelinus malma","Salvelinus malma","accepted","Salvelinus malma",NA,"species","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",TRUE,TRUE,TRUE,254570,8039,"Aleutian Islands","Salvelinus malma"
"199","Leptoclinus maculatus","Leptoclinus maculatus","accepted","Leptoclinus maculatus",NA,"species","Actinopteri","Perciformes","Stichaeidae","Leptoclinus",TRUE,FALSE,FALSE,127072,980417,"Aleutian Islands","Leptoclinus maculatus"
