"","accepted_name","verbatim_species","taxonomic_status","species","subspecies","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","region","fishbase_name"
"2080","Cebidichthys violaceus","Cebidichthys violaceus","accepted","Cebidichthys violaceus",NA,"species","Actinopteri","Perciformes","Stichaeidae","Cebidichthys",TRUE,FALSE,FALSE,280053,271503,"Oregon, Washington, Vancouver Coast and Shelf","Cebidichthys violaceus"
"2081","Ptilichthys goodei","Ptilichthys goodei","accepted","Ptilichthys goodei",NA,"species","Actinopteri","Perciformes","Ptilichthyidae","Ptilichthys",TRUE,FALSE,FALSE,282508,641289,"Oregon, Washington, Vancouver Coast and Shelf","Ptilichthys goodei"
"2082","Somniosus pacificus","Somniosus pacificus","accepted","Somniosus pacificus",NA,"species","Elasmobranchii","Squaliformes","Somniosidae","Somniosus",TRUE,FALSE,FALSE,271654,305516,"Oregon, Washington, Vancouver Coast and Shelf","Somniosus pacificus"
"2083","Cataetyx rubrirostris","Cataetyx rubrirostris","accepted","Cataetyx rubrirostris",NA,"species","Actinopteri","Ophidiiformes","Bythitidae","Cataetyx",TRUE,FALSE,FALSE,272767,181404,"Oregon, Washington, Vancouver Coast and Shelf","Cataetyx rubrirostris"
"2084","Phytichthys chirus","Phytichthys chirus","accepted","Phytichthys chirus",NA,"species","Actinopteri","Perciformes","Stichaeidae","Phytichthys",TRUE,FALSE,FALSE,282255,1738904,"Oregon, Washington, Vancouver Coast and Shelf","Phytichthys chirus"
"2085","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","accepted","Reinhardtius hippoglossoides",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Reinhardtius",TRUE,FALSE,FALSE,127144,111784,"Oregon, Washington, Vancouver Coast and Shelf","Reinhardtius hippoglossoides"
"2086","Syngnathus californiensis","Syngnathus leptorhynchus","junior subjective synonym","Syngnathus leptorhynchus",NA,"species","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",TRUE,TRUE,FALSE,275226,161587,"Oregon, Washington, Vancouver Coast and Shelf","Syngnathus californiensis"
"2087","Barbourisia rufa","Barbourisia rufa","accepted","Barbourisia rufa",NA,"species","Actinopteri","Beryciformes","Barbourisiidae","Barbourisia",TRUE,FALSE,FALSE,159425,88660,"Oregon, Washington, Vancouver Coast and Shelf","Barbourisia rufa"
"2088","Nezumia liolepis","Nezumia liolepis","accepted","Nezumia liolepis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Nezumia",TRUE,FALSE,FALSE,272416,630687,"Oregon, Washington, Vancouver Coast and Shelf","Nezumia liolepis"
"2089","Sebastes melanostomus","Sebastes melanostomus","accepted","Sebastes melanostomus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274819,72086,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes melanostomus"
"2090","Clupea harengus","Clupea harengus","accepted","Clupea harengus",NA,"species","Actinopteri","Clupeiformes","Clupeidae","Clupea",TRUE,TRUE,FALSE,126417,7950,"Oregon, Washington, Vancouver Coast and Shelf","Clupea harengus"
"2091","Leuroglossus schmidti","Leuroglossus schmidti","accepted","Leuroglossus schmidti",NA,"species","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",TRUE,FALSE,FALSE,254551,557346,"Oregon, Washington, Vancouver Coast and Shelf","Leuroglossus schmidti"
"2092","Paraliparis megalopus","Paraliparis megalopus","accepted","Paraliparis megalopus",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274595,NA,"Oregon, Washington, Vancouver Coast and Shelf","Paraliparis megalopus"
"2093","Atherinops affinis","Atherinops affinis","accepted","Atherinops affinis",NA,"species","Actinopteri","Atheriniformes","Atherinidae","Atherinops",TRUE,TRUE,FALSE,279812,238741,"Oregon, Washington, Vancouver Coast and Shelf","Atherinops affinis"
"2094","Scopelengys tristis","Scopelengys tristis","accepted","Scopelengys tristis",NA,"species","Actinopteri","Myctophiformes","Neoscopelidae","Scopelengys",TRUE,FALSE,FALSE,126636,123230,"Oregon, Washington, Vancouver Coast and Shelf","Scopelengys tristis"
"2095","Microstoma microstoma","Microstoma microstoma","accepted","Microstoma microstoma",NA,"species","Actinopteri","Argentiniformes","Microstomatidae","Microstoma",TRUE,FALSE,FALSE,126724,880961,"Oregon, Washington, Vancouver Coast and Shelf","Microstoma microstoma"
"2096","Chirolophis nugator","Chirolophis nugator","accepted","Chirolophis nugator",NA,"species","Actinopteri","Perciformes","Stichaeidae","Chirolophis",TRUE,FALSE,FALSE,254577,433395,"Oregon, Washington, Vancouver Coast and Shelf","Chirolophis nugator"
"2097","Ceratoscopelus townsendi","Ceratoscopelus townsendi","accepted","Ceratoscopelus townsendi",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",TRUE,FALSE,FALSE,272656,875772,"Oregon, Washington, Vancouver Coast and Shelf","Ceratoscopelus townsendi"
"2098","Lycenchelys pearcyi","Lycenchelys pearcyi","accepted","Lycenchelys pearcyi",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycenchelys",TRUE,FALSE,FALSE,274076,NA,"Oregon, Washington, Vancouver Coast and Shelf","Lycenchelys pearcyi"
"2099","Brosmophycis marginata","Brosmophycis marginata","accepted","Brosmophycis marginata",NA,"species","Actinopteri","Ophidiiformes","Bythitidae","Brosmophycis",TRUE,FALSE,FALSE,280000,334377,"Oregon, Washington, Vancouver Coast and Shelf","Brosmophycis marginata"
"2100","Icelinus burchami","Icelinus burchami","accepted","Icelinus burchami",NA,"species","Actinopteri","Perciformes","Cottidae","Icelinus",TRUE,FALSE,FALSE,281134,305506,"Oregon, Washington, Vancouver Coast and Shelf","Icelinus burchami"
"2101","Alepisaurus ferox","Alepisaurus ferox","accepted","Alepisaurus ferox",NA,"species","Actinopteri","Aulopiformes","Alepisauridae","Alepisaurus",TRUE,FALSE,FALSE,126333,88653,"Oregon, Washington, Vancouver Coast and Shelf","Alepisaurus ferox"
"2102","Cyema atrum","Cyema atrum","accepted","Cyema atrum",NA,"species","Actinopteri","Saccopharyngiformes","Cyematidae","Cyema",TRUE,FALSE,FALSE,127164,556252,"Oregon, Washington, Vancouver Coast and Shelf","Cyema atrum"
"2103","Congriscus megastoma","Congriscus megastoma","accepted","Congriscus megastoma",NA,"species","Actinopteri","Anguilliformes","Congridae","Congriscus",TRUE,FALSE,FALSE,280374,1604600,"Oregon, Washington, Vancouver Coast and Shelf","Congriscus megastoma"
"2104","Acipenser transmontanus","Acipenser transmontanus","accepted","Acipenser transmontanus",NA,"species","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser",TRUE,TRUE,TRUE,238345,7904,"Oregon, Washington, Vancouver Coast and Shelf","Acipenser transmontanus"
"2105","Aulorhynchus flavidus","Aulorhynchus flavidus","accepted","Aulorhynchus flavidus",NA,"species","Actinopteri","Perciformes","Aulorhynchidae","Aulorhynchus",TRUE,FALSE,FALSE,279839,240152,"Oregon, Washington, Vancouver Coast and Shelf","Aulorhynchus flavidus"
"2106","Argyropelecus affinis","Argyropelecus affinis","accepted","Argyropelecus affinis",NA,"species","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus",TRUE,FALSE,FALSE,127307,81869,"Oregon, Washington, Vancouver Coast and Shelf","Argyropelecus affinis"
"2107","Serrivomer sector","Serrivomer sector","accepted","Serrivomer sector",NA,"species","Actinopteri","Anguilliformes","Serrivomeridae","Serrivomer",TRUE,FALSE,FALSE,272005,290102,"Oregon, Washington, Vancouver Coast and Shelf","Serrivomer sector"
"2108","Pachycara gymninium","Pachycara gymninium","accepted","Pachycara gymninium",NA,"species","Actinopteri","Perciformes","Zoarcidae","Pachycara",TRUE,FALSE,FALSE,274140,557355,"Oregon, Washington, Vancouver Coast and Shelf","Pachycara gymninium"
"2109","Beringraja inornata","Beringraja inornata","accepted","Beringraja inornata",NA,"species","Elasmobranchii","Rajiformes","Rajidae","Beringraja",TRUE,FALSE,FALSE,1461134,NA,"Oregon, Washington, Vancouver Coast and Shelf","Beringraja inornata"
"2110","Magnisudis atlantica","Magnisudis atlantica","accepted","Magnisudis atlantica",NA,"species","Actinopteri","Aulopiformes","Paralepididae","Magnisudis",TRUE,FALSE,FALSE,126359,319769,"Oregon, Washington, Vancouver Coast and Shelf","Magnisudis atlantica"
"2111","Halargyreus johnsonii","Halargyreus johnsonii","accepted","Halargyreus johnsonii",NA,"species","Actinopteri","Gadiformes","Moridae","Halargyreus",TRUE,FALSE,FALSE,126489,319453,"Oregon, Washington, Vancouver Coast and Shelf","Halargyreus johnsonii"
"2112","Ceratias holboelli","Ceratias holboelli","accepted","Ceratias holboelli",NA,"species","Actinopteri","Lophiiformes","Ceratiidae","Ceratias",TRUE,FALSE,FALSE,126537,206108,"Oregon, Washington, Vancouver Coast and Shelf","Ceratias holboelli"
"2113","Nectoliparis pelagicus","Nectoliparis pelagicus","accepted","Nectoliparis pelagicus",NA,"species","Actinopteri","Perciformes","Liparidae","Nectoliparis",TRUE,FALSE,FALSE,281641,446815,"Oregon, Washington, Vancouver Coast and Shelf","Nectoliparis pelagicus"
"2114","Cyclothone pseudopallida","Cyclothone pseudopallida","accepted","Cyclothone pseudopallida",NA,"species","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone",TRUE,FALSE,FALSE,127289,48451,"Oregon, Washington, Vancouver Coast and Shelf","Cyclothone pseudopallida"
"2115","Stellerina xyosterna","Stellerina xyosterna","accepted","Stellerina xyosterna",NA,"species","Actinopteri","Perciformes","Agonidae","Stellerina",TRUE,FALSE,FALSE,254366,283639,"Oregon, Washington, Vancouver Coast and Shelf","Stellerina xyosterna"
"2116","Salvelinus malma","Salvelinus malma","accepted","Salvelinus malma",NA,"species","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",TRUE,TRUE,TRUE,254570,8039,"Oregon, Washington, Vancouver Coast and Shelf","Salvelinus malma"
"2117","Pholis laeta","Pholis laeta","accepted","Pholis laeta",NA,"species","Actinopteri","Perciformes","Pholidae","Pholis",TRUE,FALSE,FALSE,273689,283367,"Oregon, Washington, Vancouver Coast and Shelf","Pholis laeta"
"2118","Sternoptyx obscura","Sternoptyx obscura","accepted","Sternoptyx obscura",NA,"species","Actinopteri","Stomiiformes","Sternoptychidae","Sternoptyx",TRUE,FALSE,FALSE,275004,81875,"Oregon, Washington, Vancouver Coast and Shelf","Sternoptyx obscura"
"2119","Lycodapus parviceps","Lycodapus parviceps","accepted","Lycodapus parviceps",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodapus",TRUE,FALSE,FALSE,279393,1772030,"Oregon, Washington, Vancouver Coast and Shelf","Lycodapus parviceps"
"2120","Icelinus borealis","Icelinus borealis","accepted","Icelinus borealis",NA,"species","Actinopteri","Perciformes","Cottidae","Icelinus",TRUE,FALSE,FALSE,281133,433388,"Oregon, Washington, Vancouver Coast and Shelf","Icelinus borealis"
"2121","Lyconema barbatum","Lyconema barbatum","accepted","Lyconema barbatum",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lyconema",TRUE,FALSE,FALSE,281449,320593,"Oregon, Washington, Vancouver Coast and Shelf","Lyconema barbatum"
"2122","Sebastes variabilis","Sebastes variabilis","accepted","Sebastes variabilis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,398442,394707,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes variabilis"
"2123","Taractes asper","Taractes asper","accepted","Taractes asper",NA,"species","Actinopteri","Scombriformes","Bramidae","Taractes",TRUE,FALSE,FALSE,126786,302046,"Oregon, Washington, Vancouver Coast and Shelf","Taractes asper"
"2124","Pachycara bulbiceps","Pachycara bulbiceps","accepted","Pachycara bulbiceps",NA,"species","Actinopteri","Perciformes","Zoarcidae","Pachycara",TRUE,FALSE,FALSE,127121,NA,"Oregon, Washington, Vancouver Coast and Shelf","Pachycara bulbiceps"
"2125","Bathymaster signatus","Bathymaster signatus","accepted","Bathymaster signatus",NA,"species","Actinopteri","Perciformes","Bathymasteridae","Bathymaster",TRUE,FALSE,FALSE,254513,274808,"Oregon, Washington, Vancouver Coast and Shelf","Bathymaster signatus"
"2126","Scopelosaurus adleri","Scopelosaurus adleri","accepted","Scopelosaurus adleri",NA,"species","Actinopteri","Aulopiformes","Notosudidae","Scopelosaurus",TRUE,FALSE,FALSE,254552,NA,"Oregon, Washington, Vancouver Coast and Shelf","Scopelosaurus adleri"
"2127","Physiculus rastrelliger","Physiculus rastrelliger","accepted","Physiculus rastrelliger",NA,"species","Actinopteri","Gadiformes","Moridae","Physiculus",TRUE,FALSE,FALSE,272510,740704,"Oregon, Washington, Vancouver Coast and Shelf","Physiculus rastrelliger"
"2128","Amphistichus rhodoterus","Amphistichus rhodoterus","accepted","Amphistichus rhodoterus",NA,"species","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Amphistichus",TRUE,TRUE,FALSE,279596,72546,"Oregon, Washington, Vancouver Coast and Shelf","Amphistichus rhodoterus"
"2129","Lepidopsetta polyxystra","Lepidopsetta polyxystra","accepted","Lepidopsetta polyxystra",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Lepidopsetta",TRUE,FALSE,FALSE,281307,433389,"Oregon, Washington, Vancouver Coast and Shelf","Lepidopsetta polyxystra"
"2130","Parvilux ingens","Parvilux ingens","accepted","Parvilux ingens",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Parvilux",TRUE,FALSE,FALSE,282178,717805,"Oregon, Washington, Vancouver Coast and Shelf","Parvilux ingens"
"2131","Radulinus boleoides","Radulinus boleoides","accepted","Radulinus boleoides",NA,"species","Actinopteri","Perciformes","Cottidae","Radulinus",TRUE,FALSE,FALSE,282542,980343,"Oregon, Washington, Vancouver Coast and Shelf","Radulinus boleoides"
"2132","Amblyraja hyperborea","Amblyraja hyperborea","accepted","Amblyraja hyperborea",NA,"species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja",TRUE,FALSE,FALSE,105863,315322,"Oregon, Washington, Vancouver Coast and Shelf","Amblyraja hyperborea"
"2133","Sternoptyx diaphana","Sternoptyx diaphana","accepted","Sternoptyx diaphana",NA,"species","Actinopteri","Stomiiformes","Sternoptychidae","Sternoptyx",TRUE,FALSE,FALSE,127314,81873,"Oregon, Washington, Vancouver Coast and Shelf","Sternoptyx diaphana"
"2134","Lucania parva","Lucania parva","accepted","Lucania parva",NA,"species","Actinopteri","Cyprinodontiformes","Fundulidae","Lucania",TRUE,TRUE,TRUE,159310,722640,"Oregon, Washington, Vancouver Coast and Shelf","Lucania parva"
"2135","Sebastes levis","Sebastes levis","accepted","Sebastes levis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274812,72083,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes levis"
"2136","Dicrolene filamentosa","Dicrolene filamentosa","accepted","Dicrolene filamentosa",NA,"species","Actinopteri","Ophidiiformes","Ophidiidae","Dicrolene",TRUE,FALSE,FALSE,275892,2048735,"Oregon, Washington, Vancouver Coast and Shelf","Dicrolene filamentosa"
"2137","Hyperprosopon ellipticum","Hyperprosopon ellipticum","accepted","Hyperprosopon ellipticum",NA,"species","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Hyperprosopon",TRUE,FALSE,FALSE,281099,1045556,"Oregon, Washington, Vancouver Coast and Shelf","Hyperprosopon ellipticum"
"2138","Icelinus oculatus","Icelinus oculatus","accepted","Icelinus oculatus",NA,"species","Actinopteri","Perciformes","Cottidae","Icelinus",TRUE,FALSE,FALSE,281139,305509,"Oregon, Washington, Vancouver Coast and Shelf","Icelinus oculatus"
"2139","Poromitra curilensis","Poromitra curilensis","accepted","Poromitra curilensis",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Poromitra",TRUE,FALSE,FALSE,474945,1828457,"Oregon, Washington, Vancouver Coast and Shelf","Poromitra curilensis"
"2140","Melanocetus johnsonii","Melanocetus johnsonii","accepted","Melanocetus johnsonii",NA,"species","Actinopteri","Lophiiformes","Melanocetidae","Melanocetus",TRUE,FALSE,FALSE,126556,242962,"Oregon, Washington, Vancouver Coast and Shelf","Melanocetus johnsonii"
"2141","Triglops pingelii","Triglops pingelii","accepted","Triglops pingelii",NA,"species","Actinopteri","Perciformes","Cottidae","Triglops",TRUE,FALSE,FALSE,127207,433391,"Oregon, Washington, Vancouver Coast and Shelf","Triglops pingelii"
"2142","Bathyraja parmifera","Bathyraja parmifera","accepted","Bathyraja parmifera",NA,"species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja",TRUE,FALSE,FALSE,271528,341249,"Oregon, Washington, Vancouver Coast and Shelf","Arctoraja parmifera"
"2143","Benthodesmus pacificus","Benthodesmus pacificus","accepted","Benthodesmus pacificus",NA,"species","Actinopteri","Scombriformes","Trichiuridae","Benthodesmus",TRUE,FALSE,FALSE,274013,1738883,"Oregon, Washington, Vancouver Coast and Shelf","Benthodesmus pacificus"
"2144","Acantholiparis opercularis","Acantholiparis opercularis","accepted","Acantholiparis opercularis",NA,"species","Actinopteri","Perciformes","Liparidae","Acantholiparis",TRUE,FALSE,FALSE,279480,557403,"Oregon, Washington, Vancouver Coast and Shelf","Acantholiparis opercularis"
"2145","Rhamphocottus richardsonii","Rhamphocottus richardsonii","accepted","Rhamphocottus richardsonii",NA,"species","Actinopteri","Perciformes","Rhamphocottidae","Rhamphocottus",TRUE,FALSE,FALSE,282578,283636,"Oregon, Washington, Vancouver Coast and Shelf","Rhamphocottus richardsonii"
"2146","Congriscus megastoma","Thalassenchelys coheni","unaccepted","Thalassenchelys coheni",NA,"species","Actinopteri","Anguilliformes","Colocongridae","Thalassenchelys",TRUE,FALSE,FALSE,282952,1604600,"Oregon, Washington, Vancouver Coast and Shelf","Congriscus megastoma"
"2147","Cyclothone acclinidens","Cyclothone acclinidens","accepted","Cyclothone acclinidens",NA,"species","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone",TRUE,FALSE,FALSE,127282,48441,"Oregon, Washington, Vancouver Coast and Shelf","Cyclothone acclinidens"
"2148","Hexagrammos stelleri","Hexagrammos stelleri","accepted","Hexagrammos stelleri",NA,"species","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",TRUE,FALSE,FALSE,254545,192378,"Oregon, Washington, Vancouver Coast and Shelf","Hexagrammos stelleri"
"2149","Pleurogrammus monopterygius","Pleurogrammus monopterygius","accepted","Pleurogrammus monopterygius",NA,"species","Actinopteri","Perciformes","Hexagrammidae","Pleurogrammus",TRUE,FALSE,FALSE,282289,192379,"Oregon, Washington, Vancouver Coast and Shelf","Pleurogrammus monopterygius"
"2150","Borostomias panamensis","Borostomias panamensis","accepted","Borostomias panamensis",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Borostomias",TRUE,FALSE,FALSE,275052,740691,"Oregon, Washington, Vancouver Coast and Shelf","Borostomias panamensis"
"2151","Clidoderma asperrimum","Clidoderma asperrimum","accepted","Clidoderma asperrimum",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Clidoderma",TRUE,FALSE,FALSE,280216,255560,"Oregon, Washington, Vancouver Coast and Shelf","Clidoderma asperrimum"
"2152","Gibbonsia montereyensis","Gibbonsia montereyensis","accepted","Gibbonsia montereyensis",NA,"species","Actinopteri","Blenniiformes","Clinidae","Gibbonsia",TRUE,FALSE,FALSE,280836,57803,"Oregon, Washington, Vancouver Coast and Shelf","Gibbonsia montereyensis"
"2153","Maulisia argipalla","Maulisia argipalla","accepted","Maulisia argipalla",NA,"species","Actinopteri","Alepocephaliformes","Platytroctidae","Maulisia",TRUE,FALSE,FALSE,126741,473320,"Oregon, Washington, Vancouver Coast and Shelf","Maulisia argipalla"
"2154","Oxylebius pictus","Oxylebius pictus","accepted","Oxylebius pictus",NA,"species","Actinopteri","Perciformes","Hexagrammidae","Oxylebius",TRUE,FALSE,FALSE,240743,283620,"Oregon, Washington, Vancouver Coast and Shelf","Oxylebius pictus"
"2155","Nemichthys larseni","Nemichthys larseni","accepted","Nemichthys larseni",NA,"species","Actinopteri","Anguilliformes","Nemichthyidae","Nemichthys",TRUE,FALSE,FALSE,271905,557354,"Oregon, Washington, Vancouver Coast and Shelf","Nemichthys larseni"
"2156","Sebastes ensifer","Sebastes ensifer","accepted","Sebastes ensifer",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274790,72072,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes ensifer"
"2157","Sebastes ovalis","Sebastes ovalis","accepted","Sebastes ovalis",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274830,72092,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes ovalis"
"2158","Paralichthys californicus","Paralichthys californicus","accepted","Paralichthys californicus",NA,"species","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys",TRUE,TRUE,FALSE,275809,319776,"Oregon, Washington, Vancouver Coast and Shelf","Paralichthys californicus"
"2159","Lipariscus nanus","Lipariscus nanus","accepted","Lipariscus nanus",NA,"species","Actinopteri","Perciformes","Liparidae","Lipariscus",TRUE,FALSE,FALSE,281365,557405,"Oregon, Washington, Vancouver Coast and Shelf","Lipariscus nanus"
"2160","Cyclothone microdon","Cyclothone microdon","accepted","Cyclothone microdon",NA,"species","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone",TRUE,FALSE,FALSE,127286,48447,"Oregon, Washington, Vancouver Coast and Shelf","Cyclothone microdon"
"2161","Sigmops gracilis","Sigmops gracilis","accepted","Sigmops gracilis",NA,"species","Actinopteri","Stomiiformes","Gonostomatidae","Sigmops",TRUE,FALSE,FALSE,279336,48457,"Oregon, Washington, Vancouver Coast and Shelf","Sigmops gracilis"
"2162","Blepsias cirrhosus","Blepsias cirrhosus","accepted","Blepsias cirrhosus",NA,"species",NA,"Scorpaeniformes","Hemitripteridae","Blepsias",TRUE,FALSE,FALSE,279417,573213,"Oregon, Washington, Vancouver Coast and Shelf","Blepsias cirrhosus"
"2163","Bothragonus swanii","Bothragonus swanii","accepted","Bothragonus swanii",NA,"species","Actinopteri","Perciformes","Agonidae","Bothragonus",TRUE,FALSE,FALSE,279947,1154617,"Oregon, Washington, Vancouver Coast and Shelf","Bothragonus swanii"
"2164","Coelorinchus scaphopsis","Coelorinchus scaphopsis","accepted","Coelorinchus scaphopsis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coelorinchus",TRUE,FALSE,FALSE,280334,319433,"Oregon, Washington, Vancouver Coast and Shelf","Coelorinchus scaphopsis"
"2165","Cyclothone pallida","Cyclothone pallida","accepted","Cyclothone pallida",NA,"species","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone",TRUE,FALSE,FALSE,127288,48449,"Oregon, Washington, Vancouver Coast and Shelf","Cyclothone pallida"
"2166","Phanerodon furcatus","Phanerodon furcatus","accepted","Phanerodon furcatus",NA,"species","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Phanerodon",TRUE,FALSE,FALSE,240730,100200,"Oregon, Washington, Vancouver Coast and Shelf","Phanerodon furcatus"
"2167","Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus","accepted","Myoxocephalus polyacanthocephalus",NA,"species","Actinopteri","Perciformes","Cottidae","Myoxocephalus",TRUE,FALSE,FALSE,254528,238839,"Oregon, Washington, Vancouver Coast and Shelf","Myoxocephalus polyacanthocephalus"
"2168","Paraliparis paucidens","Paraliparis paucidens","accepted","Paraliparis paucidens",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274603,557359,"Oregon, Washington, Vancouver Coast and Shelf","Paraliparis paucidens"
"2169","Sebastes rosaceus","Sebastes rosaceus","accepted","Sebastes rosaceus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274841,72096,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes rosaceus"
"2170","Sebastes semicinctus","Sebastes semicinctus","accepted","Sebastes semicinctus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274851,320568,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes semicinctus"
"2171","Sebastes melanostictus","Sebastes melanostictus","accepted","Sebastes melanostictus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,1015496,394695,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes melanostictus"
"2172","Hexanchus griseus","Hexanchus griseus","accepted","Hexanchus griseus",NA,"species","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus",TRUE,FALSE,FALSE,105833,94987,"Oregon, Washington, Vancouver Coast and Shelf","Hexanchus griseus"
"2173","Alopias vulpinus","Alopias vulpinus","accepted","Alopias vulpinus",NA,"species","Elasmobranchii","Lamniformes","Alopiidae","Alopias",TRUE,FALSE,FALSE,105836,7852,"Oregon, Washington, Vancouver Coast and Shelf","Alopias vulpinus"
"2174","Galeorhinus galeus","Galeorhinus galeus","accepted","Galeorhinus galeus",NA,"species","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus",TRUE,FALSE,FALSE,105820,86063,"Oregon, Washington, Vancouver Coast and Shelf","Galeorhinus galeus"
"2175","Taaningichthys bathyphilus","Taaningichthys bathyphilus","accepted","Taaningichthys bathyphilus",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Taaningichthys",TRUE,FALSE,FALSE,126631,123249,"Oregon, Washington, Vancouver Coast and Shelf","Taaningichthys bathyphilus"
"2176","Embiotoca jacksoni","Embiotoca jacksoni","accepted","Embiotoca jacksoni",NA,"species","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Embiotoca",TRUE,FALSE,FALSE,240746,100190,"Oregon, Washington, Vancouver Coast and Shelf","Embiotoca jacksoni"
"2177","Lepidopus fitchi","Lepidopus fitchi","accepted","Lepidopus fitchi",NA,"species","Actinopteri","Scombriformes","Trichiuridae","Lepidopus",TRUE,FALSE,FALSE,274018,515182,"Oregon, Washington, Vancouver Coast and Shelf","Lepidopus fitchi"
"2178","Clinocottus analis","Clinocottus analis","accepted","Clinocottus analis",NA,"species","Actinopteri","Perciformes","Cottidae","Clinocottus",TRUE,FALSE,FALSE,280219,304258,"Oregon, Washington, Vancouver Coast and Shelf","Clinocottus analis"
"2179","Hyperprosopon anale","Hyperprosopon anale","accepted","Hyperprosopon anale",NA,"species","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Hyperprosopon",TRUE,FALSE,FALSE,281097,305783,"Oregon, Washington, Vancouver Coast and Shelf","Hyperprosopon anale"
"2180","Pentaceros richardsoni","Pentaceros richardsoni","accepted","Pentaceros richardsoni",NA,"species","Actinopteri","Acropomatiformes","Pentacerotidae","Pentaceros",TRUE,FALSE,FALSE,313240,334885,"Oregon, Washington, Vancouver Coast and Shelf","Pentaceros richardsoni"
"2181","Tetronarce californica","Tetronarce californica","accepted","Tetronarce californica",NA,"species","Elasmobranchii","Torpediniformes","Torpedinidae","Tetronarce",TRUE,FALSE,FALSE,845703,7787,"Oregon, Washington, Vancouver Coast and Shelf","Tetronarce californica"
"2182","Carcharodon carcharias","Carcharodon carcharias","accepted","Carcharodon carcharias",NA,"species","Elasmobranchii","Lamniformes","Lamnidae","Carcharodon",TRUE,TRUE,FALSE,105838,13397,"Oregon, Washington, Vancouver Coast and Shelf","Carcharodon carcharias"
"2183","Thunnus alalunga","Thunnus alalunga","accepted","Thunnus alalunga",NA,"species","Actinopteri","Scombriformes","Scombridae","Thunnus",TRUE,FALSE,FALSE,127026,NA,"Oregon, Washington, Vancouver Coast and Shelf","Thunnus alalunga"
