verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,genusid
Charisea saxicola,Charisea saxicola,accepted,Charisea saxicola,NA,species,Cnidaria,Anthozoa,Actiniaria,Condylanthidae,Charisea,TRUE,NA,NA,289586,289586,NA,1742626,267303
Hataia parva,Hataia parva,accepted,Hataia parva,NA,species,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Hataia,TRUE,NA,NA,290079,290079,671086,1186927,267474
Lillipathes lillei,Lillipathes lillei,accepted,Lillipathes lillei,NA,species,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Lillipathes,TRUE,NA,NA,290291,290291,NA,NA,267553
Paulinum lineatum,Paulinum lineatum,accepted,Paulinum lineatum,NA,species,Cnidaria,Hydrozoa,Anthoathecata,NA,Paulinum,TRUE,NA,NA,290698,290698,NA,NA,267709
NA,Branchinotogluma,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Polynoidae,Branchinotogluma,TRUE,FALSE,FALSE,NA,324929,NA,907759,324929
NA,Spinosphaera,accepted,NA,NA,genus,Annelida,Polychaeta,Terebellida,Terebellidae,Spinosphaera,TRUE,FALSE,FALSE,NA,325285,NA,NA,325285
NA,Thoracophelia,accepted,NA,NA,genus,Annelida,Polychaeta,NA,Opheliidae,Thoracophelia,TRUE,FALSE,FALSE,NA,326053,NA,1280053,326053
Amblyosyllis speciosa,Amblyosyllis speciosa,accepted,Amblyosyllis speciosa,NA,species,Annelida,Polychaeta,Phyllodocida,Syllidae,Amblyosyllis,TRUE,FALSE,FALSE,326282,326282,NA,1045397,129645
Boccardia pugettensis,Boccardia pugettensis,accepted,Boccardia pugettensis,NA,species,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,TRUE,FALSE,FALSE,327251,327251,NA,NA,129609
Lepidasthenia berkeleyae,Lepidasthenia berkeleyae,accepted,Lepidasthenia berkeleyae,NA,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidasthenia,TRUE,FALSE,FALSE,328739,328739,205810,868085,129495
Nicomache venticola,Nicomache venticola,accepted,Nicomache venticola,NA,species,Annelida,Polychaeta,NA,Maldanidae,Nicomache,TRUE,FALSE,FALSE,329812,329812,853487,1964455,129357
Pseudopotamilla occelata,Pseudopotamilla occelata,accepted,Pseudopotamilla occelata,NA,species,Annelida,Polychaeta,Sabellida,Sabellidae,Pseudopotamilla,TRUE,FALSE,FALSE,331424,331424,807536,1743242,129548
Eudistylia polymorpha,Eudistylia polymorpha,accepted,Eudistylia polymorpha,NA,species,Annelida,Polychaeta,Sabellida,Sabellidae,Eudistylia,TRUE,FALSE,FALSE,333269,333269,NA,NA,325075
Pilargis berkeleyae,Pilargis berkeleyae,accepted,Pilargis berkeleyae,NA,species,Annelida,Polychaeta,Phyllodocida,Pilargidae,Pilargis,TRUE,FALSE,FALSE,334520,334520,785165,NA,129466
Amonardia perturbata,Amonardia perturbata,accepted,Amonardia perturbata,NA,species,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Amonardia,TRUE,FALSE,FALSE,348696,348696,808522,2172668,115302
Benthopecten claviger,Benthopecten claviger,accepted,Benthopecten claviger,NA,species,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Benthopecten,TRUE,FALSE,FALSE,380747,380747,140218,868583,123239
Mopalia imporcata,Mopalia imporcata,accepted,Mopalia imporcata,NA,species,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,TRUE,NA,NA,386347,386347,105230,430712,385567
Dendrochiton semiliratus,Dendrochiton semiliratus,accepted,Dendrochiton semiliratus,NA,species,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Dendrochiton,TRUE,NA,NA,386950,386950,NA,NA,385620
NA,Fusitriton,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Cymatiidae,Fusitriton,TRUE,FALSE,FALSE,NA,390535,NA,160011,390535
Parallorchestes trispinosa,Parallorchestes trispinosa,accepted,Parallorchestes trispinosa,NA,species,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Parallorchestes,TRUE,FALSE,FALSE,395446,395446,NA,NA,390789
Ceratostoma fournieri,Ceratostoma fournieri,accepted,Ceratostoma fournieri,NA,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma,TRUE,NA,NA,403963,403963,NA,NA,240766
Cuspidaria cowani,Cuspidaria cowani,accepted,Cuspidaria cowani,NA,species,Mollusca,Bivalvia,NA,Cuspidariidae,Cuspidaria,TRUE,NA,NA,407734,407734,NA,NA,137858
NA,Parvilucina,accepted,NA,NA,genus,Mollusca,Bivalvia,Lucinida,Lucinidae,Parvilucina,TRUE,NA,NA,NA,415776,NA,881240,415776
Ampelisca careyi,Ampelisca careyi,accepted,Ampelisca careyi,NA,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,TRUE,FALSE,FALSE,422976,422976,370389,NA,101445
Byblis veleronis,Byblis veleronis,accepted,Byblis veleronis,NA,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Byblis,TRUE,FALSE,FALSE,423243,423243,299399,2566366,101446
Caprella drepanochir,Caprella drepanochir,accepted,Caprella drepanochir,NA,species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,TRUE,FALSE,FALSE,423256,423256,804555,NA,101430
Megamoera dentata,Megamoera dentata,accepted,Megamoera dentata,NA,species,Arthropoda,Malacostraca,Amphipoda,Melitidae,Megamoera,TRUE,FALSE,FALSE,423508,423508,512580,2172704,101678
Monocorophium steinegeri,Monocorophium steinegeri,accepted,Monocorophium steinegeri,NA,species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,TRUE,FALSE,FALSE,431364,431364,NA,NA,148591
Protomedeia prudens,Protomedeia prudens,accepted,Protomedeia prudens,NA,species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Protomedeia,TRUE,NA,NA,431447,431447,NA,NA,101574
Clypeosectus curvus,Clypeosectus curvus,accepted,Clypeosectus curvus,NA,species,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Clypeosectus,TRUE,NA,NA,449948,449948,722724,205506,449909
Vesicomya galatheae,Vesicomya galatheae,accepted,Vesicomya galatheae,NA,species,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,TRUE,NA,NA,464353,464353,NA,2053991,138657
Reginella furcata,Reginella furcata,accepted,Reginella furcata,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Reginella,TRUE,FALSE,FALSE,467451,467451,NA,NA,206889
NA,Reussia,accepted,NA,NA,genus,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Reussia,TRUE,FALSE,FALSE,NA,468543,NA,NA,468543
Hincksina alba,Hincksina alba,accepted,Hincksina alba,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Hincksina,TRUE,FALSE,FALSE,469811,469811,NA,NA,110913
Anoplodium hymanae,Anoplodium hymanae,accepted,Anoplodium hymanae,NA,species,Platyhelminthes,NA,Rhabdocoela,Umagillidae,Anoplodium,TRUE,FALSE,FALSE,480805,480805,NA,2068791,142300
Vorticeros praedatorium,Vorticeros praedatorium,accepted,Vorticeros praedatorium,NA,species,Platyhelminthes,NA,Prolecithophora,Plagiostomidae,Vorticeros,TRUE,NA,NA,484164,484164,808490,2172726,142262
NA,Locustogammarus,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Locustogammarus,TRUE,TRUE,TRUE,NA,488644,NA,353606,488644
Allorchestes bellabella,Allorchestes bellabella,accepted,Allorchestes bellabella,NA,species,Arthropoda,Malacostraca,Amphipoda,Dogielinotidae,Allorchestes,TRUE,FALSE,FALSE,489544,489544,NA,NA,204540
Rhachotropis calceolata,Rhachotropis calceolata,accepted,Rhachotropis calceolata,NA,species,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Rhachotropis,TRUE,NA,NA,489874,489874,NA,NA,101528
Buccinum strigillatum,Buccinum strigillatum,accepted,Buccinum strigillatum,NA,species,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,TRUE,NA,NA,490857,490857,NA,NA,137701
Iphimedia rickettsi,Iphimedia rickettsi,accepted,Iphimedia rickettsi,NA,species,Arthropoda,Malacostraca,Amphipoda,Iphimediidae,Iphimedia,TRUE,FALSE,FALSE,491636,491636,NA,NA,101554
Jassa staudei,Jassa staudei,accepted,Jassa staudei,NA,species,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa,TRUE,FALSE,FALSE,491725,491725,200669,496418,101571
Microjassa barnardi,Microjassa barnardi,accepted,Microjassa barnardi,NA,species,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Microjassa,TRUE,FALSE,FALSE,491781,491781,NA,NA,101572
Nybelinia surmenicola,Nybelinia surmenicola,accepted,Nybelinia surmenicola,NA,species,Platyhelminthes,Cestoda,Trypanorhyncha,Tentaculariidae,Nybelinia,TRUE,NA,NA,508549,508549,NA,648055,105080
Lottia asmi,Lottia asmi,accepted,Lottia asmi,NA,species,Mollusca,Gastropoda,NA,Lottiidae,Lottia,TRUE,FALSE,FALSE,510016,510016,737638,702830,160336
Sperosoma giganteum,Sperosoma giganteum,accepted,Sperosoma giganteum,NA,species,Echinodermata,Echinoidea,Echinothurioida,Echinothuriidae,Sperosoma,TRUE,FALSE,FALSE,513555,513555,NA,NA,123402
Crangon franciscorum franciscorum,Crangon franciscorum franciscorum,accepted,Crangon franciscorum,Crangon franciscorum franciscorum,subspecies,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,TRUE,TRUE,FALSE,241261,515734,NA,NA,107007
Lebbeus vicinus,Lebbeus vicinus,accepted,Lebbeus vicinus,NA,species,Arthropoda,Malacostraca,Decapoda,Thoridae,Lebbeus,TRUE,FALSE,FALSE,515743,515743,NA,NA,106989
Orchomenella decipiens,Orchomenella decipiens,accepted,Orchomenella decipiens,NA,species,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Orchomenella,TRUE,FALSE,FALSE,527429,527429,NA,NA,101634
Elasmopus antennatus,Elasmopus antennatus,accepted,Elasmopus antennatus,NA,species,Arthropoda,Malacostraca,Amphipoda,Maeridae,Elasmopus,TRUE,FALSE,FALSE,531468,531468,803364,NA,101671
Bansella oregonica,Bansella oregonica,accepted,Bansella oregonica,NA,species,Annelida,Polychaeta,Sabellida,Fabriciidae,Bansella,TRUE,FALSE,FALSE,533794,533794,NA,NA,533793
Acanthodoris nanaimoensis,Acanthodoris nanaimoensis,accepted,Acanthodoris nanaimoensis,NA,species,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,TRUE,NA,NA,535685,535685,395181,1421101,138284
Megamoera bowmani,Megamoera bowmani,accepted,Megamoera bowmani,NA,species,Arthropoda,Malacostraca,Amphipoda,Melitidae,Megamoera,TRUE,FALSE,FALSE,537188,537188,NA,NA,101678
Americhelidium millsi,Americhelidium millsi,accepted,Americhelidium millsi,NA,species,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Americhelidium,TRUE,FALSE,FALSE,546995,546995,803369,NA,415039
Dendronotus subramosus,Dendronotus subramosus,accepted,Dendronotus subramosus,NA,species,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,TRUE,NA,NA,548244,548244,NA,797218,137885
Photis pachydactyla,Photis pachydactyla,accepted,Photis pachydactyla,NA,species,Arthropoda,Malacostraca,Amphipoda,Photidae,Photis,TRUE,NA,NA,548667,548667,NA,NA,101563
Heterophoxus ellisi,Heterophoxus ellisi,accepted,Heterophoxus ellisi,NA,species,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Heterophoxus,TRUE,FALSE,FALSE,548940,548940,NA,NA,176848
Paramoera crassicauda,Paramoera crassicauda,accepted,Paramoera crassicauda,NA,species,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Paramoera,TRUE,NA,NA,550344,550344,NA,NA,176958
Megalorchestia californiana,Megalorchestia californiana,accepted,Megalorchestia californiana,NA,species,Arthropoda,Malacostraca,Amphipoda,Talitridae,Megalorchestia,TRUE,FALSE,FALSE,556789,556789,593110,1100063,555636
Lasaea subviridis,Lasaea subviridis,accepted,Lasaea subviridis,NA,species,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Lasaea,TRUE,NA,NA,575180,575180,NA,NA,138104
Odostomia capitana,Odostomia capitana,accepted,Odostomia capitana,NA,species,Mollusca,Gastropoda,NA,Pyramidellidae,Odostomia,TRUE,NA,NA,581114,581114,NA,NA,138413
Turbonilla aurantia,Turbonilla aurantia,accepted,Turbonilla aurantia,NA,species,Mollusca,Gastropoda,NA,Pyramidellidae,Turbonilla,TRUE,NA,NA,581304,581304,NA,NA,138421
Turbonilla lyalli,Turbonilla lyalli,accepted,Turbonilla lyalli,NA,species,Mollusca,Gastropoda,NA,Pyramidellidae,Turbonilla,TRUE,NA,NA,581344,581344,NA,NA,138421
Acanthodoris brunnea,Acanthodoris brunnea,accepted,Acanthodoris brunnea,NA,species,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,TRUE,NA,NA,581687,581687,293134,763111,138284
Aldisa cooperi,Aldisa cooperi,accepted,Aldisa cooperi,NA,species,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Aldisa,TRUE,NA,NA,581809,581809,NA,NA,137642
Cornisepta pacifica,Cornisepta pacifica,accepted,Cornisepta pacifica,NA,species,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Cornisepta,TRUE,NA,NA,588513,588513,NA,NA,180872
Protolaeospira (Protolaeospira) eximia,Protolaeospira (Protolaeospira) eximia,accepted,Protolaeospira (Protolaeospira) eximia,NA,species,Annelida,Polychaeta,Sabellida,Serpulidae,Protolaeospira,TRUE,NA,NA,608027,608027,NA,NA,129640
Diopatra hupferiana,Diopatra hupferiana,accepted,Diopatra hupferiana,NA,species,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,TRUE,NA,NA,738690,738690,NA,NA,129398
Antho (Plocamia) karykina,Antho (Plocamia) karykina,accepted,Antho (Plocamia) karykina,NA,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Antho,TRUE,FALSE,FALSE,744396,744396,NA,NA,131865
Farrea omniclavata,Farrea omniclavata,accepted,Farrea omniclavata,NA,species,Porifera,Hexactinellida,Sceptrulophora,Farreidae,Farrea,TRUE,FALSE,FALSE,747392,747392,NA,NA,132107
Opisthodonta uraga,Opisthodonta uraga,accepted,Opisthodonta uraga,NA,species,Annelida,Polychaeta,Phyllodocida,Syllidae,Opisthodonta,TRUE,FALSE,FALSE,761612,761612,NA,NA,129661
Watersipora subatra,Watersipora subatra,accepted,Watersipora subatra,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,TRUE,FALSE,FALSE,816025,816025,NA,NA,110991
Epigamia noroi,Epigamia noroi,accepted,Epigamia noroi,NA,species,Annelida,Polychaeta,Phyllodocida,Syllidae,Epigamia,TRUE,FALSE,FALSE,817901,817901,153164,418316,238144
Crisularia harmsworthi,Crisularia harmsworthi,accepted,Crisularia harmsworthi,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,TRUE,FALSE,FALSE,834032,834032,NA,NA,709415
Apolochus litoralis,Apolochus litoralis,accepted,Apolochus litoralis,NA,species,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Apolochus,TRUE,FALSE,FALSE,847659,847659,NA,NA,236494
Saccella cellulita,Saccella cellulita,accepted,Saccella cellulita,NA,species,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Saccella,TRUE,NA,NA,866911,866911,NA,NA,236687
Similiclava nivea,Similiclava nivea,accepted,Similiclava nivea,NA,species,Cnidaria,Hydrozoa,Anthoathecata,Similiclavidae,Similiclava,TRUE,FALSE,FALSE,870258,870258,NA,1560200,870257
Latrunculia (Latrunculia) austini,Latrunculia (Latrunculia) austini,accepted,Latrunculia (Latrunculia) austini,NA,species,Porifera,Demospongiae,Poecilosclerida,Latrunculiidae,Latrunculia,TRUE,FALSE,FALSE,880527,880527,NA,NA,132038
Sunamphitoe eoa,Sunamphitoe eoa,accepted,Sunamphitoe eoa,NA,species,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Sunamphitoe,TRUE,FALSE,FALSE,1007409,1007409,NA,NA,101462
Sunamphitoe plea,Sunamphitoe plea,accepted,Sunamphitoe plea,NA,species,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Sunamphitoe,TRUE,FALSE,FALSE,1007423,1007423,NA,NA,101462
Paciocinebrina sclera,Paciocinebrina sclera,accepted,Paciocinebrina sclera,NA,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Paciocinebrina,TRUE,NA,FALSE,1329782,1329782,NA,NA,1329560
Paulodora artoisi,Paulodora artoisi,accepted,Paulodora artoisi,NA,species,Platyhelminthes,NA,Rhabdocoela,Polycystididae,Paulodora,TRUE,FALSE,FALSE,1332000,1332000,NA,NA,155549
NA,Orthocladius,accepted,NA,NA,genus,Arthropoda,Hexapoda,Diptera,Chironomidae,Orthocladius,NA,NA,TRUE,NA,1355734,NA,NA,1355734
Chonospeira nuda,Chonospeira nuda,accepted,Chonospeira nuda,NA,species,Mollusca,Gastropoda,Trochida,Solariellidae,Chonospeira,TRUE,FALSE,FALSE,1424481,1424481,NA,NA,1424480
Nematostella vectensis,Nematostella vectensis,accepted,Nematostella vectensis,NA,species,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella,TRUE,TRUE,NA,100906,100906,82348,45351,100734
NA,Odius,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Odiidae,Odius,TRUE,FALSE,FALSE,NA,101685,NA,1806147,101685
NA,Parametaphoxus,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Parametaphoxus,TRUE,FALSE,FALSE,NA,101721,NA,NA,101721
NA,Cystisoma,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Cystisomatidae,Cystisoma,TRUE,NA,NA,NA,101793,NA,472050,101793
Caprella penantis,Caprella penantis,accepted,Caprella penantis,NA,species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,TRUE,FALSE,FALSE,101846,101846,515048,1282972,101430
Orchomenella pinguis,Orchomenella pinguis,accepted,Orchomenella pinguis,NA,species,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Orchomenella,TRUE,FALSE,FALSE,102696,102696,111728,587174,101634
Cystisoma fabricii,Cystisoma fabricii,accepted,Cystisoma fabricii,NA,species,Arthropoda,Malacostraca,Amphipoda,Cystisomatidae,Cystisoma,TRUE,NA,NA,103243,103243,NA,NA,101793
Gaussia princeps,Gaussia princeps,accepted,Gaussia princeps,NA,species,Arthropoda,Copepoda,Calanoida,Metridinidae,Gaussia,TRUE,FALSE,FALSE,104625,104625,NA,148582,104189
Abothrium gadi,Abothrium gadi,accepted,Abothrium gadi,NA,species,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Abothrium,TRUE,NA,NA,105216,105216,671405,70589,105019
Parapagurus pilosimanus,Parapagurus pilosimanus,accepted,Parapagurus pilosimanus,NA,species,Arthropoda,Malacostraca,Decapoda,Parapaguridae,Parapagurus,TRUE,FALSE,FALSE,107248,107248,210724,NA,106858
Systellaspis cristata,Systellaspis cristata,accepted,Systellaspis cristata,NA,species,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Systellaspis,TRUE,FALSE,FALSE,107604,107604,193408,1616694,107027
NA,Prosorhynchus,accepted,NA,NA,genus,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Prosorhynchus,TRUE,TRUE,TRUE,NA,108673,NA,73349,108673
NA,Corynoporella,accepted,NA,NA,genus,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Corynoporella,TRUE,NA,NA,NA,110841,NA,NA,110841
NA,Lagenipora,accepted,NA,NA,genus,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Lagenipora,TRUE,NA,NA,NA,110876,NA,NA,110876
Porella acutirostris,Porella acutirostris,accepted,Porella acutirostris,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,TRUE,FALSE,FALSE,111121,111121,NA,NA,110835
Callopora lineata,Callopora lineata,accepted,Callopora lineata,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Callopora,TRUE,FALSE,FALSE,111197,111197,670996,560967,110851
Smittina landsborovii,Smittina landsborovii,accepted,Smittina landsborovii,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina,TRUE,FALSE,FALSE,111558,111558,NA,NA,110979
NA,Barentsia,accepted,NA,NA,genus,Entoprocta,NA,NA,Barentsiidae,Barentsia,TRUE,TRUE,NA,NA,111795,NA,NA,111795
NA,Mesochra,accepted,NA,NA,genus,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Mesochra,FALSE,TRUE,FALSE,NA,115241,NA,512231,115241
NA,Tigriopus,accepted,NA,NA,genus,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Tigriopus,TRUE,FALSE,FALSE,NA,115351,NA,6831,115351
NA,Zaus,accepted,NA,NA,genus,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Zaus,TRUE,FALSE,FALSE,NA,115352,NA,512256,115352
NA,Echinolaophonte,accepted,NA,NA,genus,Arthropoda,Copepoda,Harpacticoida,Laophontidae,Echinolaophonte,TRUE,FALSE,FALSE,NA,115367,NA,1642552,115367
NA,Dactylopusia,accepted,NA,NA,genus,Arthropoda,Copepoda,Harpacticoida,Dactylopusiidae,Dactylopusia,TRUE,FALSE,FALSE,NA,115458,NA,512216,115458
NA,Diarthrodes,accepted,NA,NA,genus,Arthropoda,Copepoda,Harpacticoida,Dactylopusiidae,Diarthrodes,TRUE,FALSE,FALSE,NA,115460,NA,512218,115460
Onychocamptus mohammed,Onychocamptus mohammed,accepted,Onychocamptus mohammed,NA,species,Arthropoda,Copepoda,Harpacticoida,Laophontidae,Onychocamptus,TRUE,TRUE,TRUE,116288,116288,746843,1795158,115378
NA,Kirchenpaueria,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Leptothecata,Kirchenpaueriidae,Kirchenpaueria,TRUE,NA,NA,NA,117125,NA,308593,117125
NA,Filellum,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Filellum,TRUE,FALSE,FALSE,NA,117133,NA,1089269,117133
NA,Mitrocomella,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,Mitrocomella,TRUE,NA,FALSE,NA,117162,NA,645397,117162
Halecium undulatum,Halecium undulatum,accepted,Halecium undulatum,NA,species,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,TRUE,NA,NA,117607,117607,NA,NA,117103
Grammaria abietina,Grammaria abietina,accepted,Grammaria abietina,NA,species,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Grammaria,TRUE,NA,NA,117692,117692,767046,NA,117134
NA,Cephalothrix,accepted,NA,NA,genus,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix,TRUE,NA,FALSE,NA,122379,NA,166041,122379
Anisakis simplex,Anisakis simplex,accepted,Anisakis simplex,NA,species,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis,TRUE,TRUE,NA,122889,122889,82212,6269,22832
NA,Asteronyx,accepted,NA,NA,genus,Echinodermata,Ophiuroidea,Euryalida,Asteronychidae,Asteronyx,TRUE,FALSE,FALSE,NA,123578,NA,72722,123578
NA,Amphiura,accepted,NA,NA,genus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,TRUE,FALSE,FALSE,NA,123613,NA,82377,123613
Brisaster fragilis,Brisaster fragilis,accepted,Brisaster fragilis,NA,species,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Brisaster,TRUE,FALSE,FALSE,124404,124404,81354,271689,123427
Leptosynapta galliennii,Leptosynapta galliennii,accepted,Leptosynapta galliennii,NA,species,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,TRUE,FALSE,FALSE,124464,124464,NA,NA,123449
Pentamera calcigera,Pentamera calcigera,accepted,Pentamera calcigera,NA,species,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Pentamera,TRUE,FALSE,FALSE,124655,124655,217691,861476,123489
Ekmania barthii,Ekmania barthii,accepted,Ekmania barthii,NA,species,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Ekmania,TRUE,FALSE,FALSE,124681,124681,222891,1622217,123496
NA,Anthothela,accepted,NA,NA,genus,Cnidaria,Anthozoa,Malacalcyonacea,Alcyoniidae,Anthothela,TRUE,NA,FALSE,NA,125324,NA,44180,125324
Conchoecissa ametra,Conchoecissa ametra,accepted,Conchoecissa ametra,NA,species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecissa,TRUE,NA,FALSE,127777,127777,650264,702394,127535
Paraconchoecia hirsuta,Paraconchoecia hirsuta,accepted,Paraconchoecia hirsuta,NA,species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paraconchoecia,TRUE,NA,FALSE,127840,127840,NA,NA,127552
NA,Maupasia,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Maupasia,TRUE,FALSE,FALSE,NA,129327,NA,NA,129327
NA,Macroclymene,accepted,NA,NA,genus,Annelida,Polychaeta,NA,Maldanidae,Macroclymene,TRUE,FALSE,FALSE,NA,129351,NA,NA,129351
NA,Pseudopolydora,accepted,NA,NA,genus,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,TRUE,FALSE,FALSE,NA,129621,NA,997029,129621
NA,Bushiella,accepted,NA,NA,genus,Annelida,Polychaeta,Sabellida,Serpulidae,Bushiella,TRUE,FALSE,FALSE,NA,129628,NA,357042,129628
NA,Sternaspis,accepted,NA,NA,genus,Annelida,Polychaeta,Terebellida,Sternaspidae,Sternaspis,TRUE,FALSE,FALSE,NA,129644,NA,NA,129644
NA,Haplosyllis,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Syllidae,Haplosyllis,TRUE,FALSE,FALSE,NA,129657,NA,199559,129657
NA,Streptosyllis,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Syllidae,Streptosyllis,TRUE,FALSE,FALSE,NA,129678,NA,418356,129678
NA,Eupolymnia,accepted,NA,NA,genus,Annelida,Polychaeta,Terebellida,Terebellidae,Eupolymnia,TRUE,FALSE,FALSE,NA,129693,NA,13518,129693
NA,Proclea,accepted,NA,NA,genus,Annelida,Polychaeta,Terebellida,Terebellidae,Proclea,TRUE,FALSE,FALSE,NA,129711,NA,NA,129711
Clymenella torquata,Clymenella torquata,accepted,Clymenella torquata,NA,species,Annelida,Polychaeta,NA,Maldanidae,Clymenella,TRUE,FALSE,FALSE,130279,130279,27310,292503,129344
Praxillella praetermissa,Praxillella praetermissa,accepted,Praxillella praetermissa,NA,species,Annelida,Polychaeta,NA,Maldanidae,Praxillella,TRUE,FALSE,FALSE,130326,130326,204060,862916,129360
Chone infundibuliformis,Chone infundibuliformis,accepted,Chone infundibuliformis,NA,species,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,TRUE,FALSE,FALSE,130891,130891,195145,521395,129525
Tomopteris cavallii,Tomopteris cavallii,accepted,Tomopteris cavallii,NA,species,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,TRUE,FALSE,FALSE,131548,131548,NA,NA,129715
