verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,genusid
Anadara tuberculosa,Anadara tuberculosa,accepted,Anadara tuberculosa,NA,species,Mollusca,Bivalvia,Arcida,Arcidae,Anadara,TRUE,NA,NA,504313,504313,371339,173065,137669
Arene socorroensis,Arene socorroensis,accepted,Arene socorroensis,NA,species,Mollusca,Gastropoda,Trochida,Areneidae,Arene,TRUE,FALSE,FALSE,574882,574882,NA,NA,413481
Nucinella subdola,Nucinella subdola,accepted,Nucinella subdola,NA,species,Mollusca,Bivalvia,Solemyida,Nucinellidae,Nucinella,TRUE,NA,NA,505822,505822,NA,NA,390694
Brachidontes semilaevis,Brachidontes semilaevis,accepted,Brachidontes semilaevis,NA,species,Mollusca,Bivalvia,Mytilida,Mytilidae,Brachidontes,TRUE,NA,NA,505997,505997,NA,317183,138215
Geryonia proboscidalis,Geryonia proboscidalis,accepted,Geryonia proboscidalis,NA,species,Cnidaria,Hydrozoa,Limnomedusae,Geryoniidae,Geryonia,TRUE,FALSE,FALSE,117567,117567,656686,497503,117098
NA,Clypeaster,accepted,NA,NA,genus,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Clypeaster,TRUE,FALSE,FALSE,NA,205242,NA,7643,205242
Paralvinella bactericola,Paralvinella bactericola,accepted,Paralvinella bactericola,NA,species,Annelida,Polychaeta,Terebellida,Alvinellidae,Paralvinella,TRUE,FALSE,FALSE,330305,330305,NA,NA,324591
Semele purpurascens,Semele purpurascens,accepted,Semele purpurascens,NA,species,Mollusca,Bivalvia,Cardiida,Semelidae,Semele,TRUE,NA,NA,420916,420916,NA,NA,138476
Vokesimurex lividus,Vokesimurex lividus,accepted,Vokesimurex lividus,NA,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vokesimurex,TRUE,NA,NA,405213,405213,NA,NA,395175
Holothuria (Mertensiothuria) hilla,Holothuria (Mertensiothuria) hilla,accepted,Holothuria (Mertensiothuria) hilla,NA,species,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,TRUE,FALSE,FALSE,529402,529402,NA,566290,123456
Calyptraea conica,Calyptraea conica,accepted,Calyptraea conica,NA,species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Calyptraea,TRUE,NA,NA,574917,574917,NA,NA,137721
Oenone fulgida,Oenone fulgida,accepted,Oenone fulgida,NA,species,Annelida,Polychaeta,Eunicida,Oenonidae,Oenone,TRUE,FALSE,FALSE,130451,130451,83442,318792,129396
Chiton articulatus,Chiton articulatus,accepted,Chiton articulatus,NA,species,Mollusca,Polyplacophora,Chitonida,Chitonidae,Chiton,TRUE,NA,NA,386770,386770,NA,NA,137779
Knefastia princeps,Knefastia princeps,accepted,Knefastia princeps,NA,species,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Knefastia,TRUE,NA,NA,434153,434153,NA,NA,432480
Crepidula arenata,Crepidula arenata,accepted,Crepidula arenata,NA,species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,TRUE,NA,NA,593782,593782,NA,211744,137722
Donax kindermanni,Donax kindermanni,accepted,Donax kindermanni,NA,species,Mollusca,Bivalvia,Cardiida,Donacidae,Donax,TRUE,NA,NA,494713,494713,NA,NA,137906
Evibacus princeps,Evibacus princeps,accepted,Evibacus princeps,NA,species,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Evibacus,TRUE,FALSE,FALSE,382917,382917,503280,1104402,382776
NA,Condylocardia,accepted,NA,NA,genus,Mollusca,Bivalvia,Carditida,Condylocardiidae,Condylocardia,TRUE,FALSE,FALSE,NA,234138,NA,NA,234138
Cerithiopsis neglecta,Cerithiopsis neglecta,accepted,Cerithiopsis neglecta,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiopsidae,Cerithiopsis,TRUE,FALSE,FALSE,574986,574986,NA,NA,137764
Pilsbryspira garciacubasi,Pilsbryspira garciacubasi,accepted,Pilsbryspira garciacubasi,NA,species,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Pilsbryspira,TRUE,NA,NA,434636,434636,NA,NA,415816
Anachis ritteri,Anachis ritteri,accepted,Anachis ritteri,NA,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Anachis,TRUE,NA,NA,511432,511432,NA,NA,137802
Krohnitta subtilis,Krohnitta subtilis,accepted,Krohnitta subtilis,NA,species,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,Krohnitta,TRUE,FALSE,FALSE,105429,105429,215997,1120154,105402
Nymphon lituus,Nymphon lituus,accepted,Nymphon lituus,NA,species,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon,TRUE,FALSE,FALSE,239869,239869,236520,NA,134591
Chicoreus ramosus,Chicoreus ramosus,accepted,Chicoreus ramosus,NA,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus,TRUE,NA,NA,558787,558787,211994,622441,205487
Eulithidium perforatum,Eulithidium perforatum,accepted,Eulithidium perforatum,NA,species,Mollusca,Gastropoda,Trochida,Phasianellidae,Eulithidium,TRUE,NA,NA,767154,767154,795400,1756889,415368
Gastrochaena ovata,Gastrochaena ovata,accepted,Gastrochaena ovata,NA,species,Mollusca,Bivalvia,Gastrochaenida,Gastrochaenidae,Gastrochaena,TRUE,NA,NA,420984,420984,NA,2108412,138032
NA,Careliopsis,accepted,NA,NA,genus,Mollusca,Gastropoda,NA,Pyramidellidae,Careliopsis,TRUE,NA,NA,NA,181122,NA,NA,181122
Olivella intorta,Olivella intorta,accepted,Olivella intorta,NA,species,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella,TRUE,NA,NA,593927,593927,NA,NA,138274
Gouldia californica,Gouldia californica,accepted,Gouldia californica,NA,species,Mollusca,Bivalvia,Venerida,Veneridae,Gouldia,TRUE,NA,NA,507681,507681,NA,NA,138639
Kinbergonuphis gorgonensis,Kinbergonuphis gorgonensis,accepted,Kinbergonuphis gorgonensis,NA,species,Annelida,Polychaeta,Eunicida,Onuphidae,Kinbergonuphis,TRUE,FALSE,FALSE,333697,333697,NA,NA,173767
Pinctada mazatlanica,Pinctada mazatlanica,accepted,Pinctada mazatlanica,NA,species,Mollusca,Bivalvia,Ostreida,Margaritidae,Pinctada,TRUE,NA,NA,464493,464493,NA,159761,138396
Haplocochlias cyclophoreus,Haplocochlias cyclophoreus,accepted,Haplocochlias cyclophoreus,NA,species,Mollusca,Gastropoda,Trochida,Skeneidae,Haplocochlias,TRUE,NA,NA,575619,575619,NA,NA,390560
Flaccisagitta enflata,Flaccisagitta enflata,accepted,Flaccisagitta enflata,NA,species,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta,TRUE,FALSE,FALSE,105434,105434,216039,366393,105406
Teinostoma herbertianum,Teinostoma herbertianum,accepted,Teinostoma herbertianum,NA,species,Mollusca,Gastropoda,Littorinimorpha,Teinostomatidae,Teinostoma,TRUE,NA,NA,575537,575537,NA,NA,137627
Pseudophilomedes thalassa,Pseudophilomedes thalassa,accepted,Pseudophilomedes thalassa,NA,species,Arthropoda,Ostracoda,Myodocopida,Philomedidae,Pseudophilomedes,TRUE,FALSE,FALSE,451191,451191,NA,NA,127525
Cylichna fantasma,Cylichna fantasma,accepted,Cylichna fantasma,NA,species,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Cylichna,TRUE,NA,NA,575022,575022,NA,NA,137867
Chione subimbricata,Chione subimbricata,accepted,Chione subimbricata,NA,species,Mollusca,Bivalvia,Venerida,Veneridae,Chione,TRUE,NA,NA,507501,507501,80099,380097,206343
Arcopsis solida,Arcopsis solida,accepted,Arcopsis solida,NA,species,Mollusca,Bivalvia,Arcida,Noetiidae,Arcopsis,TRUE,NA,NA,504630,504630,32048,121029,206708
Cerberilla pungoarena,Cerberilla pungoarena,accepted,Cerberilla pungoarena,NA,species,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Cerberilla,TRUE,NA,NA,574859,574859,NA,NA,137634
Pentaceraster cumingi,Pentaceraster cumingi,accepted,Pentaceraster cumingi,NA,species,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Pentaceraster,TRUE,FALSE,FALSE,370899,370899,221640,559837,204070
NA,Littoridinops,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Littoridinops,FALSE,TRUE,TRUE,NA,159908,NA,93084,159908
Altiverruca sala,Altiverruca sala,accepted,Altiverruca sala,NA,species,Arthropoda,Thecostraca,Verrucomorpha,Verrucidae,Altiverruca,TRUE,NA,NA,387557,387557,NA,NA,106137
Columbella fuscata,Columbella fuscata,accepted,Columbella fuscata,NA,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,TRUE,NA,NA,511459,511459,NA,NA,137803
Clausocalanus jobei,Clausocalanus jobei,accepted,Clausocalanus jobei,NA,species,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,TRUE,FALSE,FALSE,104504,104504,32105,149003,104161
Lagisca mexicana,Lagisca mexicana,accepted,Lagisca mexicana,NA,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lagisca,TRUE,FALSE,FALSE,1355695,1355695,NA,NA,129494
Clypeaster ochrus,Clypeaster ochrus,accepted,Clypeaster ochrus,NA,species,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Clypeaster,TRUE,FALSE,FALSE,513191,513191,NA,NA,205242
Labidocera diandra,Labidocera diandra,accepted,Labidocera diandra,NA,species,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,TRUE,FALSE,FALSE,346591,346591,349749,NA,104208
Protis hydrothermica,Protis hydrothermica,accepted,Protis hydrothermica,NA,species,Annelida,Polychaeta,Sabellida,Serpulidae,Protis,TRUE,FALSE,FALSE,329926,329926,NA,363315,129574
Neolepetopsis occulta,Neolepetopsis occulta,accepted,Neolepetopsis occulta,NA,species,Mollusca,Gastropoda,NA,Neolepetopsidae,Neolepetopsis,TRUE,NA,NA,449988,449988,NA,NA,449904
Hipponix grayanus,Hipponix grayanus,accepted,Hipponix grayanus,NA,species,Mollusca,Gastropoda,Littorinimorpha,Hipponicidae,Hipponix,TRUE,NA,NA,532908,532908,NA,NA,138072
Turbolidium uniliratum,Turbolidium uniliratum,accepted,Turbolidium uniliratum,NA,species,Mollusca,Gastropoda,NA,Pyramidellidae,Turbolidium,TRUE,NA,NA,731409,731409,NA,NA,731408
Acteocina infrequens,Acteocina infrequens,accepted,Acteocina infrequens,NA,species,Mollusca,Gastropoda,Cephalaspidea,Tornatinidae,Acteocina,TRUE,NA,NA,575019,575019,NA,NA,137866
Conus princeps,Conus princeps,accepted,Conus princeps,NA,species,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,TRUE,NA,NA,428249,428249,655878,101311,137813
Linopherus kristiani,Linopherus kristiani,accepted,Linopherus kristiani,NA,species,Annelida,Polychaeta,Amphinomida,Amphinomidae,Linopherus,TRUE,FALSE,FALSE,328847,328847,NA,NA,129189
Cardites laticostatus,Cardites laticostatus,accepted,Cardites laticostatus,NA,species,Mollusca,Bivalvia,Carditida,Carditidae,Cardites,TRUE,NA,NA,504866,504866,NA,NA,225639
Nucula exigua,Nucula exigua,accepted,Nucula exigua,NA,species,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,TRUE,NA,NA,506659,506659,NA,NA,138262
Teinostoma tumens,Teinostoma tumens,accepted,Teinostoma tumens,NA,species,Mollusca,Gastropoda,Littorinimorpha,Teinostomatidae,Teinostoma,TRUE,NA,NA,575553,575553,NA,NA,137627
NA,Nerita,accepted,NA,NA,genus,Mollusca,Gastropoda,Cycloneritida,Neritidae,Nerita,TRUE,NA,NA,NA,138254,NA,52927,138254
Provanna laevis,Provanna laevis,accepted,Provanna laevis,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Provannidae,Provanna,TRUE,NA,NA,450005,450005,653484,765046,391510
Retusa paziana,Retusa paziana,accepted,Retusa paziana,NA,species,Mollusca,Gastropoda,Cephalaspidea,Retusidae,Retusa,TRUE,FALSE,FALSE,1507085,1507085,NA,NA,138432
Echinoderes abeli,Echinoderes abeli,accepted,Echinoderes abeli,NA,species,Kinorhyncha,Cyclorhagida,Echinorhagata,Echinoderidae,Echinoderes,TRUE,NA,NA,1616873,1616873,NA,NA,101084
Metaxia convexa,Metaxia convexa,accepted,Metaxia convexa,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Triphoridae,Metaxia,TRUE,NA,NA,565202,565202,NA,NA,138572
Holothuria (Semperothuria) languens,Holothuria (Semperothuria) languens,accepted,Holothuria (Semperothuria) languens,NA,species,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,TRUE,FALSE,FALSE,210833,210833,NA,NA,123456
Oliva spicata spicata,Oliva spicata spicata,accepted,Oliva spicata,Oliva spicata spicata,subspecies,Mollusca,Gastropoda,Neogastropoda,Olividae,Oliva,TRUE,NA,NA,448154,465643,NA,NA,205393
NA,Columbella,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,TRUE,NA,NA,NA,137803,NA,1665551,137803
Philine hemphilli,Philine hemphilli,accepted,Philine hemphilli,NA,species,Mollusca,Gastropoda,Cephalaspidea,Philinidae,Philine,TRUE,NA,NA,883894,883894,NA,NA,138339
Cystiscus politus,Cystiscus politus,accepted,Cystiscus politus,NA,species,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,Cystiscus,TRUE,NA,NA,580976,580976,NA,NA,224702
Nerita scabricosta,Nerita scabricosta,accepted,Nerita scabricosta,NA,species,Mollusca,Gastropoda,Cycloneritida,Neritidae,Nerita,TRUE,NA,NA,575248,575248,80956,387006,138254
Alaba supralirata,Alaba supralirata,accepted,Alaba supralirata,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Litiopidae,Alaba,TRUE,NA,NA,575197,575197,NA,NA,138133
Neothyone gibbosa,Neothyone gibbosa,accepted,Neothyone gibbosa,NA,species,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Neothyone,TRUE,FALSE,FALSE,528854,528854,NA,NA,528612
NA,Bythograea,accepted,NA,NA,genus,Arthropoda,Malacostraca,Decapoda,Bythograeidae,Bythograea,TRUE,NA,NA,NA,390574,NA,118380,390574
Bivetiella pulchra,Bivetiella pulchra,accepted,Bivetiella pulchra,NA,species,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Bivetiella,TRUE,NA,NA,513933,513933,507524,912985,341243
Thyca callista,Thyca callista,accepted,Thyca callista,NA,species,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Thyca,TRUE,NA,NA,536083,536083,756035,NA,196298
Triphora dalli,Triphora dalli,accepted,Triphora dalli,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Triphoridae,Triphora,TRUE,NA,NA,575586,575586,NA,NA,147186
Leptopecten velero,Leptopecten velero,accepted,Leptopecten velero,NA,species,Mollusca,Bivalvia,Pectinida,Pectinidae,Leptopecten,TRUE,NA,NA,394317,394317,NA,NA,394308
Persististrombus granulatus,Persististrombus granulatus,accepted,Persististrombus granulatus,NA,species,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Persististrombus,TRUE,NA,NA,565475,565475,NA,NA,531671
Americardia biangulata,Americardia biangulata,accepted,Americardia biangulata,NA,species,Mollusca,Bivalvia,Cardiida,Cardiidae,Americardia,TRUE,FALSE,FALSE,582743,582743,NA,561446,415038
Aphotopontius baculigerus,Aphotopontius baculigerus,accepted,Aphotopontius baculigerus,NA,species,Arthropoda,Copepoda,Siphonostomatoida,Dirivultidae,Aphotopontius,TRUE,FALSE,FALSE,348891,348891,NA,NA,135581
Hesperocidaris perplexa,Hesperocidaris perplexa,accepted,Hesperocidaris perplexa,NA,species,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Hesperocidaris,TRUE,FALSE,FALSE,513325,513325,NA,NA,512417
NA,Rhinoclavis,accepted,NA,NA,genus,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Rhinoclavis,TRUE,FALSE,FALSE,NA,137762,NA,590663,137762
Americardia planicostata,Americardia planicostata,accepted,Americardia planicostata,NA,species,Mollusca,Bivalvia,Cardiida,Cardiidae,Americardia,TRUE,FALSE,FALSE,597308,597308,NA,NA,415038
Siphonaria maura,Siphonaria maura,accepted,Siphonaria maura,NA,species,Mollusca,Gastropoda,Siphonariida,Siphonariidae,Siphonaria,TRUE,NA,NA,575365,575365,NA,NA,138489
Chionopsis pulicaria,Chionopsis pulicaria,accepted,Chionopsis pulicaria,NA,species,Mollusca,Bivalvia,Venerida,Veneridae,Chionopsis,TRUE,NA,NA,708709,708709,NA,NA,492475
Cerithium maculosum,Cerithium maculosum,accepted,Cerithium maculosum,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Cerithium,TRUE,NA,NA,574963,574963,NA,NA,137760
Nodopelta heminoda,Nodopelta heminoda,accepted,Nodopelta heminoda,NA,species,Mollusca,Gastropoda,Neomphalida,Peltospiridae,Nodopelta,TRUE,NA,NA,449991,449991,NA,440547,449918
Odostomia farma,Odostomia farma,accepted,Odostomia farma,NA,species,Mollusca,Gastropoda,NA,Pyramidellidae,Odostomia,TRUE,NA,NA,581205,581205,NA,NA,138413
Magelona marianae,Magelona marianae,accepted,Magelona marianae,NA,species,Annelida,Polychaeta,NA,Magelonidae,Magelona,TRUE,FALSE,FALSE,329144,329144,NA,NA,129341
Cardita crassicosta,Cardita crassicosta,accepted,Cardita crassicosta,NA,species,Mollusca,Bivalvia,Carditida,Carditidae,Cardita,TRUE,NA,NA,207679,207679,NA,NA,137742
Serratosagitta pseudoserratodentata,Serratosagitta pseudoserratodentata,accepted,Serratosagitta pseudoserratodentata,NA,species,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta,TRUE,FALSE,FALSE,266269,266269,NA,NA,105411
Tambja eliora,Tambja eliora,accepted,Tambja eliora,NA,species,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Tambja,TRUE,NA,NA,531190,531190,104217,351399,138046
NA,Pneumoderma,accepted,NA,NA,genus,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,Pneumoderma,TRUE,NA,NA,NA,138365,NA,356480,138365
Dosinia dunkeri,Dosinia dunkeri,accepted,Dosinia dunkeri,NA,species,Mollusca,Bivalvia,Venerida,Veneridae,Dosinia,TRUE,NA,NA,507571,507571,NA,NA,138636
Cancellaria indentata,Cancellaria indentata,accepted,Cancellaria indentata,NA,species,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Cancellaria,TRUE,NA,NA,464714,464714,315473,913991,137726
Olivella zonalis,Olivella zonalis,accepted,Olivella zonalis,NA,species,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella,TRUE,NA,NA,448264,448264,NA,NA,138274
Diodora inaequalis,Diodora inaequalis,accepted,Diodora inaequalis,NA,species,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,TRUE,NA,NA,575109,575109,NA,NA,138011
Onchidella binneyi,Onchidella binneyi,accepted,Onchidella binneyi,NA,species,Mollusca,Gastropoda,Systellommatophora,Onchidiidae,Onchidella,TRUE,NA,NA,446166,446166,NA,NA,138283
Conasprella scaripha,Conasprella scaripha,accepted,Conasprella scaripha,NA,species,Mollusca,Gastropoda,Neogastropoda,Conidae,Conasprella,TRUE,NA,NA,835904,835904,NA,NA,428971
Provanna ios,Provanna ios,accepted,Provanna ios,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Provannidae,Provanna,TRUE,NA,NA,450004,450004,795839,765045,391510
Trachysalambria brevisuturae,Trachysalambria brevisuturae,accepted,Trachysalambria brevisuturae,NA,species,Arthropoda,Malacostraca,Decapoda,Penaeidae,Trachysalambria,TRUE,FALSE,FALSE,377685,377685,NA,1843375,106823
Papyridea aspersa,Papyridea aspersa,accepted,Papyridea aspersa,NA,species,Mollusca,Bivalvia,Cardiida,Cardiidae,Papyridea,TRUE,FALSE,FALSE,381290,381290,NA,561478,206914
Euplica varians,Euplica varians,accepted,Euplica varians,NA,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Euplica,TRUE,FALSE,FALSE,511782,511782,85211,NA,456411
Clausocalanus minor,Clausocalanus minor,accepted,Clausocalanus minor,NA,species,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,TRUE,FALSE,FALSE,220842,220842,20860,184760,104161
Strophocardia megastropha,Strophocardia megastropha,accepted,Strophocardia megastropha,NA,species,Mollusca,Bivalvia,Carditida,Carditidae,Strophocardia,TRUE,NA,NA,504943,504943,NA,NA,492194
Krohnitta pacifica,Krohnitta pacifica,accepted,Krohnitta pacifica,NA,species,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,Krohnitta,TRUE,FALSE,FALSE,105428,105428,NA,366402,105402
Terebra ornata,Terebra ornata,accepted,Terebra ornata,NA,species,Mollusca,Gastropoda,Neogastropoda,Terebridae,Terebra,TRUE,NA,NA,438846,438846,195548,679439,160427
Solenosteira anomala,Solenosteira anomala,accepted,Solenosteira anomala,NA,species,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Solenosteira,TRUE,NA,NA,491365,491365,NA,NA,415989
Endopachys grayi,Endopachys grayi,accepted,Endopachys grayi,NA,species,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Endopachys,TRUE,NA,FALSE,289891,289891,592534,1095512,267411
NA,Squilla,accepted,NA,NA,genus,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,TRUE,FALSE,FALSE,NA,136113,NA,NA,136113
NA,Alicia,accepted,NA,NA,genus,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Alicia,TRUE,NA,NA,NA,100720,NA,NA,100720
Conasprella perplexa,Conasprella perplexa,accepted,Conasprella perplexa,NA,species,Mollusca,Gastropoda,Neogastropoda,Conidae,Conasprella,TRUE,FALSE,FALSE,836707,836707,NA,257340,428971
Cliona medinae,Cliona medinae,accepted,Cliona medinae,NA,species,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona,TRUE,FALSE,FALSE,579399,579399,NA,NA,132026
Travisiopsis dubia,Travisiopsis dubia,accepted,Travisiopsis dubia,NA,species,Annelida,Polychaeta,Phyllodocida,Typhloscolecidae,Travisiopsis,TRUE,FALSE,FALSE,209722,209722,NA,NA,129721
Sicyonia disdorsalis,Sicyonia disdorsalis,accepted,Sicyonia disdorsalis,NA,species,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,TRUE,FALSE,FALSE,377628,377628,NA,NA,106824
Lottia mitella,Lottia mitella,accepted,Lottia mitella,NA,species,Mollusca,Gastropoda,NA,Lottiidae,Lottia,TRUE,NA,NA,594472,594472,NA,NA,160336
Epimeria karamani,Epimeria karamani,accepted,Epimeria karamani,NA,species,Arthropoda,Malacostraca,Amphipoda,Epimeriidae,Epimeria,TRUE,FALSE,FALSE,1464504,1464504,NA,NA,101506
Isostichopus fuscus,Isostichopus fuscus,accepted,Isostichopus fuscus,NA,species,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Isostichopus,TRUE,FALSE,FALSE,529516,529516,31679,200383,367867
Colubraria procera,Colubraria procera,accepted,Colubraria procera,NA,species,Mollusca,Gastropoda,Neogastropoda,Colubrariidae,Colubraria,TRUE,FALSE,FALSE,575010,575010,NA,NA,137703
Orbiniella grasslei,Orbiniella grasslei,accepted,Orbiniella grasslei,NA,species,Annelida,Polychaeta,NA,Orbiniidae,Orbiniella,TRUE,FALSE,FALSE,1418183,1418183,NA,NA,173951
Fossarus lucanus,Fossarus lucanus,accepted,Fossarus lucanus,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Planaxidae,Fossarus,TRUE,NA,NA,575274,575274,NA,NA,138022
Parapagurus foraminosus,Parapagurus foraminosus,accepted,Parapagurus foraminosus,NA,species,Arthropoda,Malacostraca,Decapoda,Parapaguridae,Parapagurus,TRUE,FALSE,FALSE,368058,368058,NA,NA,106858
Neomphalus fretterae,Neomphalus fretterae,accepted,Neomphalus fretterae,NA,species,Mollusca,Gastropoda,Neomphalida,Neomphalidae,Neomphalus,TRUE,NA,NA,449990,449990,NA,190992,449915
Dolabella auricularia,Dolabella auricularia,accepted,Dolabella auricularia,NA,species,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Dolabella,TRUE,NA,NA,208629,208629,33119,6511,204623
