found_taxa,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,genusid
Ellipinion facetum,Ellipinion facetum,accepted,Ellipinion facetum,NA,species,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Ellipinion,TRUE,FALSE,FALSE,174040,174040,NA,NA,123511
Molpadia liska,Molpadia liska,accepted,Molpadia liska,NA,species,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,Molpadia,TRUE,FALSE,FALSE,174065,174065,223173,NA,123540
Inversiula nutrix,Inversiula nutrix,accepted,Inversiula nutrix,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Inversiulidae,Inversiula,TRUE,FALSE,FALSE,174199,174199,NA,NA,174197
Orthoporidra brachyrhyncha,Orthoporidra brachyrhyncha,accepted,Orthoporidra brachyrhyncha,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Lekythoporidae,Orthoporidra,TRUE,FALSE,FALSE,174221,174221,NA,NA,174218
Fenestrulina antarctica,Fenestrulina antarctica,accepted,Fenestrulina antarctica,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,TRUE,FALSE,FALSE,174266,174266,NA,NA,110941
Fenestrulina exigua,Fenestrulina exigua,accepted,Fenestrulina exigua,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,TRUE,FALSE,FALSE,174275,174275,NA,NA,110941
Fenestrulina fritilla,Fenestrulina fritilla,accepted,Fenestrulina fritilla,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,TRUE,FALSE,FALSE,174283,174283,NA,NA,110941
Reteporella antarctica,Reteporella antarctica,accepted,Reteporella antarctica,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Reteporella,TRUE,FALSE,FALSE,174305,174305,NA,NA,110956
Cellarinella,Cellarinella,accepted,NA,NA,genus,Bryozoa,Gymnolaemata,Cheilostomatida,Sclerodomidae,Cellarinella,TRUE,NA,NA,NA,174320,NA,NA,174320
Cellarinella nodulata,Cellarinella nodulata,accepted,Cellarinella nodulata,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Sclerodomidae,Cellarinella,TRUE,FALSE,FALSE,174327,174327,212753,NA,174320
Cellarinella dubia,Cellarinella dubia,accepted,Cellarinella dubia,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Sclerodomidae,Cellarinella,TRUE,FALSE,FALSE,174337,174337,313768,NA,174320
Aspericreta favulosa,Aspericreta favulosa,accepted,Aspericreta favulosa,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Aspericreta,TRUE,FALSE,FALSE,174349,174349,NA,NA,174348
Smittina abditavicularis,Smittina abditavicularis,accepted,Smittina abditavicularis,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina,TRUE,FALSE,FALSE,174362,174362,NA,NA,110979
Smittina incernicula,Smittina incernicula,accepted,Smittina incernicula,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina,TRUE,FALSE,FALSE,174378,174378,NA,NA,110979
Smittoidea pugiuncula,Smittoidea pugiuncula,accepted,Smittoidea pugiuncula,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittoidea,TRUE,FALSE,FALSE,174406,174406,212763,NA,110980
Thrypticocirrus contortuplicata,Thrypticocirrus contortuplicata,accepted,Thrypticocirrus contortuplicata,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Thrypticocirrus,TRUE,FALSE,FALSE,174416,174416,NA,NA,174412
Thrypticocirrus rogickae,Thrypticocirrus rogickae,accepted,Thrypticocirrus rogickae,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Thrypticocirrus,TRUE,FALSE,FALSE,174420,174420,NA,NA,174412
Hippomonavella pellucidula,Hippomonavella pellucidula,accepted,Hippomonavella pellucidula,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Hippomonavella,TRUE,FALSE,FALSE,174436,174436,NA,NA,110824
Smittina diffidentia,Smittina diffidentia,accepted,Smittina diffidentia,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina,TRUE,FALSE,FALSE,174441,174441,NA,NA,110979
Hebella plana,Hebella plana,accepted,Hebella plana,NA,species,Cnidaria,Hydrozoa,Leptothecata,Hebellidae,Hebella,TRUE,FALSE,FALSE,174492,174492,NA,NA,117135
Antarctoscyphus asymmetricus,Antarctoscyphus asymmetricus,accepted,Antarctoscyphus asymmetricus,NA,species,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Antarctoscyphus,TRUE,NA,NA,174502,174502,NA,1848358,174500
Antarctoscyphus grandis,Antarctoscyphus grandis,accepted,Antarctoscyphus grandis,NA,species,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Antarctoscyphus,TRUE,NA,NA,174511,174511,NA,655729,174500
Symplectoscyphus nesioticus,Symplectoscyphus nesioticus,accepted,Symplectoscyphus nesioticus,NA,species,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,TRUE,NA,FALSE,174549,174549,NA,NA,117235
Golfingia (Golfingia) anderssoni,Golfingia (Golfingia) anderssoni,accepted,Golfingia (Golfingia) anderssoni,NA,species,Annelida,NA,Sipuncula,Golfingiidae,Golfingia,TRUE,FALSE,FALSE,175025,175025,NA,NA,136021
Mesosignum antarcticum,Mesosignum antarcticum,accepted,Mesosignum antarcticum,NA,species,Arthropoda,Malacostraca,Isopoda,Mesosignidae,Mesosignum,TRUE,FALSE,FALSE,175075,175075,NA,NA,175073
Protognathia bathypelagica,Protognathia bathypelagica,accepted,Protognathia bathypelagica,NA,species,Arthropoda,Malacostraca,Isopoda,Protognathiidae,Protognathia,TRUE,FALSE,FALSE,175133,175133,NA,NA,175131
Archiconchoecetta bifurcata,Archiconchoecetta bifurcata,accepted,Archiconchoecetta bifurcata,NA,species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Archiconchoecetta,TRUE,NA,FALSE,176640,176640,NA,NA,175687
Archiconchoecetta falcata,Archiconchoecetta falcata,accepted,Archiconchoecetta falcata,NA,species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Archiconchoecetta,TRUE,NA,FALSE,176646,176646,NA,NA,175687
Protobonellia,Protobonellia,accepted,NA,NA,genus,Annelida,Polychaeta,Echiuroidea,Bonelliidae,Protobonellia,TRUE,FALSE,FALSE,NA,182860,NA,1544309,182860
Flabelligella papillata,Flabelligella papillata,accepted,Flabelligella papillata,NA,species,Annelida,Polychaeta,Terebellida,Acrocirridae,Flabelligella,TRUE,FALSE,FALSE,183164,183164,NA,NA,129140
Gilia reticulata,Gilia reticulata,accepted,Gilia reticulata,NA,species,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Gilia,TRUE,FALSE,FALSE,196593,196593,NA,338256,196592
Sinuber,Sinuber,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Sinuber,TRUE,NA,NA,NA,196967,NA,NA,196967
Microdiscula,Microdiscula,accepted,NA,NA,genus,Mollusca,Gastropoda,NA,Orbitestellidae,Microdiscula,TRUE,FALSE,FALSE,NA,196968,NA,NA,196968
Belaturricula,Belaturricula,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Borsoniidae,Belaturricula,TRUE,FALSE,FALSE,NA,196997,NA,1810734,196997
Limopsis lilliei,Limopsis lilliei,accepted,Limopsis lilliei,NA,species,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,TRUE,FALSE,FALSE,197234,197234,NA,NA,138132
Limopsis marionensis,Limopsis marionensis,accepted,Limopsis marionensis,NA,species,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,TRUE,FALSE,FALSE,197236,197236,194402,182170,138132
Neobuccinum eatoni,Neobuccinum eatoni,accepted,Neobuccinum eatoni,NA,species,Mollusca,Gastropoda,Neogastropoda,Prosiphonidae,Neobuccinum,TRUE,NA,NA,197303,197303,194453,604268,196931
Paradmete curta,Paradmete curta,accepted,Paradmete curta,NA,species,Mollusca,Gastropoda,Neogastropoda,Volutomitridae,Paradmete,TRUE,FALSE,FALSE,197341,197341,194474,NA,197007
Probuccinum tenerum,Probuccinum tenerum,accepted,Probuccinum tenerum,NA,species,Mollusca,Gastropoda,Neogastropoda,Prosiphonidae,Probuccinum,TRUE,NA,NA,197386,197386,253022,2480849,196934
Yoldiella profundorum,Yoldiella profundorum,accepted,Yoldiella profundorum,NA,species,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,TRUE,NA,NA,197539,197539,NA,NA,138673
Anthogorgia,Anthogorgia,accepted,NA,NA,genus,Cnidaria,Anthozoa,Malacalcyonacea,Anthogorgiidae,Anthogorgia,TRUE,FALSE,FALSE,NA,205062,NA,361056,205062
Ceramaster patagonicus,Ceramaster patagonicus,accepted,Ceramaster patagonicus,NA,species,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,TRUE,FALSE,FALSE,213335,213335,99734,136955,123291
Parandania boecki,Parandania boecki,accepted,Parandania boecki,NA,species,Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,Parandania,TRUE,FALSE,FALSE,214747,214747,213268,NA,206072
Euphausia lucens,Euphausia lucens,accepted,Euphausia lucens,NA,species,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,TRUE,NA,NA,221055,221055,30904,102975,110673
Farrania frigida,Farrania frigida,accepted,Farrania frigida,NA,species,Arthropoda,Copepoda,Calanoida,Aetideidae,Farrania,TRUE,FALSE,FALSE,221246,221246,NA,NA,104163
Boreomysis rostrata,Boreomysis rostrata,accepted,Boreomysis rostrata,NA,species,Arthropoda,Malacostraca,Mysida,Mysidae,Boreomysis,TRUE,TRUE,NA,226891,226891,NA,NA,119842
Euchaetomera zurstrasseni,Euchaetomera zurstrasseni,accepted,Euchaetomera zurstrasseni,NA,species,Arthropoda,Malacostraca,Mysida,Mysidae,Euchaetomera,TRUE,NA,FALSE,227091,227091,NA,NA,119857
Staurotheca jaederholmi,Staurotheca jaederholmi,accepted,Staurotheca jaederholmi,NA,species,Cnidaria,Hydrozoa,Leptothecata,Staurothecidae,Staurotheca,TRUE,FALSE,FALSE,231586,231586,NA,NA,174584
Cheiraster (Luidiaster) gerlachei,Cheiraster (Luidiaster) gerlachei,accepted,Cheiraster (Luidiaster) gerlachei,NA,species,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Cheiraster,TRUE,FALSE,FALSE,234884,234884,NA,NA,123240
Chitonaster cataphractus,Chitonaster cataphractus,accepted,Chitonaster cataphractus,NA,species,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Chitonaster,TRUE,FALSE,FALSE,234886,234886,NA,NA,172583
Hymenaster formosus,Hymenaster formosus,accepted,Hymenaster formosus,NA,species,Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,TRUE,FALSE,FALSE,234918,234918,NA,NA,123333
Labidiaster annulatus,Labidiaster annulatus,accepted,Labidiaster annulatus,NA,species,Echinodermata,Asteroidea,Forcipulatida,Heliasteridae,Labidiaster,TRUE,FALSE,FALSE,234924,234924,164343,307226,178808
Psilaster charcoti,Psilaster charcoti,accepted,Psilaster charcoti,NA,species,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Psilaster,TRUE,FALSE,FALSE,234948,234948,179460,696342,123255
Amphiophiura antarctica,Amphiophiura antarctica,accepted,Amphiophiura antarctica,NA,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,TRUE,FALSE,FALSE,236016,236016,220117,NA,123554
Ophiocten ludwigi,Ophiocten ludwigi,accepted,Ophiocten ludwigi,NA,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiocten,TRUE,FALSE,FALSE,236020,236020,220234,1815138,123561
Ophiactis asperula,Ophiactis asperula,accepted,Ophiactis asperula,NA,species,Echinodermata,Ophiuroidea,Amphilepidida,Ophiactidae,Ophiactis,TRUE,FALSE,FALSE,236037,236037,219371,1815114,123620
Echiniphimedia hodgsoni,Echiniphimedia hodgsoni,accepted,Echiniphimedia hodgsoni,NA,species,Arthropoda,Malacostraca,Amphipoda,Iphimediidae,Echiniphimedia,TRUE,FALSE,FALSE,237194,237194,29540,181033,177001
Harcledo curvidactyla,Harcledo curvidactyla,accepted,Harcledo curvidactyla,NA,species,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Harcledo,TRUE,FALSE,FALSE,237668,237668,NA,NA,237653
Eusirus perdentatus,Eusirus perdentatus,accepted,Eusirus perdentatus,NA,species,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Eusirus,TRUE,FALSE,FALSE,237677,237677,253243,371440,101519
Chevreuxiella obensis,Chevreuxiella obensis,accepted,Chevreuxiella obensis,NA,species,Arthropoda,Malacostraca,Amphipoda,Thoriellidae,Chevreuxiella,TRUE,FALSE,FALSE,237722,237722,NA,NA,237644
Crateromorpha (Neopsacas) krinovi discoli,Crateromorpha (Neopsacas) krinovi discoli,accepted,Crateromorpha (Neopsacas) krinovi,Crateromorpha (Neopsacas) krinovi discoli,subspecies,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Crateromorpha,TRUE,FALSE,FALSE,240432,240434,NA,NA,172068
Tritonia challengeriana,Tritonia challengeriana,accepted,Tritonia challengeriana,NA,species,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,TRUE,NA,NA,241254,241254,194477,763132,138580
Lithodes murrayi,Lithodes murrayi,accepted,Lithodes murrayi,NA,species,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,TRUE,FALSE,FALSE,241288,241288,NA,1001333,106845
Benthodytes plana,Benthodytes plana,accepted,Benthodytes plana,NA,species,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,TRUE,FALSE,FALSE,241784,241784,NA,NA,123529
Oneirophanta setigera,Oneirophanta setigera,accepted,Oneirophanta setigera,NA,species,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,TRUE,FALSE,FALSE,241946,241946,223041,1902867,123508
Ophiura lienosa,Ophiura lienosa,accepted,Ophiura lienosa,NA,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,TRUE,FALSE,FALSE,244280,244280,NA,NA,123574
Tanaella eltaninae,Tanaella eltaninae,accepted,Tanaella eltaninae,NA,species,Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,Tanaella,TRUE,NA,NA,244658,244658,NA,NA,136221
Sympagurus dimorphus,Sympagurus dimorphus,accepted,Sympagurus dimorphus,NA,species,Arthropoda,Malacostraca,Decapoda,Parapaguridae,Sympagurus,TRUE,FALSE,FALSE,246465,246465,156475,541041,106860
Hypsistozoa,Hypsistozoa,accepted,NA,NA,genus,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Hypsistozoa,TRUE,NA,NA,NA,249544,NA,NA,249544
Eugyra kerguelenensis,Eugyra kerguelenensis,accepted,Eugyra kerguelenensis,NA,species,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Eugyra,TRUE,NA,FALSE,250278,250278,NA,NA,103506
Cnemidocarpa sericata,Cnemidocarpa sericata,accepted,Cnemidocarpa sericata,NA,species,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Cnemidocarpa,TRUE,NA,FALSE,250367,250367,NA,NA,103530
Culeolus anonymus,Culeolus anonymus,accepted,Culeolus anonymus,NA,species,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Culeolus,TRUE,NA,FALSE,250390,250390,NA,NA,103517
Culeolus antarcticus,Culeolus antarcticus,accepted,Culeolus antarcticus,NA,species,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Culeolus,TRUE,NA,FALSE,250391,250391,299548,NA,103517
Pareugyrioides galatheae,Pareugyrioides galatheae,accepted,Pareugyrioides galatheae,NA,species,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Pareugyrioides,TRUE,NA,FALSE,250976,250976,NA,NA,103511
Holophryxus septapodus,Holophryxus septapodus,accepted,Holophryxus septapodus,NA,species,Arthropoda,Malacostraca,Isopoda,Dajidae,Holophryxus,TRUE,FALSE,FALSE,257534,257534,NA,NA,146980
Antephrya limacis,Antephrya limacis,accepted,Antephrya limacis,NA,species,Arthropoda,Malacostraca,Isopoda,Dajidae,Antephrya,TRUE,FALSE,FALSE,258944,258944,NA,NA,248431
Carocryptus laticephalus,Carocryptus laticephalus,accepted,Carocryptus laticephalus,NA,species,Arthropoda,Malacostraca,Isopoda,Cryptoniscoidea incertae sedis,Carocryptus,TRUE,FALSE,FALSE,259650,259650,NA,NA,248579
Heterophryxus elongatus,Heterophryxus elongatus,accepted,Heterophryxus elongatus,NA,species,Arthropoda,Malacostraca,Isopoda,Dajidae,Heterophryxus,TRUE,FALSE,FALSE,260631,260631,NA,NA,248820
Neritoniscus euphoticus,Neritoniscus euphoticus,accepted,Neritoniscus euphoticus,NA,species,Arthropoda,Malacostraca,Isopoda,Dajidae,Neritoniscus,TRUE,FALSE,FALSE,261487,261487,NA,NA,249029
Paraspidophryxus terminalis,Paraspidophryxus terminalis,accepted,Paraspidophryxus terminalis,NA,species,Arthropoda,Malacostraca,Isopoda,Dajidae,Paraspidophryxus,TRUE,FALSE,FALSE,261923,261923,NA,NA,249133
Cephalodiscus,Cephalodiscus,accepted,NA,NA,genus,Hemichordata,Graptolithoidea,Cephalodiscoidea,Cephalodiscidae,Cephalodiscus,TRUE,NA,FALSE,NA,264904,NA,117498,264904
Sluiterina flabellorhynchum,Sluiterina flabellorhynchum,accepted,Sluiterina flabellorhynchum,NA,species,Annelida,Polychaeta,Echiuroidea,Bonelliidae,Sluiterina,TRUE,FALSE,FALSE,266618,266618,NA,NA,182886
Crispatotrochus,Crispatotrochus,accepted,NA,NA,genus,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Crispatotrochus,TRUE,NA,FALSE,NA,267348,NA,130056,267348
Parastenella,Parastenella,accepted,NA,NA,genus,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Parastenella,TRUE,NA,FALSE,NA,267700,NA,1112942,267700
Schizopathes affinis,Schizopathes affinis,accepted,Schizopathes affinis,NA,species,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Schizopathes,TRUE,FALSE,FALSE,283956,283956,NA,1350345,103307
Lensia hunter,Lensia hunter,accepted,Lensia hunter,NA,species,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,TRUE,FALSE,FALSE,287257,287257,NA,NA,135365
Abyssopathes lyra,Abyssopathes lyra,accepted,Abyssopathes lyra,NA,species,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,TRUE,NA,NA,289303,289303,NA,NA,267184
Crossaster campbellicus,Crossaster campbellicus,accepted,Crossaster campbellicus,NA,species,Echinodermata,Asteroidea,Valvatida,Solasteridae,Crossaster,TRUE,FALSE,FALSE,291559,291559,NA,NA,123336
Stichaster australis,Stichaster australis,accepted,Stichaster australis,NA,species,Echinodermata,Asteroidea,Forcipulatida,Stichasteridae,Stichaster,TRUE,FALSE,FALSE,291604,291604,103417,335723,123228
Capitoniscus australis,Capitoniscus australis,accepted,Capitoniscus australis,NA,species,Arthropoda,Malacostraca,Isopoda,Cryptoniscoidea incertae sedis,Capitoniscus,TRUE,FALSE,FALSE,293383,293383,NA,NA,293381
Alluroteuthis antarcticus,Alluroteuthis antarcticus,accepted,Alluroteuthis antarcticus,NA,species,Mollusca,Cephalopoda,Oegopsida,Neoteuthidae,Alluroteuthis,TRUE,NA,FALSE,325302,325302,33298,93041,325301
Adelieledone,Adelieledone,accepted,NA,NA,genus,Mollusca,Cephalopoda,Octopoda,Megaleledonidae,Adelieledone,TRUE,NA,FALSE,NA,325316,NA,428834,325316
Pareledone panchroma,Pareledone panchroma,accepted,Pareledone panchroma,NA,species,Mollusca,Cephalopoda,Octopoda,Megaleledonidae,Pareledone,TRUE,NA,FALSE,325332,325332,193209,428844,239391
Thaumeledone,Thaumeledone,accepted,NA,NA,genus,Mollusca,Cephalopoda,Octopoda,Megaleledonidae,Thaumeledone,TRUE,NA,FALSE,NA,325339,NA,164547,325339
Chuneola,Chuneola,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Chuneolidae,Chuneola,TRUE,NA,NA,NA,325373,NA,NA,325373
Themisto gaudichaudii,Themisto gaudichaudii,accepted,Themisto gaudichaudii,NA,species,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,TRUE,FALSE,FALSE,325384,325384,8763,133716,101800
Phronima solitaria,Phronima solitaria,accepted,Phronima solitaria,NA,species,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,TRUE,NA,NA,325385,325385,777709,NA,101804
Ctenoscina,Ctenoscina,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Scinidae,Ctenoscina,TRUE,FALSE,FALSE,NA,325402,NA,NA,325402
Cyllopus,Cyllopus,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Cyllopodidae,Cyllopus,TRUE,NA,NA,NA,325405,NA,371504,325405
Eunoe leiotentaculata,Eunoe leiotentaculata,accepted,Eunoe leiotentaculata,NA,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eunoe,TRUE,FALSE,FALSE,327842,327842,NA,NA,129487
Euphrosinopsis horsti,Euphrosinopsis horsti,accepted,Euphrosinopsis horsti,NA,species,Annelida,Polychaeta,Amphinomida,Euphrosinidae,Euphrosinopsis,TRUE,FALSE,FALSE,327885,327885,NA,NA,173236
Onuphis pseudoiridescens,Onuphis pseudoiridescens,accepted,Onuphis pseudoiridescens,NA,species,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis,TRUE,FALSE,FALSE,330149,330149,300478,649693,129404
Vanadis antarctica,Vanadis antarctica,accepted,Vanadis antarctica,NA,species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Vanadis,TRUE,FALSE,FALSE,335010,335010,249201,NA,129150
Alexandromenia latosoleata,Alexandromenia latosoleata,accepted,Alexandromenia latosoleata,NA,species,Mollusca,Solenogastres,NA,Amphimeniidae,Alexandromenia,TRUE,NA,NA,340708,340708,NA,NA,137644
Dorymenia profunda,Dorymenia profunda,accepted,Dorymenia profunda,NA,species,Mollusca,Solenogastres,NA,Proneomeniidae,Dorymenia,TRUE,FALSE,FALSE,340725,340725,NA,NA,138381
Hemimenia dorsosulcata,Hemimenia dorsosulcata,accepted,Hemimenia dorsosulcata,NA,species,Mollusca,Solenogastres,NA,Hemimeniidae,Hemimenia,TRUE,NA,NA,340734,340734,NA,NA,236669
Neomenia permagna,Neomenia permagna,accepted,Neomenia permagna,NA,species,Mollusca,Solenogastres,NA,Neomeniidae,Neomenia,TRUE,NA,NA,340754,340754,NA,NA,138249
Sputoherpia exigua,Sputoherpia exigua,accepted,Sputoherpia exigua,NA,species,Mollusca,Solenogastres,NA,Amphimeniidae,Sputoherpia,TRUE,NA,NA,340790,340790,NA,NA,180830
Bathycrinus australis,Bathycrinus australis,accepted,Bathycrinus australis,NA,species,Echinodermata,Crinoidea,Comatulida,Bathycrinidae,Bathycrinus,TRUE,FALSE,FALSE,340808,340808,221920,NA,123339
Cirroctopus antarcticus,Cirroctopus antarcticus,accepted,Cirroctopus antarcticus,NA,species,Mollusca,Cephalopoda,Octopoda,Cirroctopodidae,Cirroctopus,TRUE,NA,FALSE,342258,342258,NA,NA,325314
Euaugaptilus hadrocephalus,Euaugaptilus hadrocephalus,accepted,Euaugaptilus hadrocephalus,NA,species,Arthropoda,Copepoda,Calanoida,Augaptilidae,Euaugaptilus,TRUE,FALSE,FALSE,342457,342457,NA,NA,104139
Siphonodentalium dalli,Siphonodentalium dalli,accepted,Siphonodentalium dalli,NA,species,Mollusca,Scaphopoda,Gadilida,Gadilidae,Siphonodentalium,TRUE,NA,NA,344385,344385,194364,NA,138027
Mixtocalanus vervoorti,Mixtocalanus vervoorti,accepted,Mixtocalanus vervoorti,NA,species,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Mixtocalanus,TRUE,FALSE,FALSE,344696,344696,NA,NA,104226
Myxilla (Burtonanchora) lissostyla,Myxilla (Burtonanchora) lissostyla,accepted,Myxilla (Burtonanchora) lissostyla,NA,species,Porifera,Demospongiae,Poecilosclerida,Myxillidae,Myxilla,TRUE,FALSE,FALSE,344760,344760,NA,NA,131970
Triconia antarctica,Triconia antarctica,accepted,Triconia antarctica,NA,species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,TRUE,FALSE,FALSE,345368,345368,NA,NA,128691
Euchirella similis,Euchirella similis,accepted,Euchirella similis,NA,species,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,TRUE,FALSE,FALSE,345785,345785,NA,NA,104120
Metridia asymmetrica,Metridia asymmetrica,accepted,Metridia asymmetrica,NA,species,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,TRUE,FALSE,FALSE,346674,346674,152198,503039,104190
Pleuromamma robusta antarctica,Pleuromamma robusta antarctica,accepted,Pleuromamma robusta,Pleuromamma robusta antarctica,subspecies,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,TRUE,FALSE,FALSE,104642,362815,NA,NA,104191
