found_taxa,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,genusid
Garveia,Garveia,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Garveia,TRUE,NA,NA,NA,117018,NA,323322,117018
Solmundella bitentaculata,Solmundella bitentaculata,accepted,Solmundella bitentaculata,NA,species,Cnidaria,Hydrozoa,Narcomedusae,Solmundaeginidae,Solmundella,TRUE,FALSE,FALSE,117267,117267,654129,497513,116997
Crossota rufobrunnea,Crossota rufobrunnea,accepted,Crossota rufobrunnea,NA,species,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Crossota,TRUE,NA,NA,117856,117856,593611,168729,117216
Benthomisophria,Benthomisophria,accepted,NA,NA,genus,Arthropoda,Copepoda,Misophrioida,Misophriidae,Benthomisophria,TRUE,FALSE,FALSE,NA,119192,NA,2030951,119192
Benthomisophria cornuta,Benthomisophria cornuta,accepted,Benthomisophria cornuta,NA,species,Arthropoda,Copepoda,Misophrioida,Misophriidae,Benthomisophria,TRUE,FALSE,FALSE,119205,119205,765937,2030953,119192
Neognathophausia gigas,Neognathophausia gigas,accepted,Neognathophausia gigas,NA,species,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Neognathophausia,TRUE,FALSE,FALSE,119931,119931,801290,419497,119827
Cheiraster,Cheiraster,accepted,NA,NA,genus,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Cheiraster,TRUE,FALSE,FALSE,NA,123240,NA,478669,123240
Bathybiaster,Bathybiaster,accepted,NA,NA,genus,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Bathybiaster,TRUE,FALSE,FALSE,NA,123246,NA,468307,123246
Leptychaster,Leptychaster,accepted,NA,NA,genus,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,TRUE,FALSE,FALSE,NA,123250,NA,556827,123250
Porcellanaster,Porcellanaster,accepted,NA,NA,genus,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Porcellanaster,TRUE,FALSE,FALSE,NA,123267,NA,1794739,123267
Porania,Porania,accepted,NA,NA,genus,Echinodermata,Asteroidea,Valvatida,Poraniidae,Porania,TRUE,FALSE,FALSE,NA,123320,NA,55646,123320
Lophaster,Lophaster,accepted,NA,NA,genus,Echinodermata,Asteroidea,Valvatida,Solasteridae,Lophaster,TRUE,FALSE,FALSE,NA,123337,NA,478262,123337
Myriotrochus,Myriotrochus,accepted,NA,NA,genus,Echinodermata,Holothuroidea,Apodida,Myriotrochidae,Myriotrochus,TRUE,NA,NA,NA,123441,NA,1902864,123441
Mesothuria,Mesothuria,accepted,NA,NA,genus,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,TRUE,NA,NA,NA,123465,NA,208513,123465
Paroriza,Paroriza,accepted,NA,NA,genus,Echinodermata,Holothuroidea,Persiculida,Gephyrothuriidae,Paroriza,TRUE,NA,NA,NA,123467,NA,1902872,123467
Cucumaria,Cucumaria,accepted,NA,NA,genus,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,TRUE,NA,FALSE,NA,123479,NA,NA,123479
Laetmogone,Laetmogone,accepted,NA,NA,genus,Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,Laetmogone,TRUE,NA,NA,NA,123524,NA,864647,123524
Molpadia,Molpadia,accepted,NA,NA,genus,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,Molpadia,TRUE,NA,NA,NA,123540,NA,NA,123540
Bathypectinura,Bathypectinura,accepted,NA,NA,genus,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiodermatidae,Bathypectinura,TRUE,FALSE,FALSE,NA,123543,NA,1804711,123543
Ophiolimna,Ophiolimna,accepted,NA,NA,genus,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiolimna,TRUE,FALSE,FALSE,NA,123596,NA,1443639,123596
Amphiura,Amphiura,accepted,NA,NA,genus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,TRUE,FALSE,FALSE,NA,123613,NA,82377,123613
Hippasteria phrygiana,Hippasteria phrygiana,accepted,Hippasteria phrygiana,NA,species,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Hippasteria,TRUE,FALSE,FALSE,124043,124043,193686,1277726,123297
Zygothuria lactea,Zygothuria lactea,accepted,Zygothuria lactea,NA,species,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Zygothuria,TRUE,FALSE,FALSE,124592,124592,748312,216249,123472
Abyssocucumis abyssorum,Abyssocucumis abyssorum,accepted,Abyssocucumis abyssorum,NA,species,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Abyssocucumis,TRUE,FALSE,FALSE,124597,124597,222679,1633609,123475
Asteronyx loveni,Asteronyx loveni,accepted,Asteronyx loveni,NA,species,Echinodermata,Ophiuroidea,Euryalida,Asteronychidae,Asteronyx,TRUE,FALSE,FALSE,124951,124951,140269,72723,123578
Thouarella,Thouarella,accepted,NA,NA,genus,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Thouarella,TRUE,NA,NA,NA,125323,NA,360011,125323
Synasterope,Synasterope,accepted,NA,NA,genus,Arthropoda,Ostracoda,Myodocopida,Cylindroleberididae,Synasterope,TRUE,FALSE,FALSE,NA,127518,NA,519012,127518
Halocypris,Halocypris,accepted,NA,NA,genus,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Halocypris,TRUE,NA,FALSE,NA,127543,NA,1774346,127543
Conchoecissa ametra,Conchoecissa ametra,accepted,Conchoecissa ametra,NA,species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecissa,TRUE,NA,FALSE,127777,127777,650264,702394,127535
Orthoconchoecia haddoni,Orthoconchoecia haddoni,accepted,Orthoconchoecia haddoni,NA,species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Orthoconchoecia,TRUE,NA,FALSE,127831,127831,852274,1774316,127551
Paramollicia major,Paramollicia major,accepted,Paramollicia major,NA,species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paramollicia,TRUE,NA,FALSE,127850,127850,NA,1774317,127553
Paramollicia rhynchena,Paramollicia rhynchena,accepted,Paramollicia rhynchena,NA,species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paramollicia,TRUE,NA,FALSE,127852,127852,NA,NA,127553
Amage,Amage,accepted,NA,NA,genus,Annelida,Polychaeta,Terebellida,Ampharetidae,Amage,TRUE,FALSE,FALSE,NA,129153,NA,2052640,129153
Tharyx,Tharyx,accepted,NA,NA,genus,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,TRUE,FALSE,FALSE,NA,129249,NA,876024,129249
Schistomeringos,Schistomeringos,accepted,NA,NA,genus,Annelida,Polychaeta,Eunicida,Dorvilleidae,Schistomeringos,TRUE,FALSE,FALSE,NA,129274,NA,188471,129274
Ilyphagus,Ilyphagus,accepted,NA,NA,genus,Annelida,Polychaeta,Terebellida,Flabelligeridae,Ilyphagus,TRUE,FALSE,FALSE,NA,129292,NA,307613,129292
Ophelina,Ophelina,accepted,NA,NA,genus,Annelida,Polychaeta,NA,Opheliidae,Ophelina,TRUE,FALSE,FALSE,NA,129414,NA,73385,129414
Paraonis,Paraonis,accepted,NA,NA,genus,Annelida,Polychaeta,NA,Paraonidae,Paraonis,TRUE,FALSE,FALSE,NA,129435,NA,397593,129435
Phyllodoce,Phyllodoce,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,TRUE,FALSE,FALSE,NA,129455,NA,NA,129455
Syllis,Syllis,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,TRUE,FALSE,FALSE,NA,129680,NA,418360,129680
Goniada maculata,Goniada maculata,accepted,Goniada maculata,NA,species,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniada,TRUE,FALSE,FALSE,130140,130140,258864,222001,129300
Abyssoninoe abyssorum,Abyssoninoe abyssorum,accepted,Abyssoninoe abyssorum,NA,species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Abyssoninoe,TRUE,NA,NA,130222,130222,NA,NA,129331
Ophelina cylindricaudata,Ophelina cylindricaudata,accepted,Ophelina cylindricaudata,NA,species,Annelida,Polychaeta,NA,Opheliidae,Ophelina,TRUE,FALSE,FALSE,130503,130503,473791,937804,129414
Sphaerodoropsis parva,Sphaerodoropsis parva,accepted,Sphaerodoropsis parva,NA,species,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Sphaerodoropsis,TRUE,FALSE,FALSE,131097,131097,524757,NA,129601
Prionospio ehlersi,Prionospio ehlersi,accepted,Prionospio ehlersi,NA,species,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,TRUE,FALSE,FALSE,131156,131156,660271,507518,129620
Terebellides stroemii,Terebellides stroemii,accepted,Terebellides stroemii,NA,species,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,TRUE,FALSE,FALSE,131573,131573,541661,1037239,129717
Calyx,Calyx,accepted,NA,NA,genus,Porifera,Demospongiae,Haplosclerida,Phloeodictyidae,Calyx,TRUE,FALSE,FALSE,NA,131851,NA,295246,131851
Isodictya,Isodictya,accepted,NA,NA,genus,Porifera,Demospongiae,Poecilosclerida,Isodictyidae,Isodictya,TRUE,FALSE,FALSE,NA,131905,NA,1325620,131905
Rossella,Rossella,accepted,NA,NA,genus,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Rossella,TRUE,FALSE,FALSE,NA,132127,NA,472192,132127
Pantopipetta,Pantopipetta,accepted,NA,NA,genus,Arthropoda,Pycnogonida,Pantopoda,Austrodecidae,Pantopipetta,TRUE,NA,NA,NA,134580,NA,373297,134580
Flabellum,Flabellum,accepted,NA,NA,genus,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,TRUE,NA,FALSE,NA,135114,NA,130062,135114
Praya,Praya,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,TRUE,FALSE,FALSE,NA,135376,NA,168784,135376
Bathyarca,Bathyarca,accepted,NA,NA,genus,Mollusca,Bivalvia,Arcida,Arcidae,Bathyarca,TRUE,FALSE,FALSE,NA,137673,NA,1421189,137673
Brachioteuthis,Brachioteuthis,accepted,NA,NA,genus,Mollusca,Cephalopoda,Oegopsida,Brachioteuthidae,Brachioteuthis,TRUE,NA,FALSE,NA,137697,NA,61757,137697
Admete,Admete,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,TRUE,TRUE,NA,NA,137723,NA,912977,137723
Pleurotomella,Pleurotomella,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Pleurotomella,TRUE,FALSE,FALSE,NA,137828,NA,473580,137828
Cardiomya,Cardiomya,accepted,NA,NA,genus,Mollusca,Bivalvia,NA,Cuspidariidae,Cardiomya,TRUE,NA,NA,NA,137857,NA,120368,137857
Myonera,Myonera,accepted,NA,NA,genus,Mollusca,Bivalvia,NA,Cuspidariidae,Myonera,TRUE,NA,NA,NA,137860,NA,121187,137860
Cylichna,Cylichna,accepted,NA,NA,genus,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Cylichna,TRUE,NA,NA,NA,137867,NA,157717,137867
Emarginula,Emarginula,accepted,NA,NA,genus,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Emarginula,TRUE,FALSE,FALSE,NA,138012,NA,225312,138012
Puncturella,Puncturella,accepted,NA,NA,genus,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Puncturella,TRUE,FALSE,FALSE,NA,138015,NA,205513,138015
Cadulus,Cadulus,accepted,NA,NA,genus,Mollusca,Scaphopoda,Gadilida,Gadilidae,Cadulus,TRUE,FALSE,FALSE,NA,138024,NA,39430,138024
Iothia,Iothia,accepted,NA,NA,genus,Mollusca,Gastropoda,NA,Lepetidae,Iothia,TRUE,NA,NA,NA,138110,NA,715209,138110
Dacrydium,Dacrydium,accepted,NA,NA,genus,Mollusca,Bivalvia,Mytilida,Mytilidae,Dacrydium,TRUE,NA,NA,NA,138217,NA,56889,138217
Cyclopecten,Cyclopecten,accepted,NA,NA,genus,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Cyclopecten,TRUE,NA,NA,NA,138317,NA,182759,138317
Poromya,Poromya,accepted,NA,NA,genus,Mollusca,Bivalvia,NA,Poromyidae,Poromya,TRUE,NA,NA,NA,138373,NA,228508,138373
Lissotesta,Lissotesta,accepted,NA,NA,genus,Mollusca,Gastropoda,Seguenziida,[unassigned] Seguenzioidea,Lissotesta,TRUE,NA,NA,NA,138500,NA,NA,138500
Calliotropis,Calliotropis,accepted,NA,NA,genus,Mollusca,Gastropoda,Seguenziida,Calliotropidae,Calliotropis,TRUE,FALSE,FALSE,NA,138585,NA,NA,138585
Solariella,Solariella,accepted,NA,NA,genus,Mollusca,Gastropoda,Trochida,Solariellidae,Solariella,TRUE,FALSE,FALSE,NA,138597,NA,648622,138597
Brachioteuthis riisei,Brachioteuthis riisei,accepted,Brachioteuthis riisei,NA,species,Mollusca,Cephalopoda,Oegopsida,Brachioteuthidae,Brachioteuthis,TRUE,NA,FALSE,138852,138852,448115,NA,137697
Mastigoteuthis schmidti,Mastigoteuthis schmidti,accepted,Mastigoteuthis schmidti,NA,species,Mollusca,Cephalopoda,Oegopsida,Mastigoteuthidae,Mastigoteuthis,TRUE,NA,FALSE,140338,140338,NA,NA,138168
Vampyroteuthis infernalis,Vampyroteuthis infernalis,accepted,Vampyroteuthis infernalis,NA,species,Mollusca,Cephalopoda,Vampyromorpha,Vampyroteuthidae,Vampyroteuthis,TRUE,NA,FALSE,141887,141887,33311,55288,138623
Psolus,Psolus,accepted,NA,NA,genus,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Psolus,TRUE,NA,NA,NA,146121,NA,NA,146121
Osthimosia bicornis,Osthimosia bicornis,accepted,Osthimosia bicornis,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Osthimosia,TRUE,FALSE,FALSE,146780,146780,NA,NA,146779
Holophryxus,Holophryxus,accepted,NA,NA,genus,Arthropoda,Malacostraca,Isopoda,Dajidae,Holophryxus,TRUE,FALSE,FALSE,NA,146980,NA,NA,146980
Achlyonice ecalcarea,Achlyonice ecalcarea,accepted,Achlyonice ecalcarea,NA,species,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Achlyonice,TRUE,FALSE,FALSE,148770,148770,NA,NA,123509
Undinella simplex,Undinella simplex,accepted,Undinella simplex,NA,species,Arthropoda,Copepoda,Calanoida,Tharybidae,Undinella,TRUE,FALSE,FALSE,149693,149693,NA,NA,104247
Kamptosoma asterias,Kamptosoma asterias,accepted,Kamptosoma asterias,NA,species,Echinodermata,Echinoidea,Echinothurioida,Kamptosomatidae,Kamptosoma,TRUE,FALSE,FALSE,160808,160808,187636,2567186,160749
Myxilla (Burtonanchora) pistillaris,Myxilla (Burtonanchora) pistillaris,accepted,Myxilla (Burtonanchora) pistillaris,NA,species,Porifera,Demospongiae,Poecilosclerida,Myxillidae,Myxilla,TRUE,FALSE,FALSE,169425,169425,NA,NA,131970
Tedania (Tedaniopsis) vanhoeffeni,Tedania (Tedaniopsis) vanhoeffeni,accepted,Tedania (Tedaniopsis) vanhoeffeni,NA,species,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Tedania,TRUE,FALSE,FALSE,169603,169603,NA,NA,131974
Cinachyra antarctica,Cinachyra antarctica,accepted,Cinachyra antarctica,NA,species,Porifera,Demospongiae,Tetractinellida,Tetillidae,Cinachyra,TRUE,FALSE,FALSE,171285,171285,245216,1199249,132092
Sclerothamnopsis,Sclerothamnopsis,accepted,NA,NA,genus,Porifera,Hexactinellida,Sceptrulophora,Tretodictyidae,Sclerothamnopsis,TRUE,FALSE,FALSE,NA,171809,NA,NA,171809
Rossella nuda,Rossella nuda,accepted,Rossella nuda,NA,species,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Rossella,TRUE,FALSE,FALSE,172101,172101,246110,472228,132127
Lysasterias,Lysasterias,accepted,NA,NA,genus,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Lysasterias,TRUE,FALSE,FALSE,NA,172532,NA,465785,172532
Perknaster,Perknaster,accepted,NA,NA,genus,Echinodermata,Asteroidea,Valvatida,Asterinidae,Perknaster,TRUE,FALSE,FALSE,NA,172579,NA,478281,172579
Acodontaster,Acodontaster,accepted,NA,NA,genus,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Acodontaster,TRUE,FALSE,FALSE,NA,172592,NA,331077,172592
Cuenotaster,Cuenotaster,accepted,NA,NA,genus,Echinodermata,Asteroidea,Valvatida,Asterinidae,Cuenotaster,TRUE,FALSE,FALSE,NA,172593,NA,468312,172593
Astrotoma,Astrotoma,accepted,NA,NA,genus,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Astrotoma,TRUE,FALSE,FALSE,NA,172601,NA,462865,172601
Ophiosteira,Ophiosteira,accepted,NA,NA,genus,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophiosteira,TRUE,FALSE,FALSE,NA,172626,NA,1795468,172626
Odontaster validus,Odontaster validus,accepted,Odontaster validus,NA,species,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Odontaster,TRUE,FALSE,FALSE,172775,172775,213259,315491,123310
Pteraster stellifer,Pteraster stellifer,accepted,Pteraster stellifer,NA,species,Echinodermata,Asteroidea,Velatida,Pterasteridae,Pteraster,TRUE,FALSE,FALSE,172778,172778,221862,NA,123335
Neosabellides elongatus,Neosabellides elongatus,accepted,Neosabellides elongatus,NA,species,Annelida,Polychaeta,Terebellida,Ampharetidae,Neosabellides,TRUE,FALSE,FALSE,172923,172923,NA,NA,129173
Beania scotti,Beania scotti,accepted,Beania scotti,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Beaniidae,Beania,TRUE,FALSE,FALSE,172957,172957,NA,NA,110822
Paramphinome australis,Paramphinome australis,accepted,Paramphinome australis,NA,species,Annelida,Polychaeta,Amphinomida,Amphinomidae,Paramphinome,TRUE,FALSE,FALSE,172958,172958,NA,NA,129191
Bathyphellia australis,Bathyphellia australis,accepted,Bathyphellia australis,NA,species,Cnidaria,Anthozoa,Actiniaria,Bathyphelliidae,Bathyphellia,TRUE,NA,NA,172963,172963,NA,446313,100724
Cornucopina pectogemma,Cornucopina pectogemma,accepted,Cornucopina pectogemma,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Cornucopina,TRUE,FALSE,FALSE,172989,172989,NA,NA,172987
Austropallene cornigera,Austropallene cornigera,accepted,Austropallene cornigera,NA,species,Arthropoda,Pycnogonida,Pantopoda,Callipallenidae,Austropallene,TRUE,FALSE,FALSE,173040,173040,103210,136200,173034
Austropallene gracilipes,Austropallene gracilipes,accepted,Austropallene gracilipes,NA,species,Arthropoda,Pycnogonida,Pantopoda,Callipallenidae,Austropallene,TRUE,FALSE,FALSE,173042,173042,NA,NA,173034
Menipea flagellifera,Menipea flagellifera,accepted,Menipea flagellifera,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Menipea,TRUE,FALSE,FALSE,173127,173127,NA,NA,173123
Colossendeis elephantis,Colossendeis elephantis,accepted,Colossendeis elephantis,NA,species,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,Colossendeis,TRUE,FALSE,FALSE,173176,173176,NA,NA,134586
Crassimarginatella perlucida,Crassimarginatella perlucida,accepted,Crassimarginatella perlucida,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Crassimarginatella,TRUE,FALSE,FALSE,173211,173211,NA,NA,110855
Ophiacantha frigida,Ophiacantha frigida,accepted,Ophiacantha frigida,NA,species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiacantha,TRUE,FALSE,FALSE,173224,173224,219043,NA,123587
Didemnum biglans,Didemnum biglans,accepted,Didemnum biglans,NA,species,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,TRUE,NA,FALSE,173238,173238,299523,NA,103456
Didemnum studeri,Didemnum studeri,accepted,Didemnum studeri,NA,species,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,TRUE,NA,FALSE,173244,173244,NA,NA,103456
Ophiolimna antarctica,Ophiolimna antarctica,accepted,Ophiolimna antarctica,NA,species,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiolimna,TRUE,FALSE,FALSE,173257,173257,125340,1443640,123596
Euphrosine notialis,Euphrosine notialis,accepted,Euphrosine notialis,NA,species,Annelida,Polychaeta,Amphinomida,Euphrosinidae,Euphrosine,TRUE,FALSE,FALSE,173271,173271,NA,NA,129285
Cellaria coronata,Cellaria coronata,accepted,Cellaria coronata,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,TRUE,FALSE,FALSE,173272,173272,NA,NA,110869
Cellaria moniliorata,Cellaria moniliorata,accepted,Cellaria moniliorata,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,TRUE,FALSE,FALSE,173299,173299,NA,NA,110869
Osthimosia malingae,Osthimosia malingae,accepted,Osthimosia malingae,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Osthimosia,TRUE,FALSE,FALSE,173387,173387,NA,NA,146779
Osthimosia notialis,Osthimosia notialis,accepted,Osthimosia notialis,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Osthimosia,TRUE,FALSE,FALSE,173394,173394,NA,NA,146779
Chaperiopsis quadrispinosa,Chaperiopsis quadrispinosa,accepted,Chaperiopsis quadrispinosa,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Chaperiidae,Chaperiopsis,TRUE,FALSE,FALSE,173461,173461,NA,NA,110881
Ophidiogorgia paradoxa,Ophidiogorgia paradoxa,accepted,Ophidiogorgia paradoxa,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Ophidiogorgia,TRUE,NA,FALSE,173476,173476,NA,NA,173473
Chaperiopsis rotundata,Chaperiopsis rotundata,accepted,Chaperiopsis rotundata,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Chaperiidae,Chaperiopsis,TRUE,FALSE,FALSE,173498,173498,NA,NA,110881
Nymphon villosum,Nymphon villosum,accepted,Nymphon villosum,NA,species,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon,TRUE,FALSE,FALSE,173527,173527,236642,NA,134591
Pentanymphon antarcticum,Pentanymphon antarcticum,accepted,Pentanymphon antarcticum,NA,species,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Pentanymphon,TRUE,FALSE,FALSE,173532,173532,103241,373302,173302
Eranno bifrons,Eranno bifrons,accepted,Eranno bifrons,NA,species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Eranno,TRUE,FALSE,FALSE,173545,173545,NA,NA,129333
Paraninoe antarctica,Paraninoe antarctica,accepted,Paraninoe antarctica,NA,species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Paraninoe,TRUE,FALSE,FALSE,173552,173552,NA,NA,129339
Harpecia spinosissima,Harpecia spinosissima,accepted,Harpecia spinosissima,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Harpecia,TRUE,FALSE,FALSE,173560,173560,NA,NA,173556
Pycnogonum gaini,Pycnogonum gaini,accepted,Pycnogonum gaini,NA,species,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,TRUE,FALSE,FALSE,173586,173586,236905,648478,134595
Abyssoclymene annularis,Abyssoclymene annularis,accepted,Abyssoclymene annularis,NA,species,Annelida,Polychaeta,NA,Maldanidae,Abyssoclymene,TRUE,FALSE,FALSE,173590,173590,NA,NA,173587
Pycnogonum platylophum,Pycnogonum platylophum,accepted,Pycnogonum platylophum,NA,species,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,TRUE,FALSE,FALSE,173594,173594,236931,648479,134595
Ophioplinthus brucei,Ophioplinthus brucei,accepted,Ophioplinthus brucei,NA,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophioplinthus,TRUE,FALSE,FALSE,173600,173600,NA,NA,172623
Isoschizoporella similis,Isoschizoporella similis,accepted,Isoschizoporella similis,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Eminooeciidae,Isoschizoporella,TRUE,FALSE,FALSE,173625,173625,212700,NA,173618
Escharoides praestita,Escharoides praestita,accepted,Escharoides praestita,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Exochellidae,Escharoides,TRUE,FALSE,FALSE,173670,173670,NA,NA,110966
Aglaophamus posterobranchus,Aglaophamus posterobranchus,accepted,Aglaophamus posterobranchus,NA,species,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,TRUE,FALSE,FALSE,173688,173688,NA,NA,129366
Eunereis patagonica,Eunereis patagonica,accepted,Eunereis patagonica,NA,species,Annelida,Polychaeta,Phyllodocida,Nereididae,Eunereis,TRUE,FALSE,FALSE,173714,173714,NA,NA,129373
Escharoides tridens,Escharoides tridens,accepted,Escharoides tridens,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Exochellidae,Escharoides,TRUE,FALSE,FALSE,173730,173730,NA,NA,110966
Carbasea ovoidea,Carbasea ovoidea,accepted,Carbasea ovoidea,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Carbasea,TRUE,FALSE,FALSE,173750,173750,NA,NA,110909
Kinbergonuphis,Kinbergonuphis,accepted,NA,NA,genus,Annelida,Polychaeta,Eunicida,Onuphidae,Kinbergonuphis,TRUE,FALSE,FALSE,NA,173767,NA,1577760,173767
Pyura bouvetensis,Pyura bouvetensis,accepted,Pyura bouvetensis,NA,species,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,TRUE,NA,FALSE,173771,173771,299549,NA,103524
Leptoecia,Leptoecia,accepted,NA,NA,genus,Annelida,Polychaeta,Eunicida,Onuphidae,Leptoecia,TRUE,FALSE,FALSE,NA,173775,NA,1577762,173775
Toretocheilum turbinatum,Toretocheilum turbinatum,accepted,Toretocheilum turbinatum,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Escharinidae,Toretocheilum,TRUE,FALSE,FALSE,173827,173827,212777,NA,173822
Cnemidocarpa verrucosa,Cnemidocarpa verrucosa,accepted,Cnemidocarpa verrucosa,NA,species,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Cnemidocarpa,TRUE,NA,FALSE,173893,173893,28376,292790,103530
Travisia antarctica,Travisia antarctica,accepted,Travisia antarctica,NA,species,Annelida,Polychaeta,NA,Travisiidae,Travisia,TRUE,FALSE,FALSE,173918,173918,NA,NA,129417
Travisia kerguelensis,Travisia kerguelensis,accepted,Travisia kerguelensis,NA,species,Annelida,Polychaeta,NA,Travisiidae,Travisia,TRUE,FALSE,FALSE,173920,173920,274194,1418078,129417
Travisia profundi,Travisia profundi,accepted,Travisia profundi,NA,species,Annelida,Polychaeta,NA,Travisiidae,Travisia,TRUE,FALSE,FALSE,173934,173934,NA,NA,129417
Styela wandeli,Styela wandeli,accepted,Styela wandeli,NA,species,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,TRUE,NA,FALSE,173970,173970,NA,NA,103543
Cucumaria georgiana,Cucumaria georgiana,accepted,Cucumaria georgiana,NA,species,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,TRUE,FALSE,FALSE,174024,174024,222716,864626,123479
